N	4gram	Bakhtin_Pr	Problemy
1	в то же время	10	26
2	но в то же	5	11
3	и в то же	3	7
4	бы то ни было	2	6
5	то же время не	3	6
6	в том что он	4	5
7	бы он ни был	2	5
8	о себе самом и	4	5
9	сознаний с их мирами	4	5
10	в той или иной	2	5
11	в кругозор самого героя	3	4
12	в одной плоскости с	4	4
13	себе самом и о	3	4
14	по себе еще не	2	4
15	героя о себе самом	4	4
16	сами по себе еще	2	3
17	в то время как	2	3
18	как объект а как	3	3
19	не как объект а	3	3
20	утвердить чужое я не	3	3
21	я не как объект	3	3
22	личного стиля и тона	3	3
23	и в этом смысле	2	3
24	с точки зрения монологического	3	3
25	потому что она не	3	3
26	в художественном мире достоевского	2	3
27	кругозор самого героя и	2	3
28	на вопрос кто он?	2	3
29	а как другой субъект	3	3
30	чужое я не как	3	3
31	видения и понимания мира	2	3
32	самом и о своем	2	3
33	объект а как другой	3	3
34	а в то же	2	3
35	а может быть даже	2	2
36	как звенья единого диалектического	2	2
37	в самой структуре романа	2	2
38	на протяжении всего романа	2	2
39	той же основной особенности	2	2
40	но и не служит	2	2
41	с самого начала все	2	2
42	отрицаемая чужая мысль не	2	2
43	является лишь одним из	2	2
44	точки зрения монологического понимания	2	2
45	как и благодаря чему	2	2
46	в самом построении романа	2	2
47	только в этой форме	2	2
48	в пространстве а не	2	2
49	в полифоническом романе достоевского	4	2
50	потому что у вас	2	2
51	критической литературы о достоевском	2	2
52	с начала и до	2	2
53	это не значит конечно	3	2
54	и в этом отношении	2	2
55	от характера типа и	2	2
56	глубокий отпечаток его личного	2	2
57	в их основе идеями	2	2
58	не нарушает строгой определенности	2	2
59	его личного стиля и	2	2
60	лентяй да ведь это	2	2
61	материале произведений достоевского мы	2	2
62	в пределы одного сознания	3	2
63	начала и до конца	2	2
64	становится живым существом и	2	2
65	слово героя о себе	2	2
66	лежащими в их основе	2	2
67	той или иной степени	2	2
68	не входит в творческий	2	2
69	пространстве а не во	2	2
70	как в дантовском мире	2	2
71	определение романа достоевского как	2	2
72	в целом ряде других	2	2
73	звенья единого диалектического ряда	2	2
74	и не входит в	2	2
75	идея как предмет изображения	2	2
76	достоевского утвердить чужое я	2	2
77	что может быть осмысленно	2	2
78	и человек из подполья	2	2
79	его о себе самом	2	2
80	среды почвы и земли	2	2
81	в пределах отдельных сознаний	2	2
82	в разрезе данного мгновения	2	2
83	но потому что она	2	2
84	но с другой стороны	2	2
85	а не во времени	2	2
86	равноправных сознаний с их	2	2
87	художественного видения и изображения	2	2
88	все эти композиционные приемы	2	2
89	как не выдуман герой	2	2
90	не значит конечно что	3	2
91	на мир и на	3	2
92	мы можем сказать что	2	2
93	понимаете ли вы что	2	2
94	и в целом ряде	2	2
95	роман роман с идеей	2	2
96	они уже не могут	2	2
97	точка зрения на мир	2	2
98	множественность равноправных сознаний с	2	2
99	рядом с другими чертами	2	2
100	видения и изображения мира	2	2
101	раскольникова ивана карамазова и	3	2
102	до конца может развить	2	2
103	на материале произведений достоевского	2	2
104	отпечаток его личного стиля	2	2
105	характера типа и темперамента	2	2
106	самосознание как художественная доминанта	3	2
107	дело идет не об	6	2
