N	2gram	Vygotskiy_	EvropaiE
1	и в	38	37
2	в отношении	14	32
3	точки зрения	27	23
4	что в	31	21
5	не только	16	18
6	с точки	11	17
7	в то	5	16
8	хотя бы	2	15
9	то же	18	15
10	в своем	9	14
11	но в	4	14
12	но и	9	14
13	и не	16	14
14	в качестве	25	14
15	в этом	35	12
16	в том	59	11
17	в их	12	11
18	в области	9	11
19	так и	11	10
20	с и	2	10
21	все более	2	9
22	так же	26	9
23	в смысле	9	9
24	не может	11	9
25	отнюдь не	6	9
26	в себе	9	9
27	прежде всего	6	9
28	только в	16	9
29	одной стороны	8	8
30	между тем	10	8
31	было бы	15	8
32	в своей	9	8
33	с одной	8	8
34	к тому	8	8
35	по своему	14	7
36	также и	3	7
37	с другой	11	7
38	а также	6	7
39	как и	20	7
40	так как	19	7
41	того что	17	7
42	том что	44	6
43	вслед за	4	6
44	во всех	3	6
45	и даже	4	6
46	может быть	25	6
47	и на	9	6
48	с этой	6	6
49	того чтобы	15	6
50	для того	14	6
51	на то	7	6
52	то что	27	6
53	как бы	17	6
54	вовсе не	5	6
55	к которым	8	5
56	но не	7	5
57	от этого	6	5
58	тем самым	6	5
59	и по	5	5
60	и потому	2	5
61	столь же	7	5
62	но если	2	5
63	этой точки	4	5
64	в той	2	5
65	как мы	14	5
66	которую мы	5	5
67	не в	10	5
68	в виде	4	5
69	в частности	4	5
70	в течение	2	5
71	же как	10	5
72	даже в	5	4
73	сказать что	10	4
74	в каком	3	4
75	вопрос о	2	4
76	не имеет	3	4
77	или иного	2	4
78	или иной	3	4
79	во многих	3	4
80	само по	3	4
81	можно сказать	2	4
82	то в	3	4
83	независимо от	5	4
84	именно в	6	4
85	в процессе	33	4
86	в самом	8	4
87	мы не	14	4
88	в ней	3	4
89	для нас	6	4
90	по себе	11	4
91	тем более	2	4
92	к ней	2	4
93	ни было	2	4
94	той или	2	4
95	не на	2	4
96	как это	16	4
97	того или	2	4
98	чем в	4	4
99	никогда не	11	3
100	с тем	18	3
101	и от	5	3
102	и для	4	3
103	можно считать	3	3
104	ни на	3	3
105	и только	4	3
106	известном смысле	2	3
107	из всех	2	3
108	о том	6	3
109	идет о	2	3
110	вообще не	3	3
111	того же	12	3
112	в которых	3	3
113	в сфере	3	3
114	когда он	5	3
115	можно было	10	3
116	этом смысле	7	3
117	бы и	2	3
118	бы ни	2	3
119	в свою	4	3
120	и к	9	3
121	в результате	6	3
122	мы можем	13	3
123	это так	2	3
124	но на	3	3
125	уже и	5	3
126	не будет	2	3
127	из них	5	3
128	в известном	6	3
129	в них	3	3
130	можно ли	2	3
131	в деле	7	3
132	с более	2	3
133	всяком случае	10	3
134	место в	3	3
135	на себя	2	3
136	мы видели	8	3
137	что и	14	3
138	друг с	10	3
139	там где	4	3
140	и мы	2	3
141	и тем	8	3
142	не дает	2	3
143	тем что	12	3
144	этом отношении	9	3
145	по признаку	3	3
146	по нашему	2	3
147	не является	13	3
148	потому что	14	3
149	в таком	4	3
150	представляет собой	6	3
151	заключает в	3	3
152	с другом	10	3
153	как в	14	3
154	в стороне	2	3
155	связано с	2	3
156	как на	2	3
157	ее в	2	3
158	во всяком	10	3
159	в мире	2	2
160	на этот	5	2
161	если в	3	2
162	в его	22	2
163	не есть	5	2
164	начиная с	2	2
165	долгое время	2	2
166	что это	8	2
167	в эту	3	2
168	при помощи	3	2
169	и то	9	2
170	что если	3	2
171	не могут	5	2
172	а в	7	2
173	значения для	2	2
174	с этим	6	2
175	из того	4	2
176	мы должны	15	2
177	или по	2	2
178	с другими	3	2
179	все другие	2	2
180	в котором	3	2
181	тому чтобы	2	2
182	но как	4	2
183	как оно	5	2
184	далеко не	2	2
185	в своих	3	2
186	от друга	2	2
187	качестве орудия	2	2
188	с в	2	2
189	и поэтому	4	2
190	только к	2	2
191	и с	5	2
192	бы в	5	2
193	этот вопрос	5	2
194	в другой	2	2
195	в случае	3	2
196	что на	2	2
197	могут быть	9	2
198	в развитии	46	2
199	совершенно прав	2	2
200	другой стороны	5	2
201	данного продукта	2	2
202	что все	2	2
203	также в	2	2
204	между ними	6	2
205	тогда когда	10	2
206	по своей	12	2
207	в одном	4	2
208	как их	2	2
209	и как	11	2
210	не можем	4	2
211	мог бы	5	2
212	целый ряд	4	2
213	если бы	12	2
214	для них	3	2
215	иначе говоря	2	2
216	в этих	4	2
217	в силу	9	2
218	с мы	5	2
219	и того	5	2
220	в других	2	2
221	а не	7	2
222	и других	4	2
223	мы видим	13	2
224	и рядом	2	2
225	или иному	4	2
226	и что	15	2
227	нас к	2	2
228	и во	4	2
229	имеет в	2	2
230	свою очередь	3	2
231	же в	3	2
232	подходит к	2	2
233	этот процесс	4	2
234	и все	5	2
235	или в	4	2
236	друг от	2	2
237	наряду с	3	2
238	по сравнению	6	2
239	таким образом	36	2
240	это значит	6	2
241	в истории	9	2
242	он не	6	2
243	приводит нас	6	2
244	такой же	4	2
245	на основании	11	2
246	во всей	3	2
247	главным образом	3	2
248	сравнению с	4	2
249	относятся к	4	2
250	и эта	4	2
251	но по	3	2
252	что эти	4	2
253	же мало	3	2
254	в этой	7	2
255	не означает	2	2
256	тому или	4	2
257	между собой	15	2
258	хотя и	2	2
259	в какой	5	2
260	эти последние	2	2
261	к той	2	2
262	вместе с	18	2
263	заключается в	22	2
264	на основе	29	2
265	и более	4	2
266	имеет место	4	2
267	нашему мнению	2	2
