N	2gram	Tiupa_Disk	Formalny
1	и в	27	95
2	и не	25	78
3	может быть	29	66
4	в этом	29	61
5	не может	17	57
6	таким образом	4	52
7	и его	4	51
8	так и	14	50
9	точки зрения	6	47
10	в нем	16	42
11	в его	9	42
12	прежде всего	17	41
13	с точки	3	40
14	как и	27	39
15	не в	8	35
16	в самом	4	35
17	в процессе	6	34
18	а не	35	34
19	но и	22	33
20	то же	12	32
21	самом деле	2	32
22	не только	36	30
23	в пределах	4	28
24	в том	29	26
25	отнюдь не	11	26
26	то что	10	25
27	при этом	22	24
28	в своей	10	24
29	лишь в	4	24
30	на почве	3	24
31	в ней	2	23
32	связи с	4	23
33	в то	8	22
34	и ее	5	22
35	в истории	5	21
36	как бы	9	21
37	что в	8	21
38	и с	2	21
39	в их	5	20
40	не менее	6	20
41	и от	2	20
42	входит в	2	20
43	как мы	2	20
44	же время	9	20
45	место в	2	20
46	не могут	2	19
47	все это	2	19
48	хотя бы	3	19
49	по себе	3	19
50	все же	8	18
51	и все	5	18
52	все эти	2	18
53	должна быть	2	18
54	с его	9	18
55	только в	9	18
56	более того	2	17
57	как в	16	17
58	во всяком	3	16
59	с другой	14	16
60	потому что	7	16
61	всяком случае	2	16
62	но в	15	15
63	должно быть	2	15
64	во всех	6	15
65	в литературе	2	15
66	именно в	5	15
67	и на	8	15
68	что он	6	14
69	только на	2	14
70	в целом	5	14
71	языка и	3	14
72	в ее	4	14
73	в своем	11	14
74	еще не	20	14
75	в жизни	2	14
76	в этой	5	14
77	и потому	3	14
78	жизни и	2	14
79	вместе с	3	14
80	до конца	2	13
81	со стороны	17	13
82	того что	4	13
83	а в	5	13
84	что же	4	13
85	могут быть	5	13
86	что и	5	13
87	сводится к	7	13
88	в результате	3	13
89	тем что	4	13
90	ни в	7	13
91	как его	2	13
92	в действительности	3	12
93	по отношению	13	12
94	как это	2	12
95	к тому	6	12
96	отношению к	13	12
97	оно не	2	12
98	уже не	7	12
99	никогда не	3	11
100	этом отношении	4	11
101	литературы в	2	11
102	это и	2	11
103	они не	2	11
104	литературного произведения	3	11
105	в основе	11	11
106	так сказать	3	11
107	в большинстве	3	11
108	но не	17	11
109	слова и	2	11
110	произведения как	2	11
111	для него	9	11
112	между тем	5	11
113	не о	2	10
114	не есть	3	10
115	не как	5	10
116	друг друга	2	10
117	и др	3	10
118	мы не	2	10
119	не было	9	10
120	другой стороны	5	10
121	о литературе	2	10
122	с ее	3	10
123	не является	5	10
124	в первом	4	10
125	и как	9	10
126	в своих	6	10
127	большинстве случаев	2	10
128	он не	4	10
129	быть и	2	9
130	для понимания	2	9
131	но это	3	9
132	и до	2	9
133	и может	3	9
134	или иного	2	9
135	в каждом	2	9
136	и даже	4	9
137	не могло	2	9
138	в свою	3	9
139	говорить о	3	9
140	отношения к	2	9
141	в языке	2	9
142	это не	5	8
143	между собой	2	8
144	одной стороны	12	8
145	в них	6	8
146	с одной	12	8
147	в области	3	8
148	с этим	3	8
149	в данном	9	8
150	и должно	2	8
151	и к	4	8
152	роль в	10	8
153	в сторону	4	8
154	не следует	4	8
155	том что	27	7
156	в себе	22	7
157	в одной	4	7
158	как их	2	7
159	свою очередь	3	7
160	как к	2	7
161	или менее	2	7
162	стороны и	3	7
163	более или	2	7
164	во втором	5	7
165	произведение в	2	7
166	в сущности	3	7
167	не на	3	7
168	известной степени	3	7
169	бы быть	3	7
170	в литературу	3	7
171	сказать что	4	7
172	к этому	4	7
173	того или	3	7
174	и всякое	2	7
175	в особенности	5	7
176	можно говорить	2	7
177	жизни в	4	7
178	и наконец	2	7
179	в какой	2	7
180	но все	2	7
181	сами по	2	7
182	столь же	6	7
183	из них	6	7
184	и понимание	2	7
185	в той	2	7
186	данном случае	6	6
187	тем самым	6	6
188	в которой	2	6
189	отношение к	6	6
190	на этом	3	6
191	и тем	2	6
192	в частности	18	6
193	в формах	2	6
194	и это	3	6
195	в этих	4	6
196	речевого общения	13	6
197	на ее	2	6
198	один из	3	6
199	должны быть	3	6
200	общения и	4	6
201	к его	5	6
202	его с	2	6
203	из этих	3	6
204	они и	3	6
205	за пределы	2	6
206	отличается от	3	6
207	но для	2	6
208	например в	4	6
209	о том	12	6
210	по преимуществу	2	6
211	их в	2	6
212	в произведении	3	6
213	уже в	2	6
214	той же	2	6
215	между которыми	2	5
216	ни о	2	5
217	время и	2	5
218	до известной	2	5
219	виду что	2	5
220	должно было	2	5
221	общения в	3	5
222	к которому	2	5
223	в виду	2	5
224	может и	4	5
225	отличие от	13	5
226	всего в	2	5
227	одной из	4	5
228	так например	2	5
229	не приходится	2	5
230	одного из	5	5
231	в отличие	13	5
232	что не	4	5
233	в значительной	3	5
234	и по	2	5
235	можно сказать	7	5
236	из виду	4	5
237	хотя и	3	5
238	да и	2	5
239	и то	4	5
240	если в	2	5
241	не от	2	5
242	в эпоху	5	5
243	значительной степени	3	5
244	не столько	3	5
245	в мире	9	5
246	по аналогии	2	5
247	высказывания и	3	5
248	его как	3	5
249	а о	2	5
250	с этой	2	5
251	в котором	7	5
252	слова в	2	5
253	приводит к	4	5
254	еще в	6	5
255	настоящего времени	2	5
256	тому как	5	5
257	становления и	4	5
258	в литературоведении	2	5
259	и что	2	5
260	в нашем	2	5
261	вопрос о	2	5
262	чтобы не	2	4
263	или даже	2	4
264	к другим	3	4
265	одним из	2	4
266	героя в	6	4
267	о нем	3	4
268	они были	2	4
269	идет о	2	4
270	того же	5	4
271	здесь в	4	4
272	аналогии с	2	4
273	или в	2	4
274	самого начала	2	4
275	и во	2	4
276	с самого	2	4
277	имеет место	4	4
278	могла бы	2	4
279	но при	3	4
280	только то	2	4
281	а к	3	4
282	однако и	2	4
283	для данного	3	4
284	на него	2	4
285	едва ли	2	4
286	целый ряд	2	4
287	как не	3	4
288	тот или	2	4
289	и о	4	4
290	или на	3	4
291	на протяжении	2	4
292	не к	3	4
293	подобно тому	4	4
294	зависит от	2	4
295	совпадает с	4	4
296	к другому	3	4
297	является не	2	4
298	чем он	2	4
299	жанра и	2	3
300	жанр и	3	3
301	перед нами	4	3
302	к одному	2	3
303	каждый из	2	3
304	или иной	8	3
305	для всех	2	3
306	одну из	2	3
307	внутренней речи	5	3
308	это понятие	3	3
309	проявляется в	2	3
310	не всегда	2	3
311	в науке	2	3
312	в году	3	3
313	в современной	2	3
314	вследствие этого	4	3
315	неотделимо от	3	3
316	но как	2	3
317	речи и	2	3
318	состоит в	20	3
319	точка зрения	3	3
320	в различных	2	3
321	что на	3	3
322	возможно только	2	3
323	к такому	2	3
324	этого термина	2	3
325	же касается	4	3
326	и вне	2	3
327	на его	4	3
328	числе и	3	3
329	к своему	2	3
330	было в	4	3
331	в качестве	45	3
332	требует от	2	3
333	и иные	2	3
334	уже как	2	3
335	данного высказывания	2	3
336	исторической поэтики	3	3
337	дело в	3	3
338	это было	2	3
339	в данной	3	3
340	целого высказывания	3	3
341	дело с	2	3
342	не сводится	7	3
343	жизнь как	2	3
344	но уже	3	3
345	во всем	2	3
346	том числе	3	3
347	мира в	6	3
348	художественного целого	3	3
349	сознания в	2	3
350	в чем	2	3
351	в форме	2	3
352	в контексте	3	3
353	одновременно с	2	3
354	в пределе	2	3
355	не с	4	3
356	том чтобы	2	3
357	поэтому в	2	3
358	когда он	3	3
359	в которых	5	3
360	романа и	2	3
361	в одном	5	3
362	и прежде	2	3
363	со своей	2	3
364	влияния на	2	3
365	внимание на	5	3
366	и литературой	2	3
367	можно назвать	2	3
368	эпохи и	2	3
369	с их	3	3
370	человек не	2	3
371	в противовес	4	3
372	не то	2	3
373	же самое	2	3
374	но они	3	3
375	человека в	6	2
376	в каждой	3	2
377	к искусству	2	2
378	о чем	4	2
379	в тех	2	2
380	но отнюдь	2	2
381	в другом	5	2
382	то она	2	2
383	не знают	2	2
384	для художественного	2	2
385	смысл в	2	2
386	что ни	3	2
387	не знает	4	2
388	этого понятия	2	2
389	а с	8	2
390	характер и	3	2
391	к ним	3	2
392	только через	2	2
393	на языке	3	2
394	о мире	2	2
395	в современном	3	2
396	высказывания в	7	2
397	ему в	3	2
398	и само	2	2
399	мира и	3	2
400	и без	2	2
401	с читателем	3	2
402	мы имеем	4	2
403	уже о	2	2
404	не говоря	2	2
405	однако в	3	2
406	в силу	5	2
407	что будет	2	2
408	о ней	2	2
409	заключается в	3	2
410	говоря уже	2	2
411	этом случае	3	2
412	жизни а	2	2
413	но она	3	2
414	особого рода	3	2
415	или не	2	2
416	из важнейших	2	2
417	одно и	2	2
418	автор и	3	2
419	х годов	2	2
420	в строгом	5	2
421	не сможет	2	2
422	необходимо чтобы	2	2
423	подход к	4	2
424	это в	4	2
425	указать на	3	2
426	себя в	8	2
427	дело не	3	2
428	установку на	2	2
429	художественное целое	2	2
430	той или	6	2
431	переход от	2	2
432	а сам	4	2
433	принадлежат к	3	2
434	жанров в	5	2
435	героя и	2	2
436	времени и	5	2
437	за его	2	2
438	ни к	11	2
439	рассматривать как	2	2
440	ни для	4	2
441	то чтобы	2	2
442	точке зрения	2	2
443	далеко не	10	2
444	всей его	2	2
445	не должно	2	2
446	языка с	2	2
447	в принципе	4	2
448	жизни но	2	2
449	строго говоря	3	2
450	и другой	2	2
451	жизни не	2	2
452	жанра в	4	2
453	однако это	3	2
454	в ряду	4	2
455	и того	6	2
456	самого рассказа	2	2
457	и есть	2	2
458	направлен на	2	2
459	события в	3	2
460	момент в	3	2
