N	3gram	Losev_Prob	Myshleni
1	в том что	17	133
2	с точки зрения	9	89
3	для того чтобы	4	78
4	заключается в том	5	51
5	мы могли бы	3	48
6	по сравнению с	3	45
7	с одной стороны	2	39
8	так же как	3	39
9	то же самое	17	31
10	можно было бы	6	28
11	в этом случае	8	27
12	с другой стороны	11	26
13	о том что	8	25
14	на то что	2	25
15	не может быть	5	23
16	в то время	6	22
17	в зависимости от	3	22
18	можно сказать что	2	21
19	не только не	5	21
20	то время как	6	20
21	и тем самым	3	19
22	в отличие от	2	18
23	во всяком случае	8	18
24	в этом смысле	5	18
25	этой точки зрения	2	17
26	до сих пор	4	17
27	как мы видели	2	17
28	в связи с	9	17
29	же как и	4	17
30	в данном случае	12	15
31	и то что	8	15
32	друг от друга	3	14
33	в первую очередь	3	14
34	подобно тому как	2	14
35	потому что он	6	14
36	это значит что	8	13
37	точно так же	5	13
38	тем не менее	23	12
39	на первый план	3	12
40	одно и то	4	12
41	и то же	5	12
42	мы не можем	2	11
43	на самом деле	5	9
44	сама по себе	11	9
45	само по себе	5	9
46	более или менее	2	9
47	том что он	2	9
48	как и в	2	9
49	сам по себе	10	8
50	мы говорили выше	2	8
51	что и в	3	8
52	той или иной	16	8
53	что он не	2	8
54	только в том	2	8
55	содержит в себе	13	7
56	о том как	4	7
57	в том виде	4	7
58	ничего общего с	2	6
59	не что иное	6	6
60	что иное как	6	6
61	то что мы	3	6
62	в том смысле	4	6
63	мы находим в	2	6
64	именно потому что	3	6
65	и в частности	4	6
66	только то что	4	6
67	заключается только в	2	5
68	в конце концов	4	5
69	в то же	10	5
70	и как бы	2	5
71	нечто такое что	2	5
72	и в этом	6	5
73	том смысле что	4	5
74	когда мы говорим	5	5
75	есть прежде всего	3	5
76	сами по себе	8	5
77	не только в	2	5
78	между знаком и	2	5
79	уже по одному	2	5
80	только потому что	3	5
81	с первого взгляда	3	5
82	есть не что	6	4
83	так что в	2	4
84	мы должны сказать	6	4
85	но и в	2	4
86	на этот раз	3	4
87	мы имеем дело	2	4
88	том виде как	4	4
89	так и в	2	4
90	если бы он	2	4
91	и во всяком	3	4
92	и тем более	4	4
93	в себе и	2	4
94	бы то ни	5	3
95	должны сказать что	5	3
96	же самое время	10	3
97	то что является	2	3
98	того же типа	2	3
99	то ни было	4	3
100	потому что они	2	3
101	это было бы	2	3
102	и только в	3	3
103	в значительной мере	2	3
104	тех или иных	7	3
105	как мы говорили	2	3
106	имеем в виду	4	3
107	та или иная	4	3
108	как раз и	5	3
109	мы только что	2	3
110	в настоящее время	4	3
111	хотя бы и	2	3
112	никак не может	3	3
113	мы говорим о	2	3
114	не чем иным	2	3
115	того или иного	5	3
116	чем иным как	2	3
117	у нас в	2	3
118	дело в том	4	3
119	не имеет никакого	3	3
120	только в пределах	2	3
121	что не только	2	2
122	едва ли можно	2	2
123	в одном случае	4	2
124	мы не знаем	2	2
125	и в его	3	2
126	но только в	2	2
127	ни в каком	8	2
128	вовсе не в	2	2
129	и может быть	2	2
130	прав в том	2	2
131	что мы можем	2	2
132	на действительность и	2	2
133	нас не только	2	2
134	не могли бы	2	2
135	тот или иной	4	2
136	ту или иную	3	2
137	на самом же	7	2
138	самом же деле	7	2
139	в той или	7	2
140	понятия но и	2	2
141	там и здесь	4	2
142	имеет свою собственную	3	2
143	или иной мере	3	2
144	в чем же	2	2
145	в другом случае	2	2
146	и с точки	2	2
147	отличаются друг от	2	2
148	то что у	3	2
149	и тем что	2	2
150	это и значит	2	2
151	в себе в	2	2
