N	2gram	Losev_Dial	Myslijsy
1	потому что	23	182
2	и в	35	121
3	может быть	30	107
4	в том	20	103
5	то что	25	83
6	что в	19	73
7	и не	51	73
8	только в	7	72
9	не только	26	67
10	а не	24	67
11	таким образом	5	64
12	том что	18	59
13	так как	24	59
14	в этом	18	59
15	но и	17	59
16	то же	21	56
17	не в	12	54
18	если бы	12	53
19	в себе	23	53
20	не может	16	52
21	по себе	39	52
22	того что	6	47
23	в сознании	3	46
24	в душе	8	45
25	в нем	25	45
26	было бы	14	45
27	не есть	67	42
28	как и	10	42
29	так что	21	39
30	вместе с	3	39
31	что и	7	38
32	так и	18	37
33	при этом	2	37
34	как в	3	37
35	тогда когда	6	36
36	что мы	3	36
37	точно так	3	35
38	тем что	2	33
39	и что	17	32
40	а в	8	30
41	но не	9	29
42	что не	13	29
43	между тем	3	29
44	вовсе не	19	28
45	есть только	9	28
46	мы можем	5	28
47	для него	2	28
48	могут быть	6	27
49	с этим	5	27
50	и т	31	26
51	то и	3	26
52	не было	7	26
53	независимо от	2	26
54	между собою	3	24
55	в то	10	24
56	с тем	2	23
57	от того	2	23
58	того как	3	23
59	как бы	19	23
60	только тогда	9	22
61	но в	8	22
62	а потому	3	22
63	по мере	3	22
64	не имеет	15	22
65	с другой	10	22
66	то это	6	22
67	и потому	6	21
68	не менее	5	21
69	в ней	4	20
70	в одном	4	20
71	это не	18	20
72	мысль о	2	20
73	мысли и	3	19
74	и как	14	19
75	есть уже	2	19
76	с ним	9	19
77	есть не	8	19
78	и то	15	19
79	сказать что	19	19
80	что это	21	19
81	из этих	2	19
82	но это	12	19
83	должно быть	7	19
84	тем не	3	19
85	о том	8	19
86	в каком	10	18
87	для меня	5	18
88	для того	2	18
89	еще не	4	18
90	не могут	4	18
91	в самом	6	18
92	что я	5	18
93	в таком	4	18
94	заметить что	2	17
95	в его	4	17
96	по крайней	11	17
97	крайней мере	11	17
98	со стороны	2	17
99	точки зрения	25	17
100	что оно	9	17
101	во всяком	5	17
102	уже в	5	17
103	в своем	7	16
104	к тому	6	16
105	а только	5	16
106	в которой	3	16
107	только что	5	16
108	так же	6	16
109	есть нечто	16	16
110	в них	4	16
111	что если	4	16
112	на то	5	16
113	и по	5	15
114	в нас	2	15
115	т д	28	15
116	стало быть	17	15
117	в этих	6	15
118	с одной	4	15
119	думать что	3	15
120	и тем	2	15
121	что он	16	15
122	прежде всего	14	15
123	быть может	5	15
124	только как	3	15
125	с другими	2	15
126	уже не	3	15
127	мы должны	6	14
128	должны быть	2	14
129	связи с	3	14
130	само по	7	14
131	то в	8	14
132	мысли в	2	14
133	на деле	2	14
134	в котором	5	14
135	в одно	5	14
136	все же	9	14
137	сам по	8	14
138	когда мы	3	14
139	во всех	3	14
140	бы ни	3	14
141	же время	9	14
142	что все	2	13
143	и все	11	13
144	т п	3	13
145	том смысле	4	13
146	и может	7	13
147	например в	2	13
148	в смысле	5	13
149	из них	5	13
150	и его	6	13
151	есть для	2	13
152	никогда не	18	12
153	от него	4	12
154	человека и	2	12
155	и вместе	2	12
156	и при	3	12
157	одно из	2	12
158	что же	5	12
159	что на	2	12
160	не то	9	12
161	все это	14	12
162	как мы	5	12
163	есть в	2	12
164	тем более	2	12
165	сих пор	4	12
166	быть только	3	12
167	что такое	13	12
168	оно не	2	12
169	или менее	5	12
170	в чем	9	12
171	только потому	4	12
172	хотя и	4	12
173	относится к	2	12
174	другой стороны	7	12
175	в каждом	4	12
176	более или	5	12
177	всяком случае	3	12
178	до сих	4	12
179	другими словами	2	11
180	и притом	7	11
181	в силу	6	11
182	и вообще	10	11
183	только на	3	11
184	в состоянии	2	11
185	что для	3	11
186	все что	2	11
187	и если	5	11
188	и их	5	11
189	его в	3	11
190	указывает на	3	11
191	к нему	12	11
192	с нею	3	11
193	же в	2	11
194	к ней	4	11
195	что человек	2	11
196	сами по	4	11
197	и это	6	11
198	и только	5	11
199	и следовательно	7	10
200	одной стороны	3	10
201	представить себе	2	10
202	и для	2	10
203	мы говорим	6	10
204	хотя бы	6	10
205	если же	2	10
206	тем же	3	10
207	по которому	2	10
208	тому что	4	10
209	тех пор	2	10
210	мы видим	6	10
211	образ и	5	10
212	и от	5	10
213	и мы	8	10
214	бы в	3	10
215	и другое	3	10
216	он не	5	10
217	если мы	3	10
218	и с	10	10
219	то время	3	10
220	образа и	2	10
221	что как	2	10
222	и есть	20	10
223	вопрос о	3	9
224	таком случае	2	9
225	об отношении	6	9
226	зрения и	2	9
227	не будет	2	9
228	разница между	2	9
229	то не	4	9
230	поэзии и	4	9
231	никто не	2	9
232	это было	4	9
233	и даже	23	9
234	на него	2	9
235	себе не	7	9
236	и о	4	9
237	далеко не	2	9
238	с точки	18	9
239	самом деле	6	9
240	один из	3	9
241	во время	2	9
242	можно сказать	10	9
243	что она	18	9
244	на самом	5	8
245	то мы	2	8
246	что даже	2	8
247	нельзя сказать	4	8
248	одно и	8	8
249	не как	4	8
250	что они	8	8
251	все равно	7	8
252	и более	7	8
253	но все	5	8
254	их в	2	8
255	именно в	4	8
256	в которых	2	8
257	только не	2	8
258	или что	2	8
259	во всем	3	8
260	помнить что	2	8
261	вслед за	2	8
262	говоря о	2	8
263	была бы	4	8
264	на все	2	8
265	с ними	4	8
266	и тогда	4	8
267	которые не	2	8
268	остается только	2	8
269	что есть	2	8
270	что по	3	8
271	мы в	2	8
272	говорить о	9	8
273	или в	2	8
274	но мы	3	7
275	самого начала	2	7
276	в искусстве	2	7
277	то оно	4	7
278	она не	10	7
279	с самого	2	7
280	и та	8	7
281	только один	2	7
282	развития и	2	7
283	или не	5	7
284	дает нам	2	7
285	судить о	2	7
286	его с	6	7
287	все эти	4	7
288	за пределы	4	7
289	когда я	2	7
290	поэтическое произведение	2	7
291	превращается в	2	7
292	с этой	3	7
293	что у	3	7
294	но что	10	7
295	как она	7	7
296	все в	2	7
297	но как	7	7
298	что именно	3	7
299	не всегда	2	7
300	в разных	6	7
301	на себе	3	7
302	даже и	3	7
303	могла бы	2	7
304	в данном	5	7
305	бы и	4	7
306	к этому	2	7
307	о котором	2	7
308	сама по	12	7
309	не с	5	7
310	в жизни	3	7
311	этом смысле	4	7
312	не существует	8	7
313	видно что	2	7
314	несмотря на	12	7
315	и слова	3	6
316	но если	6	6
317	в виду	9	6
318	как он	5	6
319	оно должно	2	6
320	в один	3	6
321	что ни	3	6
322	она есть	12	6
323	в ее	3	6
324	в своей	9	6
325	должна быть	5	6
326	в этой	3	6
327	вопрос об	5	6
328	никак не	6	6
329	в мире	3	6
330	что поэзия	5	6
331	от их	2	6
332	эти последние	3	6
333	на нее	2	6
334	то он	2	6
335	главным образом	2	6
336	друг другу	4	6
337	образом и	3	6
338	оно есть	5	6
339	и к	8	6
340	но есть	2	6
341	в их	5	6
342	в виде	2	6
343	его не	7	6
344	есть наука	3	6
345	это будет	2	6
346	одно время	3	6
347	что с	2	6
348	и до	2	6
349	в сущности	2	6
350	да и	11	6
351	показывает что	2	6
352	есть то	2	6
353	как например	2	6
354	к ним	3	6
355	хотя в	3	6
356	об этом	7	6
357	если и	2	6
358	ни было	2	6
359	а именно	3	6
360	же самое	3	6
361	заключается в	4	6
362	поэзия и	2	6
363	явлений и	3	6
364	мог бы	3	6
365	жизни и	9	6
366	и уже	4	6
367	ничего общего	4	6
368	же и	11	6
369	у него	2	6
370	мы уже	8	6
371	но он	3	6
372	из того	2	5
373	для нее	2	5
374	или нет	6	5
375	и поэзии	4	5
376	были бы	3	5
377	света и	3	5
378	как же	8	5
379	а с	2	5
380	можно было	5	5
381	общего с	6	5
382	они не	3	5
383	свет и	2	5
384	уже и	5	5
385	это можно	2	5
386	если в	5	5
387	можно только	4	5
388	себе а	2	5
389	как не	4	5
390	но только	6	5
391	отношение к	5	5
392	если это	3	5
393	о которых	2	5
394	которое в	2	5
395	во внимание	2	5
396	даже в	6	5
397	перед нами	3	5
398	виду что	2	5
399	а это	2	5
400	и у	2	5
401	в области	2	5
402	отличное от	2	5
403	стремится к	2	5
404	человеческой жизни	2	5
405	говорим что	3	5
406	бы только	2	5
407	что эти	3	5
408	мы имеем	4	5
409	времени и	10	5
410	не по	2	5
411	отношении к	3	5
412	в какой	3	5
413	время как	7	5
414	но уже	3	5
415	время и	2	5
416	есть всегда	13	5
417	субъекта и	4	5
418	в той	4	5
419	конечно не	9	5
420	природы и	2	5
421	не к	2	5
422	с чем	2	4
423	бы мы	2	4
424	иное как	4	4
425	не что	4	4
426	в другом	6	4
427	когда оно	2	4
428	здесь как	2	4
429	от этого	5	4
430	но так	2	4
431	в поэзии	8	4
432	иначе и	3	4
433	без нее	2	4
434	как нечто	5	4
435	и они	3	4
436	будет ли	2	4
437	иметь в	4	4
438	но совершенно	2	4
439	мы сами	2	4
440	та же	6	4
441	все они	2	4
442	и быть	2	4
443	что иное	4	4
444	он может	3	4
445	ни в	20	4
446	и объекта	4	4
447	еще более	3	4
448	собственно говоря	5	4
449	из этого	2	4
450	но с	4	4
451	на что	3	4
452	чтобы не	6	4
453	ничего не	19	4
454	от всего	2	4
455	не потому	5	4
456	есть и	11	4
457	проявляется в	2	4
458	но эта	4	4
459	в науке	3	4
460	не зная	2	4
461	не знает	2	4
462	по своему	4	4
463	одна и	5	4
464	и оно	2	4
465	или по	2	4
466	все его	3	4
467	в голову	2	4
468	понимание есть	2	4
469	пока не	2	4
470	этой точки	2	4
471	тела и	3	4
472	мы находим	7	4
473	меня то	3	4
474	сами не	2	4
475	в связи	3	4
476	это есть	13	4
477	образа в	2	4
478	но она	4	4
479	образ как	2	4
480	есть ни	7	4
481	только о	3	4
482	более и	2	4
483	поэтический образ	7	4
484	только то	7	4
485	из нее	2	4
486	смысле что	3	4
487	стороны и	4	4
488	сознания и	8	4
489	этом отношении	2	4
490	но без	3	4
491	такой же	2	4
492	что касается	3	4
493	так или	3	4
494	и так	2	4
495	того кто	2	4
496	на этом	4	4
497	не говорит	4	4
498	я и	3	4
499	он есть	6	4
500	отношения к	3	4
501	взгляд на	3	4
502	первый взгляд	2	3
503	в образ	2	3
504	по направлению	3	3
505	ни о	5	3
506	с первого	2	3
507	нисколько не	7	3
508	что уже	3	3
509	в отношении	5	3
510	а потом	9	3
511	что здесь	4	3
512	мы и	3	3
513	должен быть	2	3
514	это только	3	3
515	значило бы	2	3
516	действительности и	4	3
517	быть в	5	3
518	идеи и	5	3
519	и др	2	3
520	также что	2	3
521	может иметь	6	3
522	что этот	3	3
523	к самому	3	3
524	и человек	2	3
525	говорим не	2	3
526	как ни	3	3
527	она и	2	3
528	об одном	3	3
529	и состоит	2	3
530	для этого	2	3
531	наоборот в	2	3
532	которая не	2	3
533	кроме того	2	3
534	этой стороны	2	3
535	но всегда	2	3
536	или как	2	3
537	форма есть	2	3
538	себе и	5	3
539	и из	6	3
540	чтобы понять	3	3
541	есть выражение	4	3
542	ни с	8	3
543	связанные с	3	3
544	я в	3	3
545	у меня	4	3
546	что эта	5	3
547	сходство с	2	3
548	невозможна без	3	3
549	как будто	7	3
550	не идет	2	3
551	мы будем	2	3
552	без всякого	3	3
553	его самого	3	3
554	ясно что	11	3
555	я могу	2	3
556	в различных	2	3
557	и поэзия	2	3
558	и говорить	4	3
559	в одной	4	3
560	но для	2	3
561	потом уже	5	3
562	даже не	4	3
563	из всего	2	3
564	после этого	3	3
565	ничем не	4	3
566	как это	8	3
567	происходит в	2	3
568	образ не	3	3
569	в общем	2	3
570	значит что	25	3
571	и совершенно	4	3
572	тогда и	2	3
573	и когда	5	3
574	и я	3	3
575	это значит	18	3
576	человек и	2	3
577	случае не	4	3
578	в результате	2	3
579	большею частью	4	3
580	мы увидим	2	3
581	как о	2	3
582	на природу	2	3
583	и стало	6	3
584	наука не	10	3
585	ее в	2	3
586	взгляда на	2	3
587	или наоборот	2	3
588	или иначе	3	3
589	для всякого	2	3
590	с которым	2	3
591	же путем	2	3
592	на мир	2	3
593	так то	2	3
594	он сам	6	3
595	можем сказать	3	3
596	на первый	2	3
597	не значит	6	3
598	еще и	4	2
599	во времени	4	2
600	другого рода	2	2
601	еще раз	2	2
602	не нуждается	9	2
603	относиться к	3	2
604	как из	3	2
605	без всяких	2	2
606	не выходя	2	2
607	себе как	3	2
608	состоит из	3	2
609	и эти	2	2
610	уже с	2	2
611	действительно есть	3	2
612	им самим	2	2
613	и науки	3	2
614	выйти из	3	2
615	и образа	2	2
616	от души	2	2
617	они были	2	2
618	любви к	2	2
619	ничего нового	2	2
620	для своего	3	2
621	следует что	2	2
622	тоже не	2	2
623	ни к	2	2
624	и об	4	2
625	времени в	2	2
626	ощущение боли	2	2
627	же не	4	2
628	не всякий	2	2
629	по одному	4	2
630	того и	3	2
631	не иметь	2	2
632	а есть	4	2
633	нею в	2	2
634	быть и	7	2
635	же есть	3	2
636	и эта	3	2
637	только к	2	2
638	с их	2	2
639	время не	3	2
640	есть поэтическое	2	2
641	и образ	6	2
642	говорить что	2	2
643	к чувственному	4	2
644	д и	3	2
645	нет ни	4	2
646	к науке	2	2
647	понятно что	2	2
648	по своей	5	2
649	как у	3	2
650	это что	2	2
651	или на	3	2
652	нужно для	3	2
653	мы еще	2	2
654	можно говорить	2	2
655	тому же	3	2
656	мы получаем	4	2
657	когда он	2	2
658	стороны в	2	2
659	дальше в	2	2
660	не понятно	3	2
661	раз и	2	2
662	друг к	2	2
663	хотя это	3	2
664	и должно	3	2
665	в сфере	2	2
666	с тех	2	2
667	внешнее и	5	2
668	нуждается в	6	2
669	не вся	2	2
670	не дают	2	2
671	человека но	2	2
672	в природу	2	2
673	это и	6	2
674	нем есть	6	2
675	может только	3	2
676	нас не	2	2
677	мы на	2	2
678	себе самом	2	2
679	но конечно	2	2
680	связано с	2	2
681	может и	5	2
682	только с	3	2
683	дальше и	2	2
684	смотря по	2	2
685	бы она	2	2
686	для чего	2	2
687	убедиться что	2	2
688	и другого	3	2
689	с теми	2	2
690	же как	3	2
691	своего развития	2	2
692	я не	9	2
693	от земли	2	2
694	и нет	2	2
695	ее на	2	2
696	же это	6	2
697	и еще	4	2
698	в противоположность	6	2
699	всех этих	4	2
700	себя в	2	2
701	если она	4	2
702	дело не	3	2
703	не нужно	2	2
704	как я	3	2
705	в разной	3	2
706	то или	5	2
707	отличается от	3	2
708	есть та	2	2
709	есть поэзия	2	2
710	от самого	3	2
711	тут же	2	2
712	есть тоже	3	2
713	такой вопрос	2	2
714	нет и	2	2
715	что сущность	2	2
716	точек зрения	3	2
717	на меня	2	2
718	знаем что	2	2
719	без этого	4	2
720	как с	2	2
721	к его	2	2
722	к другу	2	2
723	у тютчева	5	2
724	не могу	9	2
725	что одна	4	2
726	или точнее	2	2
727	зависимости от	2	2
728	есть его	2	2
729	красный цвет	3	2
730	чтобы убедиться	2	2
731	форма и	2	2
732	к отождествлению	2	2
733	ровно ничего	5	2
734	не сама	3	2
735	в системе	2	2
