N	2gram	Losev_Prob	Otkroven
1	у него	13	22
2	у достоевского	4	19
3	и в	48	19
4	но и	21	13
5	и не	29	13
6	в этом	31	12
7	не только	28	11
8	человека в	3	11
9	не в	16	11
10	а не	7	11
11	может быть	11	11
12	и все	12	10
13	человека и	4	10
14	в нем	8	10
15	вопрос о	2	10
16	никогда не	7	9
17	в самой	5	9
18	потому что	21	9
19	не было	4	9
20	прежде всего	15	9
21	и он	5	8
22	он был	5	8
23	ни с	4	7
24	в его	19	7
25	до конца	4	7
26	нет ничего	3	7
27	он не	4	7
28	но он	5	7
29	как и	10	6
30	о великом	2	6
31	все это	8	6
32	для него	2	5
33	а в	8	5
34	в россии	2	5
35	в том	25	5
36	в самом	7	5
37	то что	26	5
38	в этой	14	5
39	отношение к	3	5
40	и его	11	4
41	что в	12	4
42	он сам	3	4
43	в романах	2	4
44	только и	9	4
45	того чтобы	3	4
46	в идиоте	2	4
47	все эти	12	4
48	на земле	11	4
49	него и	2	4
50	человек и	2	4
51	не может	6	4
52	все в	3	4
53	что не	3	4
54	достоевского все	2	4
55	с его	3	4
56	в себе	7	3
57	и от	7	3
58	о том	17	3
59	это не	8	3
60	к нему	3	3
61	не могут	3	3
62	что он	12	3
63	было бы	12	3
64	для того	4	3
65	еще не	4	3
66	и есть	4	3
67	все что	2	3
68	в этих	3	3
69	в своих	3	3
70	в русской	4	3
71	когда он	3	3
72	и ее	2	3
73	как бы	10	3
74	хотя бы	11	3
75	более всего	2	3
76	могут быть	2	3
77	это было	2	3
78	с ним	4	3
79	человеческого духа	4	3
80	того что	8	3
81	одно из	2	2
82	и то	6	2
83	сказать что	13	2
84	можно ли	2	2
85	и на	9	2
86	с тем	7	2
87	уже в	4	2
88	россии в	2	2
89	и для	11	2
90	совсем не	4	2
91	у кого	2	2
92	не имеет	3	2
93	не могли	2	2
94	ничего не	3	2
95	и с	10	2
96	что и	8	2
97	и никогда	3	2
98	ее в	2	2
99	рационализма и	3	2
100	и потому	4	2
101	и ни	4	2
102	в ее	6	2
103	в других	5	2
104	в своем	16	2
105	тем что	2	2
106	человека а	2	2
107	но в	17	2
108	том что	29	2
109	для человека	2	2
110	за все	3	2
111	что для	2	2
112	природы и	2	2
113	все же	12	2
114	него не	2	2
115	жизни в	7	2
116	в своей	29	2
117	он в	5	2
118	так как	10	2
119	по себе	5	2
120	что у	6	2
121	должен был	2	2
122	что они	4	2
123	так что	18	2
124	даже и	11	2
125	не все	3	2
126	и о	9	2
127	не есть	3	2
128	и нет	4	2
129	свободы и	4	2
130	к этому	2	2
131	все еще	4	2
132	и к	9	2
133	так и	15	2
134	и очень	3	2
135	в которой	7	2
136	к ней	2	2
137	хотя и	10	2
138	его не	3	2
139	и любовь	2	2
140	учение о	4	2
141	в другом	6	2
142	в этот	4	2
143	его в	9	2
