N	2gram	Voloshinov	Russkaja
1	не может	13	22
2	и не	14	19
3	в том	3	17
4	в этом	10	17
5	и в	42	14
6	то что	9	13
7	точки зрения	11	11
8	то же	16	11
9	таким образом	8	11
10	в то	9	10
11	но и	16	10
12	же время	7	10
13	не только	28	9
14	том что	3	9
15	может быть	13	9
16	в себе	10	9
17	с точки	5	9
18	того чтобы	7	8
19	прежде всего	22	8
20	и с	5	7
21	к тому	4	7
22	о том	4	7
23	мы должны	10	7
24	не будет	3	7
25	отнюдь не	10	7
26	ни к	2	7
27	самом деле	5	7
28	с тем	8	6
29	на самом	3	6
30	и для	3	6
31	для всех	2	6
32	в своих	2	6
33	и к	4	6
34	если бы	4	6
35	все это	4	6
36	для того	9	6
37	и при	2	6
38	что он	2	6
39	для него	3	6
40	вопрос о	2	5
41	или иной	6	5
42	а в	5	5
43	было бы	7	5
44	хотя бы	18	5
45	из которых	3	5
46	между собой	2	5
47	и на	7	5
48	потому что	7	5
49	при этом	9	5
50	в нем	6	5
51	он должен	3	5
52	в своей	2	5
53	конечно не	3	5
54	только в	7	5
55	никогда не	7	5
56	он не	2	5
57	сих пор	2	5
58	между тем	3	5
59	во всех	6	5
60	и то	5	4
61	но не	2	4
62	его в	4	4
63	все же	9	4
64	себя в	4	4
65	не в	6	4
66	как и	12	4
67	в мире	2	4
68	как бы	30	4
69	можно было	4	4
70	так как	8	4
71	что же	8	4
72	и т.д	21	4
73	жизни и	3	4
74	в его	6	4
75	в их	2	4
76	точку зрения	6	4
77	в этой	6	4
78	себе и	2	4
79	вместе с	5	4
80	от того	3	4
81	одной из	2	3
82	был и	2	3
83	да и	4	3
84	для этого	2	3
85	и этот	2	3
86	что это	4	3
87	но мы	2	3
88	этом случае	3	3
89	в сознании	5	3
90	из этих	2	3
91	должно быть	2	3
92	не есть	2	3
93	в будущем	3	3
94	и потому	2	3
95	что оно	3	3
96	при условии	2	3
97	в значительной	2	3
98	главным образом	3	3
99	в конце	6	3
100	из них	3	3
101	в самом	5	3
102	и как	10	3
103	несмотря на	3	3
104	для них	2	3
105	что и	3	3
106	конце концов	3	3
107	или в	2	3
108	лишь в	4	3
109	вряд ли	3	3
110	таким же	2	3
111	той или	4	3
112	связи с	3	3
113	еще не	3	3
114	того что	4	3
115	в качестве	4	3
116	друг друга	2	3
117	не было	2	3
118	и ни	2	3
119	мы говорили	2	3
120	тем что	2	3
121	и от	7	2
122	не так	3	2
123	не к	4	2
124	с этим	2	2
125	тем самым	8	2
126	были бы	4	2
127	или иного	5	2
128	и те	2	2
129	тому что	5	2
130	к нему	2	2
131	помнить что	2	2
132	но в	5	2
133	того или	5	2
134	в котором	3	2
135	что такое	4	2
136	так же	4	2
137	их в	3	2
138	в начале	3	2
139	даже и	2	2
140	в ней	8	2
141	на эту	2	2
142	уже не	4	2
143	на это	4	2
144	этот вопрос	2	2
145	по отношению	2	2
146	но для	3	2
147	деятельности и	3	2
148	но даже	2	2
149	с самим	2	2
150	если не	3	2
151	и даже	3	2
152	а не	7	2
153	для нас	3	2
154	представить себе	3	2
155	мы можем	7	2
156	целый ряд	3	2
157	место в	2	2
158	зависит от	2	2
159	и тем	7	2
160	ведь в	3	2
161	и является	5	2
162	к чему	2	2
163	и вот	3	2
164	но это	2	2
165	все эти	3	2
166	том же	2	2
167	совершенно не	3	2
168	и наконец	5	2
169	а с	5	2
170	и тогда	2	2
171	общественной жизни	10	2
172	не просто	4	2
173	в этих	2	2
174	только на	3	2
175	в частности	3	2
176	друг другу	2	2
177	его и	3	2
178	отношения к	3	2
179	в области	6	2
180	с ним	2	2
181	к той	3	2
182	не должен	2	2
183	мы уже	11	2
184	ясно что	2	2
