N	2gram	Vygotskiy_	FransuaR
1	и в	55	367
2	то есть	44	209
3	в этом	21	112
4	и не	24	101
5	таким образом	38	100
6	и его	14	99
7	в его	8	98
8	прежде всего	5	92
9	не только	25	87
10	но и	12	84
11	как бы	11	82
12	все эти	7	79
13	вовсе не	7	77
14	как и	25	76
15	в нем	5	75
16	но в	5	75
17	и на	6	72
18	в том	55	71
19	как мы	2	71
20	то же	17	66
21	и все	8	66
22	так и	6	65
23	в этой	5	65
24	в них	4	65
25	в сущности	15	64
26	и с	5	64
27	в то	8	63
28	все это	11	62
29	во всех	4	62
30	же время	2	55
31	что в	39	52
32	в своем	3	51
33	только в	18	48
34	так как	28	46
35	и до	2	46
36	том что	30	45
37	то что	47	41
38	жизни и	5	40
39	у него	4	40
40	в самом	18	38
41	точки зрения	32	37
42	в ней	3	37
43	с его	3	36
44	может быть	35	35
45	мы видим	8	35
46	о том	11	35
47	сказать что	12	34
48	и даже	11	34
49	в себе	6	34
50	в конце	6	32
51	он не	8	32
52	мы видели	2	32
53	в своей	6	31
54	до конца	9	31
55	так же	29	30
56	никогда не	13	30
57	и потому	2	30
58	той же	9	30
59	один из	6	30
60	потому что	27	30
61	но он	3	30
62	в этих	6	29
63	не может	30	29
64	еще не	2	29
65	его в	3	29
66	не в	19	29
67	при этом	28	29
68	в одном	4	29
69	в особенности	3	29
70	связи с	2	29
71	что он	17	29
72	из них	4	28
73	в основе	13	28
74	в той	2	28
75	также и	2	28
76	и к	5	28
77	роль в	4	27
78	сих пор	8	27
79	по своему	2	27
80	и другие	5	27
81	до сих	8	27
82	и их	4	27
83	все же	9	27
84	на самом	6	25
85	в области	12	25
86	но это	3	25
87	отношение к	3	24
88	того чтобы	13	24
89	в ее	7	24
90	и от	4	24
91	в частности	6	24
92	например в	5	24
93	но не	5	24
94	как в	17	24
95	и у	6	24
96	времени и	2	24
97	и для	9	23
98	в их	4	23
99	с ним	2	23
100	и здесь	3	23
101	к нему	3	23
102	форм и	3	22
103	и о	4	22
104	и во	3	22
105	даже в	2	22
106	а в	10	22
107	что и	27	22
108	там где	5	22
109	и других	4	22
110	тем что	7	22
111	вместе с	10	22
112	не было	5	22
113	в своих	12	21
114	в себя	3	21
115	в качестве	3	21
116	что это	12	21
117	в отношении	3	21
118	и наконец	2	21
119	ни в	9	21
120	есть в	7	21
121	и как	9	21
122	уже в	3	21
123	как раз	4	20
124	этом отношении	7	20
125	в виду	6	20
126	с точки	12	20
127	самом деле	19	20
128	и это	6	20
129	в связи	3	20
130	того же	3	19
131	их в	4	19
132	во всем	5	19
133	хотя и	3	19
134	к этому	5	19
135	было бы	14	19
136	за пределы	2	19
137	далеко не	7	19
138	с другой	7	19
139	с ее	3	19
140	мы находим	2	18
141	это в	4	18
142	со всеми	5	18
143	на этом	3	18
144	это и	3	18
145	одна из	5	18
146	для того	12	17
147	человеческого тела	2	17
148	того что	15	17
149	можно было	4	17
150	в результате	4	17
151	на его	3	17
152	и вот	5	17
153	еще более	2	17
154	такой же	9	17
155	конечно не	2	17
156	а не	18	17
157	между тем	6	16
158	тот же	8	16
159	ничего не	4	16
160	в свете	3	16
161	между ними	2	16
162	начала и	2	16
163	дело в	2	16
164	с одной	6	16
165	он дает	3	16
166	одно из	2	15
167	и вообще	3	15
168	мысли и	2	15
169	как на	6	15
170	в которой	6	15
171	почти все	3	15
172	от всех	3	15
173	в самой	2	15
174	из этих	6	15
175	мы не	15	14
176	все что	4	14
177	по существу	6	14
178	несмотря на	8	14
179	и по	7	14
180	в чем	5	14
181	в котором	5	14
182	образом в	3	14
183	как он	4	13
184	отличие от	6	13
185	что все	10	13
186	в других	3	13
187	или в	2	13
188	с этим	7	13
189	бы в	3	13
190	жизнь и	3	13
191	в жизни	5	13
192	и есть	5	13
193	и сам	3	13
194	в книге	2	13
195	не на	2	13
196	во все	2	13
197	его к	2	13
198	в одной	3	13
199	о чем	2	13
200	на все	6	13
201	только на	7	13
202	они и	2	13
203	одной стороны	7	13
204	в новой	2	12
205	из всех	4	12
206	у нас	4	12
207	не могут	6	12
208	вещей и	2	12
209	образы и	2	12
210	все то	4	12
211	и ее	4	12
212	те же	9	12
213	та же	4	12
214	главным образом	3	12
215	эпохи в	3	12
216	он в	2	12
217	можно сказать	2	12
218	о нем	2	12
219	другой стороны	7	12
220	об этом	3	12
221	в творчестве	5	12
222	наконец в	2	11
223	все время	6	11
224	и более	3	11
225	из этого	5	11
226	зрения на	2	11
227	в общем	2	11
228	он говорит	4	11
229	того как	5	11
230	формы и	11	11
231	уже не	3	11
232	и что	28	11
233	в узком	2	11
234	отметить что	2	11
235	из самых	2	11
236	время в	2	11
237	с ними	2	11
238	что они	7	11
239	очень часто	4	11
240	в отличие	4	11
241	и так	7	11
242	образом и	4	10
243	на котором	2	10
244	для понимания	2	10
245	по преимуществу	2	10
246	на этот	2	10
247	там же	2	10
248	в процессе	7	10
249	человека и	3	10
250	в таких	2	10
251	конце концов	6	10
252	к тому	8	10
253	ту же	6	10
254	выходит за	2	10
255	целый ряд	12	10
256	нас в	2	10
257	что для	5	10
258	им в	4	10
259	для всех	5	10
260	в целом	8	10
261	что не	2	9
262	значение и	3	9
263	говорит о	4	9
264	относится к	4	9
265	но как	4	9
266	вплоть до	3	9
267	как это	8	9
268	в основу	3	9
269	и то	4	9
270	видим что	5	9
271	для нас	5	9
272	в тех	2	9
273	как к	2	9
274	том же	4	9
275	что на	4	9
276	что образ	2	9
277	не имеет	3	9
278	в которых	5	9
279	их с	2	9
280	мы можем	6	9
281	не понимает	2	9
282	к жизни	2	9
283	чем же	2	9
284	от него	2	8
285	с этой	8	8
286	так что	8	8
287	людей и	2	8
288	с тем	11	8
289	и без	3	8
290	под влиянием	4	8
291	если бы	10	8
292	после того	2	8
293	значение в	2	8
294	нуждается в	3	8
295	в него	4	8
296	по поводу	3	8
297	мы увидим	4	8
298	как они	2	8
299	в совершенно	5	8
300	одном из	2	8
301	и при	3	8
302	более или	3	8
303	понятно что	3	8
304	видели что	2	8
305	или менее	3	8
306	оно было	2	8
307	не менее	9	8
308	и те	5	8
309	тому же	4	8
310	они в	2	8
311	то время	6	8
312	а как	2	7
313	точку зрения	3	7
314	точка зрения	6	7
315	как нечто	3	7
316	интерес к	2	7
317	в одну	2	7
318	никак не	7	7
319	не как	3	7
320	и часто	2	7
321	себе и	2	7
322	искусства и	24	7
323	что у	8	7
324	в свою	3	7
325	должен быть	2	7
326	тому как	10	7
327	мы будем	2	7
328	есть только	7	7
329	тенденция к	2	7
330	его не	3	7
331	только с	2	7
332	на том	2	7
333	по этому	3	7
334	во всяком	9	7
335	к ним	4	7
336	подобно тому	7	7
337	из которых	5	7
338	характер этого	2	7
339	в таком	5	7
340	в состоянии	4	7
341	том как	2	7
342	был бы	6	7
343	на него	2	7
344	думать что	3	7
345	и если	4	7
346	в настоящее	2	7
347	его творчество	2	7
348	а на	4	7
349	нас не	2	7
350	и очень	2	7
351	и там	2	7
352	настоящее время	2	7
353	представление о	6	7
354	мы найдем	2	7
355	что по	5	7
356	же и	2	7
357	в нее	2	6
358	что здесь	2	6
359	свою очередь	3	6
360	у них	2	6
361	мы знаем	8	6
362	в искусстве	24	6
363	смысле слова	4	6
364	вот это	2	6
365	и тот	4	6
366	что эта	4	6
367	не дает	3	6
368	казалось бы	4	6
369	могут быть	15	6
370	что она	11	6
371	совершенно не	7	6
372	представления о	2	6
373	и которые	2	6
374	и следовательно	4	6
375	его и	4	6
376	и эти	2	6
377	в руках	2	6
378	этого слова	5	6
379	уже и	2	6
380	не могли	4	6
381	хотя бы	4	6
382	в языке	3	6
383	от того	6	6
384	с таким	18	6
385	как она	4	6
386	как будто	10	6
387	основе своей	2	6
