N	2gram	Bakhtin_Fr	Psycholo
1	то что	11	193
2	и в	68	190
3	в том	12	163
4	что в	14	123
5	потому что	3	114
6	том что	6	113
7	и что	2	108
8	может быть	10	107
9	таким образом	22	102
10	в этом	28	100
11	то есть	31	97
12	все время	3	86
13	в самом	6	82
14	как бы	7	80
15	для того	5	78
16	того чтобы	6	78
17	что он	7	76
18	не только	21	75
19	и не	25	73
20	самом деле	5	70
21	точки зрения	8	69
22	не может	5	68
23	так как	7	63
24	так же	3	63
25	было бы	4	56
26	если бы	3	55
27	и мы	2	54
28	то же	14	54
29	о том	5	54
30	при этом	5	52
31	как и	17	51
32	что и	3	50
33	а не	6	50
34	что это	4	49
35	только в	9	46
36	в сущности	15	46
37	сказать что	3	46
38	не в	2	45
39	в этой	15	43
40	никогда не	2	42
41	и все	16	42
42	вместе с	4	41
43	но и	17	40
44	как раз	8	39
45	того что	3	39
46	и это	5	37
47	мы видим	9	37
48	и как	5	36
49	вовсе не	18	34
50	и если	2	34
51	и его	26	34
52	как на	3	34
53	что все	2	33
54	все же	6	33
55	все это	6	32
56	в себе	5	32
57	в ней	6	31
58	мы не	3	31
59	в его	21	31
60	он не	11	31
61	никак не	3	30
62	как будто	2	30
63	мы увидим	3	30
64	как в	4	30
65	с одной	5	29
66	и для	6	29
67	с точки	4	29
68	одной стороны	4	29
69	в нем	12	29
70	что они	3	28
71	и то	2	28
72	в основе	7	27
73	с другой	8	27
74	в своих	7	27
75	а в	3	27
76	все то	2	27
77	и на	16	27
78	и здесь	5	25
79	жизни и	6	25
80	до конца	10	24
81	с таким	3	24
82	в целом	3	24
83	до сих	6	24
84	тем что	6	24
85	в своем	11	23
86	сих пор	6	23
87	для этого	3	23
88	из этого	3	23
89	один из	9	23
90	и даже	7	22
91	как она	2	22
92	что у	2	22
93	с этим	2	22
94	между тем	3	22
95	из них	8	22
96	всякий раз	2	22
97	в своей	11	21
98	как мы	18	21
99	и вот	4	21
100	в конце	8	21
101	но только	2	21
102	ни в	6	21
103	в котором	3	21
104	что эта	2	21
105	той же	9	21
106	все эти	16	20
107	в то	14	20
108	тот же	4	20
109	это не	5	20
110	дело с	2	20
111	там где	6	20
112	мы имеем	2	20
113	другой стороны	5	20
114	на этом	3	20
115	в ее	5	19
116	он говорит	6	19
117	у него	14	19
118	в одном	7	19
119	мы уже	19	19
120	на самом	7	18
121	перед нами	4	18
122	видим что	2	18
123	но в	20	18
124	но не	4	18
125	в которой	6	18
126	можно было	3	18
127	и есть	5	18
128	в виду	8	17
129	одна из	3	17
130	что для	2	17
131	во всяком	2	17
132	у нас	4	17
133	из этих	2	17
134	но это	5	17
135	и о	5	17
136	так и	8	16
137	тому как	2	16
138	говорит о	2	16
139	и к	4	16
140	к этому	6	16
141	в таком	2	16
142	и потому	6	15
143	мы знаем	3	15
144	еще не	3	15
145	далеко не	3	15
146	только на	4	15
147	в частности	4	15
148	в них	19	15
149	во всех	8	15
150	для него	7	15
151	и так	5	15
152	о котором	2	15
153	что на	2	14
154	в художественном	3	14
155	хотя бы	2	14
156	главным образом	3	14
157	с ним	3	14
158	это и	4	14
159	прежде всего	23	14
160	одной и	2	14
161	это есть	2	14
162	в области	5	14
163	и той	2	14
164	этом отношении	4	14
165	такой же	3	14
166	те же	6	14
167	всяком случае	2	14
168	или в	3	14
169	но он	9	14
170	как он	4	13
171	именно в	5	13
172	со стороны	2	13
173	и он	2	13
174	говорит он	2	13
175	в той	7	13
176	и этот	2	12
177	того же	4	12
178	в нашей	2	12
179	в этих	8	12
180	их в	7	12
181	конце концов	3	12
182	в свою	3	12
183	ничего не	4	12
184	и очень	2	12
185	не менее	2	12
186	и другие	4	12
187	в основу	2	12
188	и до	14	12
189	например в	2	12
190	это в	4	12
191	об этом	3	12
192	и с	15	12
193	образом и	2	11
194	отличие от	3	11
195	так например	2	11
196	подобно тому	2	11
197	этого слова	3	11
198	по сравнению	2	11
199	понятно что	3	11
200	думать что	2	11
201	сравнению с	2	11
202	и других	7	11
203	его в	7	11
204	мы видели	6	11
205	с его	6	11
206	раз в	4	11
207	уже в	4	11
208	не было	7	11
209	конечно не	4	11
210	данном случае	3	10
211	все те	2	10
212	в состоянии	2	10
213	в другом	3	10
214	здесь мы	3	10
215	не так	3	10
216	это было	2	10
217	и их	5	10
218	во всем	4	10
219	но как	5	10
220	в одной	3	10
221	и у	2	10
222	в их	6	10
223	в данном	5	10
224	смысл и	2	10
225	и от	4	10
226	и следовательно	3	9
