N	2gram	Vinokur_Ku	Psycholo
1	то что	14	193
2	и в	44	190
3	в том	47	163
4	что в	25	123
5	потому что	40	114
6	том что	30	113
7	и что	11	108
8	может быть	25	107
9	таким образом	17	102
10	в этом	31	100
11	в самом	20	82
12	как бы	11	80
13	для того	23	78
14	того чтобы	25	78
15	что он	7	76
16	не только	29	75
17	на то	6	73
18	и не	23	73
19	что она	5	71
20	самом деле	17	70
21	и т	62	69
22	точки зрения	25	69
23	не может	13	68
24	если мы	5	66
25	так как	16	63
26	так же	8	63
27	было бы	28	56
28	если бы	21	55
29	совершенно ясно	2	54
30	и мы	2	54
31	то же	12	54
32	о том	10	54
33	при этом	6	52
34	как и	3	51
35	что и	5	50
36	а не	17	50
37	что это	11	49
38	заключается в	3	46
39	только в	15	46
40	в сущности	11	46
41	сказать что	5	46
42	по себе	10	46
43	в искусстве	2	45
44	к тому	8	45
45	не в	18	45
46	в этой	8	43
47	ясно что	7	43
48	показать что	2	43
49	никогда не	2	42
50	и все	4	42
51	вместе с	8	41
52	как это	6	40
53	но и	13	40
54	как раз	10	39
55	того что	11	39
56	т п	39	38
57	и это	3	37
58	и как	3	36
59	с тем	5	35
60	вовсе не	18	34
61	и если	4	34
62	и его	8	34
63	как на	4	34
64	что все	6	33
65	когда он	4	33
66	все же	17	33
67	тому что	3	33
68	все это	10	32
69	в себе	4	32
70	в ней	6	31
71	в его	16	31
72	он не	4	31
73	для нас	6	31
74	никак не	5	30
75	как будто	2	30
76	мы увидим	3	30
77	как в	6	30
78	с одной	3	29
79	и для	3	29
80	с точки	16	29
81	одной стороны	2	29
82	в нем	7	29
83	что мы	6	28
84	и когда	2	28
85	что они	5	28
86	увидим что	2	28
87	и то	7	28
88	мы можем	2	28
89	с другой	14	27
90	в своих	2	27
91	а в	7	27
92	на деле	2	27
93	и на	8	27
94	так что	5	26
95	совершенно не	4	26
96	и здесь	8	25
97	только что	2	25
98	до конца	3	24
99	в целом	5	24
100	указывает на	2	24
101	до сих	5	24
102	тем что	9	24
103	в своем	4	23
104	сих пор	5	23
105	для этого	6	23
106	целый ряд	8	23
107	что если	4	23
108	могут быть	5	23
109	что оно	6	23
110	один из	8	23
111	и даже	5	22
112	т д	21	22
113	что у	3	22
114	казалось бы	5	22
115	когда мы	3	22
116	с этим	6	22
117	между тем	11	22
118	из них	4	22
119	в своей	4	21
120	как мы	2	21
121	и вот	4	21
122	в конце	5	21
123	но только	5	21
124	том чтобы	9	21
125	ни в	3	21
126	в котором	4	21
127	в которых	8	21
128	той же	5	21
129	и только	2	21
130	все эти	17	20
131	в то	4	20
132	тот же	7	20
133	это не	13	20
134	дело с	2	20
135	несмотря на	6	20
136	там где	7	20
137	мы имеем	11	20
138	другой стороны	12	20
139	на этом	4	20
140	мы должны	2	19
141	в ее	2	19
142	в какой	7	19
143	у него	3	19
144	в одном	4	19
145	в каком	6	18
146	на самом	3	18
147	перед нами	4	18
148	но в	11	18
149	был бы	4	18
150	что с	2	18
151	но не	11	18
152	в которой	7	18
153	с этой	4	18
154	есть не	2	18
155	можно было	14	18
156	зависимости от	9	18
157	и есть	3	18
158	в виду	7	17
159	иначе говоря	2	17
160	что для	3	17
161	во всяком	8	17
162	у нас	19	17
163	из этих	5	17
164	но это	4	17
165	и о	3	17
166	так и	10	16
167	не имеет	6	16
168	сводится к	3	16
169	от того	5	16
170	и тем	7	16
171	из которых	3	16
172	же как	3	16
173	то это	3	16
174	к этому	4	16
175	в таком	3	16
176	и потому	6	15
177	мы знаем	3	15
178	могли бы	4	15
179	в зависимости	7	15
180	еще не	10	15
181	не могут	5	15
182	далеко не	2	15
183	на примере	3	15
184	о которых	2	15
185	которых мы	2	15
186	что именно	2	15
187	в частности	6	15
188	в них	10	15
189	в результате	8	15
190	для него	2	15
191	о котором	4	15
192	не просто	7	15
193	прав когда	2	14
194	что на	2	14
195	с той	2	14
196	очевидно что	4	14
197	это только	5	14
198	должна быть	6	14
199	хотя бы	19	14
200	столь же	2	14
201	главным образом	3	14
202	по существу	9	14
203	с ним	5	14
204	это и	6	14
205	само по	6	14
206	прежде всего	14	14
207	это есть	2	14
208	в области	15	14
209	того как	6	14
210	бы в	8	14
211	этом отношении	8	14
212	всяком случае	8	14
213	или в	5	14
214	в совершенно	2	14
215	но он	2	14
216	а с	3	13
217	речь идет	4	13
218	указывает что	3	13
219	именно в	7	13
220	этот вопрос	7	13
221	отнюдь не	5	13
222	со стороны	8	13
223	могла бы	2	13
224	и он	4	13
225	знаем что	3	13
226	в той	6	13
227	но если	2	12
228	идет о	3	12
229	состоит в	4	12
230	того же	6	12
231	действия и	2	12
232	что этот	2	12
233	в нашей	4	12
234	в этих	5	12
235	в самой	6	12
236	конце концов	3	12
237	может служить	4	12
238	в свою	4	12
239	ничего не	6	12
240	не менее	12	12
241	этой точки	4	12
242	тогда когда	7	12
243	что не	10	12
244	и может	3	12
245	например в	5	12
246	что эти	4	12
247	я не	5	12
248	и уже	2	12
249	об этом	4	12
250	что его	2	12
251	в конечном	3	12
252	и с	11	12
253	как только	2	12
254	как к	2	11
255	он должен	2	11
256	были бы	2	11
257	отличие от	3	11
258	так например	3	11
259	и сейчас	3	11
260	этого слова	8	11
261	по сравнению	3	11
262	утверждать что	2	11
263	ли это	4	11
264	исходит из	2	11
265	мы могли	2	11
266	по поводу	2	11
267	на все	3	11
268	мы видели	3	11
269	была бы	5	11
270	бы сказать	3	11
271	с его	4	11
272	на это	3	11
273	конечном счете	2	11
274	совершенно справедливо	2	11
275	есть в	6	11
276	на этот	4	11
277	уже в	5	11
278	не было	6	11
279	конечно не	3	11
280	данном случае	2	10
281	в тех	4	10
282	все те	3	10
283	в состоянии	2	10
284	в другом	2	10
285	здесь мы	2	10
286	только тогда	4	10
287	не так	2	10
288	тому чтобы	2	10
289	том и	3	10
290	это было	2	10
291	отличается от	2	10
292	не является	2	10
293	и их	2	10
294	но как	2	10
295	и у	3	10
296	в их	3	10
297	как нельзя	2	10
298	в данном	8	10
299	должно быть	6	10
300	смысл и	5	10
301	сами по	2	10
302	ее в	2	10
303	и от	2	10
304	мы в	3	10
305	тому же	2	10
306	вопрос о	11	9
307	тем самым	5	9
308	и следовательно	2	9
309	в силу	16	9
310	и говорит	2	9
311	именно это	2	9
312	ту же	6	9
313	на его	3	9
314	том случае	3	9
315	и по	4	9
316	под влиянием	3	9
317	внимание на	5	9
318	но все	5	9
319	не есть	4	9
320	должен быть	8	9
321	роль в	6	9
322	и именно	3	9
323	в действительности	2	9
324	о чем	2	9
325	но что	3	9
326	в чем	2	9
327	ответ на	2	9
328	так сказать	5	9
329	точно так	4	9
330	что даже	2	9
331	можно сказать	6	9
332	в отличие	3	9
333	смысле этого	5	8
334	гораздо более	6	8
335	что же	11	8
336	в такой	2	8
337	уже из	2	8
338	наряду с	2	8
339	себе и	3	8
340	и более	3	8
341	формы в	2	8
342	тем же	2	8
343	в собственном	2	8
344	представление о	3	8
345	том как	3	8
346	бы и	6	8
347	о нем	2	8
348	в общем	4	8
349	содержания и	2	8
350	чтобы показать	2	8
351	относится к	3	8
352	только то	2	8
353	по преимуществу	3	8
354	из области	4	8
355	и значение	2	8
356	нас совершенно	2	8
357	будто бы	3	8
358	меньше всего	2	8
359	этом смысле	8	8
360	здесь совершенно	2	8
361	она есть	2	7
362	различие между	2	7
363	не как	2	7
364	и эти	3	7
365	свою очередь	4	7
366	от себя	3	7
367	одно из	3	7
368	от этого	4	7
369	они не	4	7
370	ни одного	2	7
371	должны быть	4	7
372	связи с	8	7
373	еще раз	2	7
374	того или	6	7
375	время в	2	7
376	дело в	2	7
377	что только	2	7
378	что такое	8	7
379	же в	5	7
380	в нашем	8	7
381	во все	2	7
382	и при	3	7
383	а на	3	7
384	есть нечто	2	7
385	когда в	4	7
386	в качестве	12	7
387	к ним	2	7
388	и там	2	7
389	случае если	3	7
390	как они	2	7
391	в особенности	6	7
392	к этой	3	7
393	на том	4	7
394	слова в	7	7
395	к жизни	2	7
396	в каждом	3	7
397	все дело	3	6
398	в отношении	2	6
399	нисколько не	6	6
400	за этим	2	6
401	отношение к	2	6
402	то мы	4	6
403	а только	10	6
404	и без	2	6
405	а потому	6	6
406	что вся	2	6
407	звуков в	2	6
408	слова и	8	6
409	не все	4	6
410	тем не	10	6
411	иное как	3	6
412	как не	4	6
413	что иное	2	6
414	в себя	2	6
415	иначе как	2	6
416	рядом с	7	6
417	оно не	5	6
418	или менее	3	6
419	что за	3	6
420	мысль и	2	6
421	в сторону	2	6
422	без всякого	2	6
423	даже в	4	6
424	которые в	2	6
425	содержание и	5	6
426	нуждается в	5	6
427	не потому	6	6
428	не что	2	6
429	или же	3	6
430	тех пор	2	6
431	так в	2	6
432	смысле слова	3	6
433	почти всегда	3	6
434	образом в	3	6
435	да и	5	6
436	очень часто	2	6
437	или иного	5	6
438	то и	4	6
439	всех этих	4	6
440	в первый	2	6
441	одного и	2	6
442	что касается	4	6
443	более или	3	6
444	что я	4	6
445	уже не	13	6
446	внутренняя форма	2	6
447	приводит к	3	6
448	смысл этого	2	6
449	в русском	14	6
450	только как	3	6
451	говорить о	5	6
452	еще и	7	5
453	все более	2	5
454	к одному	2	5
455	в область	2	5
456	не имеют	3	5
457	на эту	2	5
458	в известных	3	5
459	все равно	4	5
460	между ними	2	5
461	том же	3	5
462	точку зрения	2	5
463	но так	2	5
464	к такому	2	5
465	в известном	2	5
466	к действию	2	5
467	которое в	2	5
468	значение и	2	5
469	если в	2	5
470	смысла и	2	5
471	так мы	2	5
472	идет речь	3	5
473	и является	4	5
474	здесь дело	2	5
475	только для	3	5
476	но даже	3	5
477	не мог	2	5
478	мы получаем	2	5
479	социальной жизни	3	5
480	слов и	2	5
481	том смысле	2	5
482	не следует	6	5
483	не знает	4	5
