N	2gram	Bakhtin_Fr	Istorich
1	и в	68	181
2	может быть	10	115
3	не только	21	114
4	что он	7	111
5	мы имеем	2	102
6	что в	14	90
7	но и	17	85
8	в этом	28	81
9	так как	7	75
10	то что	11	73
11	таким образом	22	72
12	вместе с	4	71
13	и не	25	67
14	все же	6	65
15	мы видим	9	65
16	в этих	8	64
17	еще не	3	63
18	не может	5	61
19	так же	3	57
20	то же	14	56
21	никогда не	2	56
22	в том	12	53
23	том что	6	53
24	с другой	8	52
25	а в	3	52
26	потому что	3	52
27	что и	3	51
28	и что	2	51
29	и здесь	5	51
30	мы видели	6	49
31	о том	5	48
32	а не	6	48
33	связь с	6	47
34	его в	7	47
35	не в	2	47
36	другой стороны	5	46
37	превращается в	4	45
38	но в	20	44
39	это не	5	43
40	и его	26	43
41	мы знаем	3	42
42	в нем	12	42
43	только в	9	42
44	как в	4	42
45	представление о	2	41
46	или в	3	39
47	в его	21	38
48	тем что	6	38
49	и на	16	38
50	что здесь	2	37
51	так и	8	37
52	он не	11	37
53	уже не	2	37
54	как и	17	37
55	мы уже	19	37
56	мы увидим	3	36
57	здесь мы	3	35
58	что они	3	35
59	все эти	16	35
60	мы не	3	35
61	во время	17	34
62	что это	4	34
63	но не	4	34
64	видим что	2	34
65	связи с	8	34
66	у него	14	34
67	там где	6	33
68	об этом	3	33
69	сих пор	6	32
70	в качестве	2	32
71	так в	4	31
72	ничего не	4	31
73	прежде всего	23	31
74	один из	9	31
75	с этим	2	30
76	до сих	6	30
77	с одной	5	30
78	к нему	4	30
79	но все	5	29
80	как мы	18	29
81	одной стороны	4	29
82	но это	5	29
83	например в	2	28
84	и другие	4	28
85	и с	15	28
86	как он	4	27
87	того что	3	27
88	мы здесь	2	26
89	в ней	6	26
90	и др	9	26
91	в дальнейшем	4	25
92	и он	2	25
93	было бы	4	24
94	если бы	3	24
95	в виде	2	24
96	к этому	6	24
97	не менее	2	24
98	видно что	4	24
99	все это	6	23
100	в доме	3	23
101	в частности	4	23
102	в этой	15	23
103	их в	7	23
104	имеем в	2	23
105	и это	5	23
106	как бы	7	23
107	при этом	5	22
108	и по	4	22
109	с ним	3	22
110	в одном	7	21
111	сказать что	3	21
112	в другом	3	21
113	они не	4	21
114	здесь не	5	21
115	в связи	7	21
116	связан с	6	21
117	другими словами	4	20
118	одна из	3	20
119	в свете	3	20
120	в других	4	20
121	из них	8	20
122	очень часто	2	20
123	из этих	2	20
124	так например	2	19
