N	3gram	Vygotskiy_	KulturaY
1	и т п	7	93
2	и т д	6	42
3	для того чтобы	17	38
4	с точки зрения	11	36
5	в том что	20	33
6	в самом деле	29	29
7	можно было бы	6	25
8	во всяком случае	6	19
9	с другой стороны	5	17
10	до сих пор	6	14
11	в том чтобы	2	14
12	и в самом	15	11
13	не может быть	3	11
14	о том что	8	10
15	вместе с тем	3	9
16	того или иного	2	9
17	на самом деле	3	8
18	не в том	2	8
19	в том случае	4	7
20	только в том	5	7
21	тех пор пока	2	7
22	с одной стороны	6	7
23	до тех пор	2	7
24	в свою очередь	3	7
25	к тому же	2	6
26	было бы сказать	2	6
27	этой точки зрения	2	6
28	речь идет о	5	5
29	потому что он	3	5
30	в данном случае	5	5
31	и в этом	6	5
32	с этой точки	2	5
33	как мы видели	2	5
34	точно так же	3	4
35	сам по себе	2	4
36	том что он	3	4
37	заключается в том	10	4
38	так же как	2	4
39	к тому что	5	4
40	на то что	16	4
41	состоит в том	2	4
42	в том и	2	4
43	только то что	3	4
44	смысле этого слова	5	4
45	что все эти	2	4
46	в лучшем случае	2	3
47	в то время	4	3
48	ни в какой	2	3
49	с тем что	3	3
50	о том как	3	3
51	и если мы	2	3
52	том случае если	4	3
53	не то что	4	3
54	в какой мере	3	3
55	мы увидим что	9	3
56	и вместе с	3	3
57	вместо того чтобы	3	3
58	в том смысле	2	3
59	совершенно ясно что	10	3
60	в той же	2	3
61	к тому чтобы	4	3
62	в наше время	2	3
63	что он не	4	2
64	и то же	3	2
65	и той же	3	2
66	в сторону от	2	2
67	вовсе не в	2	2
68	потому что в	2	2
69	мы знаем что	2	2
70	потому что они	2	2
71	ни в каком	2	2
72	когда говорит что	2	2
73	что в ней	3	2
74	то что мы	3	2
75	и только после	4	2
76	на наших глазах	2	2
77	мы могли бы	4	2
78	ничего общего с	2	2
79	одной и той	3	2
80	и в другом	2	2
81	этого слова и	2	2
82	должен был бы	2	2
83	внимание на то	3	2
84	может быть не	2	2
85	сами по себе	3	2
86	а вовсе не	2	2
