N	2gram	Bakhtin_Fr	EvropaiC
1	таким образом	5	34
2	в том	17	31
3	и в	105	24
4	том что	9	20
5	все эти	15	19
6	не может	9	18
7	то что	7	18
8	может быть	11	17
9	до сих	7	15
10	все же	10	15
11	сих пор	7	15
12	точки зрения	10	14
13	в этом	22	13
14	все это	16	13
15	в своем	11	12
16	самом деле	3	12
17	между тем	5	12
18	по отношению	2	11
19	но и	20	11
20	отношению к	2	11
21	культуры и	11	11
22	не только	24	10
23	так и	16	10
24	во всех	13	10
25	как и	15	10
26	культуры в	4	10
27	все что	2	10
28	как бы	33	10
29	друг с	2	9
30	и не	34	9
31	не в	4	9
32	что в	4	9
33	и все	7	9
34	на то	2	9
35	с другом	2	9
36	потому что	6	9
37	при этом	10	9
38	так же	2	8
39	из этих	7	8
40	для того	2	8
41	европейской культуры	3	8
42	к тому	3	8
43	в самом	7	8
44	а и	2	8
45	того чтобы	3	8
46	с точки	6	8
47	касается до	2	8
48	на самом	6	7
49	о которых	2	7
50	так как	11	7
51	по своей	3	7
52	что он	5	7
53	того что	3	7
54	не менее	2	7
55	о том	5	7
56	что и	2	7
57	приобщение к	2	7
58	в этой	11	7
59	по существу	2	7
60	только в	16	6
61	еще не	8	6
62	что касается	3	6
63	в то	5	6
64	и для	3	6
65	с другой	3	6
66	в общем	4	6
67	и на	25	6
68	мы можем	2	6
69	несмотря на	5	6
70	начало и	3	6
71	как на	4	6
72	с ним	6	6
73	и от	3	5
74	его в	7	5
75	но все	5	5
76	по сравнению	2	5
77	в себе	7	5
78	в состоянии	3	5
79	к этому	2	5
80	как к	3	5
81	лишь в	4	5
82	на все	5	5
83	и их	3	5
84	многие из	2	5
85	из них	7	5
86	из всех	3	5
87	по своему	9	5
88	у него	2	5
89	далеко не	6	5
90	но в	16	5
91	именно в	6	5
92	и без	4	5
93	и с	8	5
94	и к	7	5
95	в целом	3	5
96	в его	24	5
97	сравнению с	2	5
98	никогда не	11	4
99	не могут	4	4
100	мы должны	2	4
101	всех этих	10	4
102	хотя бы	2	4
103	в конце	3	4
104	отношение к	9	4
105	и у	7	4
106	этой культуры	6	4
107	целый ряд	2	4
108	и т.д	2	4
109	та же	2	4
110	то же	6	4
111	в их	6	4
112	в области	10	4
113	одним из	4	4
114	совершенно не	5	4
115	в течение	3	4
116	что для	3	4
117	и конец	2	4
118	из которых	2	4
119	что мы	2	4
120	связи с	5	4
121	в таком	2	4
122	он не	3	4
123	мы сказали	2	4
124	в дальнейшем	10	4
125	культуре и	2	4
126	хотя и	4	4
127	мы уже	18	4
128	даже в	6	3
129	представление о	2	3
130	и вообще	5	3
131	это не	4	3
132	и потому	14	3
133	что по	2	3
134	не подлежит	3	3
135	и до	6	3
136	от него	2	3
137	на земле	3	3
138	в начале	4	3
139	в тех	5	3
140	бы в	2	3
141	но даже	2	3
142	от того	2	3
143	в этих	6	3
144	конечно не	2	3
145	и других	6	3
146	в связи	2	3
147	и наконец	2	3
148	сомнению что	2	3
149	прежде всего	26	3
150	отличие от	5	3
151	жизнь и	3	3
152	с одной	2	3
153	в разных	2	3
154	образом в	3	3
155	как известно	2	3
156	что только	2	3
157	одно из	7	3
158	в жизни	7	3
159	но не	7	3
160	и это	3	3
161	целом ряде	2	3
162	на этой	5	3
163	а в	4	3
164	не вполне	3	3
165	в нем	16	3
166	освободиться от	2	3
167	в ней	7	3
168	для нас	5	3
169	различия между	2	3
170	было бы	4	3
171	и по	3	3
172	в истории	5	3
173	во всем	5	3
174	в нашем	3	3
175	в совершенно	2	3
176	тот же	4	3
177	как мы	12	3
178	мы будем	4	3
179	конечно в	2	2
180	одна из	5	2
181	другими словами	2	2
182	культура в	2	2
183	тех же	3	2
184	в процессе	2	2
185	но как	3	2
186	одну из	2	2
187	есть только	3	2
188	этот процесс	5	2
189	в свет	3	2
190	при таком	2	2
191	то есть	71	2
192	в другом	2	2
193	на него	2	2
194	друг друга	3	2
195	либо как	2	2
196	входящих в	2	2
197	этих двух	2	2
198	в виду	5	2
199	не было	3	2
200	в частности	6	2
201	по его	3	2
202	что они	2	2
203	точку зрения	2	2
204	и традиции	2	2
205	не знает	6	2
206	всех других	2	2
207	для него	12	2
208	культуры но	4	2
209	мы видели	3	2
210	есть в	6	2
211	культуры все	2	2
212	этом что	2	2
213	и так	2	2
214	в эту	6	2
215	также и	3	2
216	совершенно иной	2	2
217	к нему	5	2
218	она не	2	2
219	в ту	2	2
220	в самой	5	2
221	их в	3	2
222	вступают в	2	2
223	в своих	8	2
224	этот вопрос	2	2
225	и начало	3	2
226	одной стороны	2	2
227	но для	3	2
228	но на	3	2
229	между прочим	2	2
230	на этом	2	2
231	исторического развития	2	2
232	между ними	4	2
233	в них	13	2
234	ко всему	2	2
235	всяком случае	2	2
236	между людьми	5	2
237	жизни и	14	2
238	а затем	4	2
239	с ними	2	2
240	во всяком	2	2
241	и дальше	2	2
242	себя и	2	2
243	и особенно	4	2
244	и его	24	2
245	в сущности	20	2
246	же время	5	2
247	с ее	3	2
248	и сам	2	2
249	во всей	4	2
250	и более	4	2
251	в себя	9	2
252	но с	2	2
253	имеет место	2	2
254	вовсе не	25	2
255	мы и	4	2
256	в основе	8	2
257	почти все	3	2
