N	3gram	Losev_Prob	Marksizm
1	с точки зрения	3	46
2	не может быть	5	25
3	в самом деле	4	19
4	в то же	4	15
5	в связи с	7	14
6	в том что	7	14
7	бы то ни	2	12
8	для того чтобы	9	11
9	до сих пор	6	11
10	с самого начала	2	10
11	одного и того	2	9
12	и того же	2	9
13	то же самое	9	8
14	может быть и	5	8
15	в настоящее время	17	8
16	с другой стороны	7	7
17	во всяком случае	11	6
18	на самом деле	6	6
19	на то что	12	6
20	с одной стороны	4	6
21	как мы уже	2	6
22	той или иной	5	5
23	и как бы	2	5
24	в таком случае	14	5
25	в этом отношении	2	5
26	в этом случае	6	5
27	можно сказать что	6	4
28	о том что	16	4
29	у нас не	2	4
30	тем не менее	25	3
31	более или менее	7	3
32	на первый план	3	3
33	в конце концов	11	3
34	в том числе	2	3
35	мы не будем	2	3
36	одним и тем	2	3
37	можно было бы	4	3
38	или хотя бы	2	3
39	одной стороны и	2	3
40	вовсе не является	6	3
41	не только в	3	3
42	но и в	3	3
43	и тем же	2	3
44	хотя бы и	3	3
45	том числе и	2	3
46	и в этом	5	3
47	связи с этим	2	3
48	по крайней мере	8	2
49	а не только	2	2
50	отношение знака к	4	2
51	точном смысле слова	2	2
52	мы никогда не	3	2
53	так и в	2	2
54	до тех пор	4	2
55	так же как	2	2
56	ничего общего с	9	2
57	вопрос о том	2	2
58	и в других	3	2
59	в данном случае	10	2
60	сами по себе	5	2
61	уже с самого	2	2
62	и в самом	2	2
63	как мы увидим	2	2
64	сама по себе	6	2
65	тот или иной	3	2
66	только в этом	2	2
67	если мы скажем	2	2
68	с тем что	2	2
69	не то что	2	2
70	так или иначе	7	2
71	есть прежде всего	3	2
72	в этом смысле	8	2
73	или может быть	2	2
74	того или иного	6	2
