N	2gram	Bakhtin_Pr	Analitik
1	не только	14	71
2	и в	83	66
3	но и	16	57
4	в том	22	52
5	может быть	23	52
6	в этом	24	51
7	как и	13	50
8	и не	41	48
9	а не	19	42
10	том что	9	40
11	при этом	6	40
12	так и	9	35
13	то есть	86	35
14	в мире	8	31
15	своего рода	7	30
16	не может	18	29
17	как бы	27	29
18	а в	4	28
19	в его	15	27
20	и его	13	27
21	не в	10	26
22	но не	9	26
23	в себе	10	24
24	к тому	2	22
25	и даже	5	22
26	в этой	3	22
27	что в	5	22
28	и т.п	42	20
29	о том	3	20
30	по отношению	6	19
31	но в	12	19
32	в своей	5	19
33	то же	10	19
34	в самом	7	19
35	с его	4	19
36	в то	8	18
37	отношению к	5	18
38	тем самым	2	17
39	или иной	2	17
40	с другой	4	17
41	в целом	3	17
42	только в	10	17
43	могут быть	5	16
44	то что	14	16
45	в пределах	8	16
46	что и	4	16
47	в их	7	15
48	прежде всего	20	15
49	в сущности	15	15
50	уже не	5	15
51	и на	27	15
52	между тем	2	15
53	не менее	4	14
54	того же	5	14
55	той или	2	14
56	мы имеем	4	14
57	я и	2	14
58	далеко не	4	14
59	же время	8	14
60	в себя	8	14
61	по себе	3	13
62	ничего не	8	13
63	точки зрения	17	13
64	в начале	2	13
65	как раз	6	13
66	этого слова	3	13
67	а также	4	13
68	он не	5	13
69	тому же	3	13
70	никогда не	10	12
71	и к	13	12
72	как это	2	12
73	в первой	2	12
74	еще не	10	12
75	как в	10	12
76	даже в	3	11
77	это не	10	11
78	по своей	12	11
79	можно сказать	12	11
80	той же	6	11
81	в той	2	11
82	в конце	5	10
83	все же	3	10
84	в произведении	3	10
85	на себя	3	10
86	один из	7	10
87	было бы	6	10
88	особенно в	7	10
89	и одновременно	6	10
90	именно в	3	10
91	со своей	2	10
92	здесь не	5	10
93	в своем	2	9
94	крайней мере	2	9
95	другой стороны	3	9
96	за пределы	7	9
97	во всех	15	9
98	в результате	2	9
99	по крайней	2	9
100	что касается	2	9
101	говорит о	2	9
102	говорить о	2	9
103	таким образом	9	9
104	вместе с	5	9
105	перед нами	17	8
106	о чем	2	8
107	не всегда	3	8
108	что он	6	8
109	одной из	6	8
110	и все	14	8
111	хотя и	10	8
112	в основе	6	8
113	между двумя	4	8
114	времени и	4	8
115	он и	2	8
116	с точки	13	8
117	с ним	3	8
118	свое время	4	7
119	вплоть до	5	7
120	в литературе	8	7
121	в соответствии	3	7
122	и тем	4	7
123	в году	2	7
124	в свое	4	7
125	место в	3	7
126	на его	4	7
127	в ее	3	7
128	все это	11	7
129	во всяком	2	7
130	одна из	9	7
131	себя и	3	7
132	несмотря на	3	7
133	как будто	3	7
134	героя и	3	7
135	и для	5	7
136	у него	5	7
137	и т.д	5	7
138	личности и	2	7
139	в одном	4	7
140	как мы	12	7
141	в таком	3	7
142	его в	4	6
143	для всех	2	6
144	если в	2	6
145	казалось бы	4	6
146	не знает	8	6
147	в нем	21	6
148	что на	2	6
149	тем более	2	6
150	или в	7	6
151	при всей	3	6
152	и то	2	6
153	хотя бы	6	6
154	в сознании	2	6
155	из этих	3	6
156	его как	3	6
157	превращается в	5	6
158	с самим	7	6
159	во всем	5	6
160	тем не	2	6
161	и более	3	6
162	есть в	7	6
163	о себе	2	6
164	на этом	4	6
165	напомним что	2	6
166	из которых	2	6
167	из них	7	6
168	уже в	3	6
169	соответствии с	2	6
170	вовсе не	12	6
171	не о	2	5
172	в широком	2	5
173	и потому	6	5
174	не могут	4	5
175	не как	5	5
176	но как	2	5
177	со смертью	3	5
178	жизни в	4	5
179	проявляется в	4	5
180	совершенно не	4	5
181	в романе	9	5
182	в один	3	5
183	может служить	2	5
184	в эту	3	5
185	в общем	2	5
186	он в	2	5
187	в них	4	5
188	а затем	5	5
189	и по	5	5
190	и до	6	5
191	все эти	9	5
192	мы не	7	5
193	человека к	3	5
194	того и	3	5
195	тот же	2	5
196	я не	6	5
197	и здесь	4	5
198	да и	3	5
199	к его	2	5
200	с их	3	5
201	к этому	5	5
202	с другими	6	5
203	и он	5	5
204	с ее	3	5
205	и смерти	3	5
206	в особенности	2	5
207	и их	6	5
208	в этих	8	5
209	ведет к	3	5
210	тем что	2	5
211	еще и	4	5
212	самим собою	6	5
213	ни в	4	5
214	в роли	2	5
215	в котором	8	5
216	романа в	2	5
217	в слове	2	5
218	главного героя	2	5
219	что мы	2	5
220	к жизни	2	5
221	и особенно	3	5
222	нового времени	8	5
223	все они	2	4
224	в отношении	3	4
225	или точнее	2	4
226	и ее	8	4
227	в области	6	4
228	в каждом	5	4
229	наконец в	3	4
230	отношение к	14	4
231	одним из	6	4
232	а как	4	4
233	как он	4	4
234	как у	5	4
235	только на	3	4
236	о нем	2	4
237	и о	3	4
238	шекспира и	2	4
239	ко второму	2	4
240	более того	9	4
241	к нему	3	4
242	указывает на	2	4
243	или меньшей	6	4
244	и что	3	4
245	потому что	9	4
246	связь с	4	4
247	здесь в	11	4
248	и другого	2	4
249	с ними	2	4
250	и во	6	4
251	жизнь и	3	4
252	бы и	3	4
253	каждом из	3	4
254	сказать что	12	4
255	и от	4	4
256	по своему	6	4
257	но при	2	4
258	с этим	3	4
259	но это	7	4
260	что она	2	4
261	бы в	2	4
262	в которой	2	4
263	из своих	3	4
264	в двух	3	4
265	который не	2	4
266	отличается от	2	4
267	об этом	3	4
268	на него	2	4
269	сама по	2	4
270	лишь на	3	4
271	человека в	6	4
272	себя внимание	2	4
273	здесь и	7	4
274	ее в	4	4
275	мы уже	9	4
276	между ними	14	4
277	или иных	2	4
278	строго говоря	2	4
279	в своих	4	4
280	и если	4	4
281	на которой	2	4
282	жизни как	4	4
283	могли бы	2	4
284	этом смысле	5	4
285	большей или	6	4
286	к самому	5	4
287	тех или	2	4
288	не было	5	4
289	высказывания и	2	4
290	реальности и	2	4
291	на основе	4	4
292	в собственном	3	4
293	от автора	2	3
294	на самом	2	3
295	художественной литературы	2	3
296	человеческой жизни	3	3
297	которые в	3	3
298	мы должны	4	3
299	от него	3	3
300	человека и	10	3
301	утрачивает свою	2	3
302	здесь как	3	3
303	не был	3	3
304	одному из	2	3
305	ведь это	2	3
306	в виду	3	3
307	героя в	2	3
308	к своему	4	3
309	рассказ о	2	3
310	нам кажется	4	3
311	же не	2	3
312	она не	4	3
313	к этой	3	3
314	речи и	3	3
315	том числе	15	3
316	мира и	3	3
317	смерть и	2	3
318	в ней	8	3
319	остается в	2	3
320	и заключается	2	3
321	что все	3	3
322	в зависимости	3	3
323	впервые в	3	3
324	в тех	2	3
325	в связи	2	3
326	что они	2	3
327	все еще	3	3
328	к миру	2	3
329	для этого	2	3
330	например в	8	3
331	художественного видения	2	3
332	и той	4	3
333	жанровой традиции	8	3
334	авторской позиции	3	3
