N	2gram	Voloshinov	Formalny
1	и в	28	95
2	и не	34	78
3	может быть	28	66
4	в этом	28	61
5	не может	30	57
6	и пр	29	53
7	вовсе не	16	53
8	таким образом	34	52
9	и его	22	51
10	так и	14	50
11	точки зрения	31	47
12	в нем	7	42
13	в его	25	42
14	прежде всего	26	41
15	с точки	15	40
16	как и	13	39
17	не в	10	35
18	в самом	12	35
19	в процессе	5	34
20	а не	9	34
21	но и	10	33
22	то же	12	32
23	самом деле	14	32
24	не только	10	30
25	в пределах	6	28
26	в том	10	26
27	отнюдь не	5	26
28	если бы	4	26
29	то что	17	25
30	на самом	6	24
31	при этом	8	24
32	в своей	14	24
33	на почве	3	24
34	в ней	8	23
35	было бы	8	23
36	с помощью	20	23
37	в то	7	22
38	и ее	7	22
39	в истории	4	21
40	как бы	19	21
41	что в	7	21
42	и с	10	21
43	в их	2	20
44	не менее	6	20
45	между ними	5	20
46	и от	3	20
47	входит в	2	20
48	как мы	18	20
49	же время	6	20
50	не могут	7	19
51	все это	12	19
52	хотя бы	7	19
53	социального общения	3	19
54	по себе	4	19
55	все же	8	18
56	и все	13	18
57	все эти	15	18
58	должна быть	2	18
59	с его	9	18
60	и их	2	18
61	только в	11	18
62	социальной жизни	2	17
63	более того	7	17
64	как в	4	17
65	как раз	6	17
66	так же	4	16
67	в искусстве	3	16
68	во всяком	9	16
69	совершенно не	9	16
70	с другой	2	16
71	потому что	4	16
72	всяком случае	8	16
73	его в	11	15
74	все время	4	15
75	но в	13	15
76	бы в	2	15
77	с другими	8	15
78	так как	15	15
79	должно быть	2	15
80	во всех	13	15
81	именно в	4	15
82	и на	9	15
83	что он	12	14
84	только на	4	14
85	в целом	4	14
86	в ее	5	14
87	в своем	4	14
88	еще не	8	14
89	в жизни	7	14
90	в этой	7	14
91	если мы	7	14
92	и потому	12	14
93	жизни и	7	14
94	вместе с	5	14
95	как ее	2	13
96	до конца	7	13
97	со стороны	5	13
98	того что	7	13
99	а в	8	13
100	что же	10	13
101	могут быть	9	13
102	для них	3	13
103	что и	5	13
104	сводится к	4	13
105	независимо от	3	13
106	в результате	3	13
107	она не	6	13
108	ни в	12	13
109	как его	2	13
110	по отношению	13	12
111	как это	5	12
112	того чтобы	5	12
113	там где	2	12
114	к тому	6	12
115	отношению к	11	12
116	и для	7	12
117	оно не	3	12
118	уже не	9	12
119	никогда не	10	11
120	этом отношении	4	11
121	это и	4	11
122	в корне	6	11
123	они не	3	11
124	в общем	5	11
125	в основе	6	11
126	так сказать	7	11
127	в большинстве	5	11
128	но не	7	11
129	то ни	4	11
130	слова и	4	11
131	для него	12	11
132	зависимости от	4	11
133	между тем	3	11
134	не есть	2	10
135	не как	2	10
136	его целом	2	10
137	друг друга	2	10
138	и др	9	10
139	формы и	3	10
140	в зависимости	4	10
141	мы не	9	10
142	не было	5	10
143	в дальнейшем	2	10
144	бы то	3	10
145	мы видели	12	10
146	с ее	4	10
147	не является	7	10
148	в первом	2	10
149	и как	3	10
150	в своих	5	10
151	главным образом	4	10
152	большинстве случаев	6	10
153	раз и	3	10
154	и теперь	2	10
155	конечно не	10	10
156	он не	10	10
157	если же	2	10
158	тем же	3	10
159	одним словом	2	9
160	быть и	7	9
161	ничего не	5	9
162	для понимания	2	9
163	совсем не	6	9
164	но это	4	9
165	и до	5	9
166	и может	4	9
167	и даже	3	9
168	но ведь	4	9
169	у нас	3	9
170	от всех	3	9
171	еще более	2	9
172	в свою	6	9
173	ни было	2	9
174	со всею	3	9
175	говорить о	5	9
176	мы знаем	11	9
177	отношения к	2	9
178	это не	5	8
179	между собой	4	8
180	до сих	3	8
181	одной стороны	2	8
182	и те	5	8
183	в них	3	8
184	с одной	2	8
185	без исключения	2	8
186	в области	4	8
187	же как	2	8
188	для этого	6	8
189	что это	5	8
190	с этим	8	8
191	в данном	4	8
192	всех этих	6	8
193	сих пор	3	8
194	первый период	5	8
195	из этого	2	8
196	и является	3	8
197	всего этого	2	8
198	должен быть	2	8
199	и к	7	8
200	роль в	7	8
201	для того	6	8
202	не следует	2	8
203	и речи	4	8
204	на основе	3	8
205	ясно что	2	8
206	вот как	2	7
207	следовательно и	2	7
208	том что	12	7
209	в себе	7	7
210	в одной	2	7
211	свою очередь	4	7
212	как к	2	7
213	а вовсе	3	7
214	во втором	3	7
215	является для	2	7
216	в систему	4	7
217	не входит	2	7
218	войти в	4	7
219	сказать что	11	7
220	идеологических явлений	2	7
221	к этому	9	7
222	время в	2	7
223	пр и	2	7
224	применении к	2	7
225	в первый	4	7
226	жизни в	3	7
227	и наконец	12	7
228	и только	6	7
229	смысл и	2	7
230	в применении	2	7
231	в какой	3	7
232	но все	2	7
233	единства и	3	7
234	ничем не	2	7
235	что бы	2	7
236	из них	7	7
237	он и	2	7
238	мы увидим	4	7
239	высшей степени	6	7
240	в высшей	6	7
241	чем же	6	7
242	от этого	2	7
243	данном случае	4	6
244	в которой	5	6
245	в конце	2	6
246	отношение к	7	6
247	на этом	8	6
248	и тем	2	6
249	по учению	2	6
250	его и	2	6
251	тому что	5	6
252	в этих	5	6
253	те же	9	6
254	его не	2	6
255	один из	10	6
256	нисколько не	4	6
257	он был	3	6
258	должны быть	4	6
259	ее в	5	6
260	к его	3	6
261	его с	2	6
262	из этих	6	6
263	они и	2	6
264	за пределы	10	6
265	отличается от	2	6
266	мы полагаем	2	6
267	но для	3	6
268	такой же	3	6
269	нет и	4	6
270	о том	3	6
271	по преимуществу	2	6
272	их в	3	6
273	социальной группы	3	6
274	полагаем что	2	6
275	уже в	3	6
276	если он	6	6
277	только не	3	6
278	сам по	4	6
279	по их	2	6
280	с ним	14	6
281	той же	5	6
282	учение о	6	6
283	в широком	2	5
284	ни о	6	5
285	индивидуального организма	5	5
286	мы должны	9	5
287	тому чтобы	3	5
288	случае в	2	5
289	не можем	6	5
290	что оно	4	5
291	от того	5	5
292	или же	2	5
293	в виду	4	5
294	на все	3	5
295	а как	3	5
296	в основном	4	5
297	роли в	2	5
298	мы уже	10	5
299	может стать	4	5
300	отличие от	2	5
301	и между	2	5
302	от этих	2	5
303	не так	3	5
304	в него	2	5
305	не приходится	3	5
306	и истории	4	5
307	а только	4	5
308	в отличие	2	5
309	в такой	2	5
310	и по	5	5
311	обстоит дело	2	5
312	можно сказать	6	5
313	на язык	4	5
314	бы и	2	5
315	да и	2	5
316	и то	3	5
317	в эпоху	3	5
318	то в	2	5
319	в мире	2	5
320	борьба с	3	5
321	мы можем	20	5
322	в эту	2	5
323	значение в	3	5
324	в условиях	3	5
325	для нас	2	5
326	к нему	9	5
327	период развития	4	5
328	целом и	3	5
329	ни на	3	5
330	не имеет	2	5
331	подхода к	4	5
332	учения о	2	5
333	в котором	4	5
334	в отношении	2	5
335	приводит к	3	5
336	этом смысле	2	5
337	и со	3	5
338	равно как	2	5
339	правда в	2	5
340	и что	6	5
341	как на	3	5
342	не найдем	3	5
343	в нашем	3	5
344	вопрос о	2	5
345	являются только	3	4
346	чтобы не	2	4
347	и притом	3	4
348	последнем счете	4	4
349	и следовательно	3	4
350	для всего	2	4
351	а на	2	4
352	к другим	2	4
353	увидим что	5	4
354	одним из	3	4
355	конце концов	2	4
356	он должен	2	4
357	но именно	2	4
358	тогда когда	2	4
359	влияние на	4	4
360	философии культуры	3	4
361	о нем	2	4
362	в основу	3	4
363	он в	2	4
364	никаких оснований	2	4
365	и тех	3	4
366	произведение искусства	2	4
367	между двумя	3	4
368	к этой	2	4
369	того же	3	4
370	от других	2	4
371	ведь если	2	4
372	здесь в	6	4
373	самого начала	5	4
374	и во	2	4
375	всех своих	4	4
376	во всей	3	4
377	с самого	7	4
378	этот процесс	4	4
379	одна из	4	4
380	только как	4	4
381	нет в	2	4
382	тех же	5	4
383	место и	2	4
384	только то	5	4
385	однако и	2	4
386	к ней	4	4
387	своей теории	2	4
388	тем не	4	4
389	на него	4	4
390	едва ли	4	4
391	и содержание	3	4
392	как не	3	4
393	нам важно	3	4
394	превращается в	2	4
395	нигде не	4	4
396	в таком	6	4
397	и другие	2	4
398	в последнем	4	4
399	и о	6	4
400	под влиянием	3	4
401	все остальное	2	4
402	но если	2	4
403	на протяжении	7	4
404	наука о	2	4
405	не к	2	4
406	думать что	2	4
407	первом периоде	2	4
408	один и	3	4
409	что такое	6	4
410	зависит от	2	4
411	знаем что	8	4
412	этот вопрос	4	4
413	и этим	3	4
414	же что	2	4
415	ее целом	4	4
416	только при	2	4
417	или иное	2	4
418	в некоторых	2	4
419	чем он	2	4
420	мы и	4	4
421	вполне понятно	2	4
422	все они	2	3
423	или иной	2	3
424	всех других	2	3
425	к этим	2	3
426	для всех	3	3
427	содержание и	2	3
428	для нее	2	3
429	в каком	7	3
430	есть только	3	3
431	не нуждается	2	3
432	на один	2	3
433	от всей	2	3
434	то мы	2	3
435	из всего	2	3
436	внутренней речи	5	3
437	это только	4	3
438	не всегда	4	3
439	в науке	2	3
440	и при	3	3
441	связано с	3	3
442	органическое единство	4	3
443	в развитии	4	3
444	со всеми	5	3
445	подойти к	2	3
446	но как	2	3
447	и этот	2	3
448	материал для	2	3
449	говорить об	2	3
450	нам в	3	3
451	ведь именно	3	3
452	речи и	2	3
453	при анализе	3	3
454	точка зрения	15	3
455	в различных	2	3
456	притом в	3	3
457	возможно только	3	3
458	же касается	3	3
459	же он	2	3
460	смысле слова	4	3
461	нуждается в	3	3
462	и через	2	3
463	мы видим	3	3
464	в предыдущей	2	3
465	к своему	2	3
466	в качестве	2	3
467	как совокупность	2	3
468	не выходит	2	3
469	о каком	2	3
470	тот же	10	3
471	продолжает жить	2	3
472	всех областях	2	3
473	в сознании	3	3
474	дело в	2	3
475	самом же	2	3
476	всех сторон	2	3
477	это было	2	3
478	непосредственно из	3	3
479	для марксизма	6	3
480	и тот	3	3
481	борьбы с	4	3
482	во второй	5	3
483	единство и	3	3
484	теперь мы	4	3
485	то или	2	3
486	на первый	5	3
487	что как	2	3
488	фактов и	2	3
489	мира в	2	3
490	находятся в	2	3
491	сознания в	3	3
492	все те	10	3
493	в чем	9	3
494	но вовсе	3	3
495	вообще не	2	3
496	предмета и	2	3
497	если это	3	3
498	учение об	3	3
499	когда он	3	3
500	уже знаем	4	3
501	сознания и	6	3
502	и очень	3	3
503	значение для	2	3
504	с таким	2	3
505	в одном	3	3
506	а именно	2	3
507	и снова	2	3
508	и прежде	7	3
509	же деле	2	3
510	с их	5	3
511	не имеющие	4	3
512	человек не	2	3
513	ровно ничего	2	3
514	не то	2	3
515	ничего общего	4	3
516	же самое	2	3
517	первый план	4	3
518	что при	2	3
519	в работе	2	3
520	не дает	4	3
521	как система	2	3
522	возникает вопрос	2	2
523	человека в	4	2
524	объясняется и	2	2
525	социальной среды	3	2
526	не делает	3	2
527	он их	2	2
528	из того	2	2
529	вывести из	2	2
530	и сама	2	2
531	человека и	6	2
532	выйти за	3	2
533	второй период	2	2
534	связанных с	4	2
535	в другом	4	2
536	то она	2	2
537	роковую роль	2	2
538	другого человека	2	2
539	относится и	2	2
540	при помощи	2	2
541	и та	2	2
542	этой науки	2	2
543	на место	3	2
544	или вовсе	2	2
545	и ни	3	2
546	одной и	3	2
547	же мы	3	2
548	не знает	5	2
549	отца с	4	2
550	человеческого организма	3	2
551	это утверждение	2	2
552	а с	2	2
553	ведь и	3	2
554	согласиться с	3	2
555	характер и	4	2
556	явление в	3	2
557	не тот	4	2
558	только через	2	2
559	на языке	2	2
560	только с	4	2
561	но так	2	2
562	пусть и	2	2
563	всем этим	3	2
564	это уже	3	2
565	развития как	3	2
566	представляется нам	3	2
567	в более	5	2
568	социальных взаимоотношений	2	2
569	связь с	7	2
570	общения между	4	2
571	следующей главе	3	2
572	центр тяжести	3	2
573	мы имеем	6	2
574	и социальной	3	2
575	без труда	2	2
576	с сыном	2	2
577	в следующей	5	2
578	мы в	3	2
579	важно лишь	2	2
580	отметить что	4	2
581	с ними	5	2
582	находится в	3	2
583	заключается в	5	2
584	в нас	2	2
585	нужно сказать	2	2
586	его формы	2	2
587	выходит за	2	2
588	как для	2	2
589	страх и	2	2
590	жизни а	2	2
591	нет никакого	3	2
592	во внешнем	12	2
593	до последнего	2	2
594	для самого	2	2
595	не поддаются	2	2
596	на всю	2	2
597	поэтому они	2	2
598	особого рода	2	2
599	все то	3	2
600	из важнейших	2	2
601	метода не	2	2
602	и психики	2	2
603	с этими	3	2
604	это учение	4	2
605	в круг	2	2
606	не сможет	3	2
607	из этой	2	2
608	предыдущей главе	2	2
609	в собственном	4	2
610	о какой	2	2
611	ведь мы	3	2
612	же такое	2	2
613	связаны с	2	2
614	что она	5	2
615	в душе	13	2
616	себя в	3	2
617	дело не	2	2
618	мы только	2	2
619	в этот	4	2
620	внутренняя речь	4	2
621	таким путем	5	2
622	организма и	8	2
623	мы конечно	3	2
624	именно и	4	2
625	и самое	2	2
626	и вот	8	2
627	совершенно иной	2	2
628	человека как	2	2
629	художественной формы	2	2
