N	2gram	Bakhtin_Fr	Myshleni
1	в том	12	195
2	в этом	28	167
3	то что	11	166
4	и в	68	162
5	том что	6	161
6	в развитии	2	151
7	таким образом	22	147
8	точки зрения	8	143
9	с помощью	5	131
10	что в	14	119
11	не только	21	116
12	того что	3	109
13	так же	3	100
14	речи и	2	99
15	потому что	3	95
16	того чтобы	6	91
17	может быть	10	89
18	с точки	4	89
19	что он	7	86
20	не может	5	81
21	как и	17	79
22	так как	7	78
23	для того	5	78
24	и не	25	78
25	только в	9	75
26	в целом	3	74
27	как мы	18	72
28	но и	17	70
29	в его	21	67
30	сказать что	3	65
31	как бы	7	64
32	вместе с	4	62
33	в качестве	2	60
34	и что	2	60
35	было бы	4	60
36	то же	14	58
37	в основе	7	58
38	в отношении	3	55
39	в самом	6	52
40	в сущности	15	51
41	по сравнению	2	51
42	что они	3	48
43	тем что	6	48
44	мы не	3	47
45	на основе	3	47
46	сравнению с	2	46
47	если бы	3	46
48	но не	4	45
49	с другой	8	45
50	по отношению	3	45
51	отношению к	2	42
52	по своей	4	40
53	одной стороны	4	40
54	о том	5	40
55	так и	8	39
56	говорит он	2	39
57	никогда не	2	39
58	с одной	5	39
59	в области	5	38
60	мы видели	6	38
61	не в	2	37
62	в этой	15	37
63	и к	4	37
64	мы видим	9	37
65	в своем	11	36
66	все эти	16	36
67	и его	26	36
68	как в	4	36
69	а не	6	36
70	того же	4	35
71	можно было	3	35
72	он не	11	35
73	в которой	6	35
74	в себе	5	35
75	и как	5	34
76	связи с	8	34
77	при этом	5	33
78	прежде всего	23	33
79	что и	3	32
80	именно в	5	32
81	по своему	3	32
82	но в	20	32
83	слова и	3	32
84	той же	9	32
85	и на	16	32
86	и то	2	31
87	все же	6	31
88	мысли и	2	30
89	этом отношении	4	30
90	между тем	3	29
91	этого слова	3	29
92	как известно	3	29
93	переход от	2	28
94	с этим	2	28
95	самом деле	5	28
96	что все	2	27
97	в своей	11	27
98	в то	14	27
99	перед нами	4	27
100	связь между	3	27
101	другой стороны	5	27
102	и с	15	27
103	в их	6	26
104	в частности	4	26
105	что это	4	26
106	для него	7	26
107	все это	6	25
108	еще не	3	25
109	уже в	4	25
110	это не	5	25
111	в чем	3	25
112	можно сказать	2	25
113	своего развития	2	25
114	мы уже	19	25
115	мы знаем	3	24
116	тот же	4	24
117	что эта	2	24
118	в нем	12	24
119	в слове	2	24
120	как он	4	23
121	друг друга	2	23
122	слова в	3	23
123	ни в	6	23
124	смысле этого	2	22
125	во всяком	2	22
126	отношение к	11	21
127	в истории	5	21
128	все время	3	21
129	и более	2	21
130	в нашем	5	21
131	его в	7	21
132	представление о	2	21
133	там где	6	21
134	к этому	6	21
135	и все	16	21
136	между ними	4	21
137	и следовательно	3	21
138	и ее	3	21
139	с таким	3	21
140	в свете	3	21
141	в котором	3	20
142	в виду	8	20
143	и других	7	20
144	а в	3	20
145	к которому	2	20
146	из них	8	20
147	как раз	8	20
148	в другом	3	20
149	и их	5	20
150	на этом	3	20
151	не менее	2	20
152	из этих	2	20
153	в наших	2	20
154	мы говорили	2	19
155	в данном	5	19
156	в себя	2	19
157	с ним	3	19
158	в той	7	19
159	как на	3	19
160	и по	4	19
161	во всех	8	19
162	один из	9	19
163	в связи	7	19
164	отличие от	3	18
165	во всем	4	18
166	во всей	3	18
167	слов и	4	18
168	чем в	2	18
169	всяком случае	2	18
170	но это	5	18
171	в отличие	3	18
172	для этого	3	17
173	мы находим	3	17
174	сих пор	6	17
175	и для	6	17
176	все что	4	17
177	в своих	7	17
178	в свою	3	17
179	в одном	7	17
180	и от	4	17
181	и есть	5	17
182	в этих	8	17
183	их в	7	17
184	тем же	2	17
185	до конца	10	17
186	и той	2	17
187	у него	14	17
188	до сих	6	17
189	перехода от	2	16
190	вовсе не	18	16
191	значение в	4	16
192	тому как	2	16
193	одной и	2	16
194	и другие	4	16
195	к одному	2	16
196	которые в	2	16
197	такой же	3	16
198	то в	2	16
199	и даже	7	16
