N	2gram	Tiupa_Anal	Istorich
1	и в	36	181
2	т е	2	133
3	может быть	19	115
4	не только	40	114
5	что он	5	111
6	мы имеем	5	102
7	что в	15	90
8	но и	26	85
9	в этом	19	81
10	то что	5	73
11	таким образом	4	72
12	вместе с	3	71
13	и не	14	67
14	все же	6	65
15	в этих	2	64
16	еще не	7	63
17	не может	3	61
18	то же	7	56
19	никогда не	7	56
20	в том	16	53
21	том что	19	53
22	с другой	10	52
23	а в	17	52
24	что и	10	51
25	и что	2	51
26	и здесь	4	51
27	о том	9	48
28	а не	16	48
29	связь с	3	47
30	его в	4	47
31	не в	9	47
32	другой стороны	7	46
33	превращается в	3	45
34	но в	8	44
35	это не	4	43
36	и его	18	43
37	в нем	3	42
38	только в	9	42
39	как в	9	42
40	или в	4	39
41	в его	12	38
42	тем что	3	38
43	и на	5	38
44	так и	19	37
45	он не	9	37
46	уже не	9	37
47	как и	27	37
48	мы уже	2	37
49	мы можем	2	36
50	с тем	2	35
51	что они	3	35
52	все эти	2	35
53	мы не	4	35
54	не всегда	4	34
55	во время	2	34
56	но не	13	34
57	у него	2	34
58	там где	2	33
59	об этом	3	33
60	в качестве	22	32
61	так в	4	31
62	власть над	2	31
63	представляет собой	7	31
64	ничего не	3	31
65	прежде всего	7	31
66	один из	6	31
67	с этим	4	30
68	в русской	9	30
69	с одной	3	30
70	как мы	4	29
71	одной стороны	3	29
72	но это	3	29
73	например в	2	28
74	что она	3	28
75	в иной	2	28
76	так что	2	27
77	того что	4	27
78	могут быть	4	27
79	в ней	2	26
80	как это	7	26
81	в дальнейшем	2	25
82	и он	4	25
83	было бы	6	24
84	если бы	2	24
85	что мы	2	24
86	к этому	3	24
87	не менее	9	24
88	не будем	2	23
89	все это	5	23
90	когда он	2	23
91	тем не	3	23
92	в доме	2	23
93	в частности	19	23
94	в этой	10	23
95	как бы	14	23
96	при этом	19	22
97	и по	3	22
98	с ним	2	22
99	в одном	4	21
100	сказать что	2	21
101	с появлением	2	21
102	ее в	2	21
103	в другом	3	21
104	к тому	10	21
105	они не	2	21
106	здесь не	8	21
107	о смерти	4	21
108	она не	3	20
109	одна из	6	20
110	из них	4	20
111	после чего	2	20
112	в силу	2	20
113	из этих	4	20
114	а затем	2	19
115	и как	5	19
116	что у	3	19
117	все еще	2	19
118	в тех	2	19
119	в данном	12	18
120	вовсе не	2	18
121	в то	8	18
122	нас к	2	17
123	в них	4	17
124	дело не	3	17
125	со стороны	12	16
126	перед нами	7	16
127	и все	3	16
128	во всех	4	16
129	данном случае	11	15
130	в целом	8	15
131	на его	3	15
132	в своей	12	15
133	даже в	6	15
134	и то	2	15
135	в особенности	4	15
136	в пределах	5	15
137	тот кто	2	15
138	и даже	12	15
139	в одной	2	15
140	и тем	3	15
141	что при	2	15
142	отношение к	2	14
143	а также	5	14
144	на смену	5	14
145	должен был	2	14
146	можно было	2	14
147	отношению к	9	14
148	из которых	2	14
149	и ее	3	14
150	одной из	6	14
151	по отношению	9	14
152	но они	2	14
153	на себя	5	14
154	на могилу	2	14
155	своего рода	17	13
156	и для	4	13
157	все что	2	13
158	в таких	2	13
159	и от	3	13
160	его не	3	13
161	тогда как	37	13
162	на этом	2	13
163	в своем	7	13
164	и если	2	13
165	в себе	7	13
166	с ними	2	13
167	в форме	2	13
168	по себе	6	13
169	таким же	4	13
170	во всем	5	12
171	в их	7	12
172	к этой	2	12
173	ответ на	3	12
174	и их	3	12
175	не знает	2	12
176	что не	3	12
177	и вот	2	11
178	точки зрения	3	11
179	хотя и	4	11
180	уже в	5	11
181	человека в	3	11
182	далеко не	8	11
183	же в	5	11
184	на которой	2	11
185	к которому	2	11
186	я не	3	11
187	такой же	2	11
188	восходит к	4	11
189	в ее	5	10
190	вступает в	5	10
191	говорит о	3	10
192	указывает на	3	10
193	но как	4	10
194	как правило	6	10
195	он и	4	10
196	не мог	4	10
197	в состоянии	2	10
198	не как	3	10
199	а с	2	10
200	связаны с	2	10
201	не должен	2	10
202	о чем	5	10
203	а на	2	10
204	не было	3	10
205	себя в	6	10
206	и к	7	10
207	говорилось выше	2	9
208	тот же	3	9
209	в основе	2	9
210	в свою	9	9
211	в себя	6	9
212	не могут	2	9
213	это и	4	9
214	жизни и	2	9
215	героя и	7	9
216	ты не	2	9
217	что на	3	9
218	не будет	3	9
219	том чтобы	2	9
220	герой не	3	9
221	в чем	2	9
222	не видно	2	9
223	с его	15	9
224	приводит к	5	9
225	тем самым	8	8
226	он же	2	8
227	роль в	5	8
228	доказывает что	2	8
229	одно из	3	8
