N	2gram	Voloshinov	Analitik
1	не только	4	71
2	и в	12	66
3	но и	3	57
4	в том	6	52
5	может быть	14	52
6	в этом	4	51
7	как и	5	50
8	и не	10	48
9	а не	5	42
10	том что	5	40
11	при этом	6	40
12	так и	4	35
13	не может	16	29
14	как бы	13	29
15	отнюдь не	5	29
16	в его	2	27
17	и его	13	27
18	не в	4	26
19	но не	2	26
20	в себе	3	24
21	что в	2	22
22	о том	3	20
23	по отношению	11	19
24	но в	5	19
25	в своей	3	19
26	то же	5	19
27	в самом	4	19
28	с его	2	19
29	в то	2	18
30	в данном	2	18
31	отношению к	11	18
32	с другой	4	17
33	только в	6	17
34	могут быть	2	16
35	то что	5	16
36	в пределах	3	16
37	что и	2	16
38	не есть	2	15
39	прежде всего	8	15
40	уже не	4	15
41	и на	4	15
42	между тем	3	15
43	данном случае	2	14
44	не менее	3	14
45	мы имеем	2	14
46	в себя	2	14
47	по себе	3	13
48	ничего не	2	13
49	точки зрения	14	13
50	для него	3	13
51	он не	2	13
52	тому же	2	13
53	никогда не	5	12
54	и к	4	12
55	как это	2	12
56	еще не	3	12
57	как в	5	12
58	внутренней речи	3	12
59	это не	2	11
60	нуждается в	3	11
61	можно сказать	5	11
62	едва ли	2	10
63	все же	4	10
64	с одной	2	10
65	совпадает с	2	10
66	здесь не	3	10
67	в своем	2	9
68	того что	3	9
69	как уже	2	9
70	одной стороны	2	9
71	имеет место	2	9
72	другой стороны	2	9
73	за пределы	4	9
74	автора и	2	9
75	таким образом	12	9
76	вместе с	2	9
77	дело с	2	8
78	и все	2	8
79	если бы	9	8
80	с точки	2	8
81	с ним	3	8
82	в литературе	4	7
83	по природе	2	7
84	место в	2	7
85	все это	3	7
86	себя и	2	7
87	художественного произведения	7	7
88	героя и	5	7
89	и для	3	7
90	и является	4	7
91	в нашем	11	7
92	его в	4	6
93	что не	4	6
94	те же	2	6
95	в нем	6	6
96	и то	2	6
97	хотя бы	5	6
98	его как	2	6
99	художественное произведение	3	6
100	тем не	3	6
101	и более	3	6
102	уже в	2	6
103	и потому	2	5
104	самом деле	3	5
105	не так	2	5
106	в художественном	3	5
107	в них	3	5
108	и по	3	5
109	все эти	3	5
110	мы не	3	5
111	на примере	2	5
112	и здесь	2	5
113	да и	3	5
114	к его	2	5
115	к этому	2	5
116	с другими	2	5
117	в особенности	2	5
118	в этих	2	5
119	такой же	2	5
120	ни в	3	5
121	в котором	3	5
122	что мы	5	5
123	все они	2	4
124	в отношении	2	4
125	его к	2	4
126	и ее	3	4
127	до известной	2	4
128	отношение к	4	4
129	как к	3	4
130	только на	3	4
131	истории литературы	2	4
132	была бы	2	4
133	более того	2	4
134	к нему	4	4
135	и что	2	4
136	связь с	2	4
137	в чем	2	4
138	то ни	3	4
139	известной степени	2	4
140	сказать что	7	4
141	к предмету	5	4
142	но это	2	4
143	на него	2	4
144	ни было	4	4
145	сколько бы	3	4
146	между ними	2	4
147	высказывания и	2	4
148	бы не	2	4
149	на самом	4	3
150	в виду	5	3
151	в момент	2	3
152	тем как	2	3
153	в такой	3	3
154	ведь и	3	3
155	она не	2	3
156	в ней	6	3
157	частной жизни	2	3
158	и те	2	3
159	с героем	3	3
160	между собой	2	3
161	в зависимости	2	3
162	бы то	3	3
163	независимо от	2	3
164	так как	9	3
165	дело в	4	3
166	речи в	2	3
167	зависимости от	4	3
168	и наконец	3	3
169	в жизни	5	3
170	с этой	2	3
171	смысл и	2	3
172	в какой	2	3
173	когда он	3	3
174	оно не	2	3
175	и с	3	3
176	к содержанию	6	3
177	тогда когда	2	3
178	жизни и	4	3
179	выбор слова	2	3
180	из этого	3	3
181	как на	2	3
182	же самое	2	3
183	не к	3	3
184	этих двух	2	3
185	этой стороны	2	2
186	но мы	2	2
187	так же	3	2
188	для нас	7	2
189	в процессе	6	2
190	еще раз	2	2
191	бы мы	3	2
192	не способен	2	2
193	произведения и	3	2
194	ее и	3	2
195	не остается	2	2
196	имеет в	3	2
197	высказывания как	4	2
198	это как	3	2
199	не должна	3	2
200	автору и	3	2
201	о ком	2	2
202	этой точки	3	2
203	в поэзии	3	2
204	на все	2	2
205	в психике	2	2
206	и др	5	2
207	там где	2	2
208	разрыв между	2	2
209	и героя	6	2
210	но зато	2	2
211	одно и	2	2
212	или не	3	2
213	с автором	3	2
214	но отнюдь	2	2
215	героя или	2	2
216	нет ничего	2	2
217	на это	2	2
218	и слово	2	2
219	мы можем	2	2
220	и та	2	2
221	выходят за	2	2
222	как если	4	2
223	от всех	2	2
224	сих пор	3	2
225	со всех	2	2
226	к ним	2	2
227	зависит от	2	2
228	значения и	2	2
229	ко всем	2	2
230	автором и	2	2
231	жизнью и	2	2
232	в форме	2	2
233	до сих	3	2
234	художественного творчества	3	2
