N	2gram	Voloshinov	KFilosof
1	может быть	14	45
2	в его	2	42
3	в нем	6	32
4	не может	16	29
5	и не	10	28
6	и в	12	28
7	по отношению	11	26
8	в котором	3	24
9	отношению к	11	22
10	не есть	2	22
11	в себе	3	21
12	и его	13	18
13	только в	6	18
14	в своем	2	17
15	а не	5	17
16	в этом	4	15
17	не в	4	13
18	для него	3	13
19	точки зрения	14	13
20	но не	2	12
21	к нему	4	12
22	ни в	3	12
23	в своей	3	11
24	все эти	3	11
25	это не	2	10
26	и для	3	10
27	все это	3	10
28	с точки	2	10
29	но и	3	9
30	как бы	13	9
31	и все	2	9
32	если бы	9	8
33	быть только	2	8
34	жизни и	4	8
35	в себя	2	8
36	и здесь	2	7
37	то что	5	7
38	уже не	4	7
39	отнюдь не	5	7
40	конечно не	3	7
41	что и	2	7
42	ее и	3	6
43	отношение к	4	6
44	в том	6	6
45	смысл и	2	6
46	но все	2	6
47	место в	2	6
48	но это	2	6
49	он не	2	6
50	никогда не	5	5
51	его в	4	5
52	все же	4	5
53	не только	4	5
54	мы имеем	2	5
55	его как	2	5
56	хотя бы	5	5
57	то же	5	5
58	в событии	2	5
59	еще не	3	5
60	но в	5	5
61	как и	5	5
62	там где	2	5
63	себя и	2	5
64	с ним	3	5
65	в каком	3	4
66	том что	5	4
67	что в	2	4
68	ни было	4	4
69	прежде всего	8	4
70	в чем	2	4
71	к ним	2	4
72	для нас	7	4
73	при этом	6	4
74	из него	2	4
75	должна быть	5	4
76	между тем	3	4
77	до конца	2	3
78	ничего не	2	3
79	в то	2	3
80	на самом	4	3
81	здесь не	3	3
82	от того	4	3
83	бы не	2	3
84	в момент	2	3
85	эти моменты	2	3
86	самом деле	3	3
87	тем как	2	3
88	в виду	5	3
89	и пр	3	3
90	в корне	2	3
91	не менее	3	3
92	независимо от	2	3
93	о том	3	3
94	в ней	6	3
95	могут быть	2	3
96	но для	3	3
97	тогда когда	2	3
98	и та	2	3
99	и совершенно	2	3
100	и на	4	3
101	что не	4	3
102	того что	3	3
103	мы не	3	3
104	но конечно	2	3
105	быть и	3	3
106	ясно что	3	3
107	каждый момент	2	2
108	конечно в	2	2
109	и то	2	2
110	и потому	2	2
111	в данном	2	2
112	его к	2	2
113	и ее	3	2
114	дело в	4	2
115	то ни	3	2
116	к этому	2	2
117	тем не	3	2
118	к содержанию	6	2
119	как к	3	2
120	все они	2	2
121	бы оно	2	2
122	не остается	2	2
123	оценки и	2	2
124	так и	4	2
125	но этот	2	2
126	отношении к	3	2
127	едва ли	2	2
128	в жизни	5	2
129	как в	5	2
130	она не	2	2
131	дело с	2	2
132	оно не	2	2
133	имеем в	2	2
134	и содержания	2	2
135	в процессе	6	2
136	по себе	3	2
137	содержания и	2	2
138	контекста в	2	2
139	бы то	3	2
140	с его	2	2
