N	2gram	Vygotskiy_	Mirosoze
1	и в	55	97
2	может быть	34	64
3	не только	24	63
4	в этом	30	55
5	но и	16	54
6	он не	10	53
7	а не	16	53
8	в нем	13	49
9	не может	15	49
10	у него	9	47
11	и не	19	39
12	никогда не	15	38
13	потому что	48	37
14	в ней	5	37
15	не было	2	36
16	не в	12	34
17	и есть	7	33
18	для него	5	31
19	человека в	3	30
20	не есть	4	30
21	но он	6	30
22	прежде всего	6	29
23	как и	9	29
24	но в	7	27
25	и он	7	27
26	и это	13	25
27	в своей	8	25
28	он был	3	25
29	и все	15	24
30	у нас	7	24
31	в своем	12	23
32	что в	43	23
33	что он	30	22
34	в самом	18	21
35	в себе	13	20
36	до конца	7	19
37	как бы	33	19
38	в его	8	18
39	и потому	8	17
40	того что	12	17
41	в том	50	16
42	том что	46	16
43	то что	69	16
44	было бы	15	16
45	и его	10	16
46	в этой	15	15
47	не знает	2	15
48	в котором	5	15
49	в конце	10	14
50	так как	20	14
51	та же	6	13
52	и вот	7	13
53	на поверхности	2	13
54	в легенде	2	13
55	и на	12	13
56	это не	9	12
57	смысле слова	2	12
58	в них	7	12
59	все это	8	12
60	но не	9	12
61	с тем	10	11
62	и там	2	11
63	но это	2	11
64	хотя бы	5	11
65	в которой	4	11
66	только в	12	11
67	был бы	8	11
68	как в	4	11
69	и для	13	11
70	и к	5	11
71	жизни и	8	11
72	не могут	4	10
73	так же	19	10
74	есть не	7	10
75	это и	7	10
76	один из	9	10
77	должна быть	2	10
78	чем у	3	10
79	то же	16	10
80	не имеет	2	10
81	а в	7	9
82	к тому	12	9
83	не будет	3	9
84	что и	11	9
85	и во	2	9
86	из самых	3	9
87	должно быть	6	9
88	то есть	16	9
89	в свою	3	9
90	с ним	4	9
91	вместе с	16	9
92	вопрос о	6	8
93	ничего не	4	8
94	от него	5	8
95	в этих	3	8
96	не так	4	8
97	они не	3	8
98	что не	5	8
99	того чтобы	43	8
100	в отношении	2	8
101	нет в	2	8
102	с его	6	8
103	себя в	4	8
104	тем что	8	8
105	для того	45	8
106	что есть	3	8
107	нет и	2	8
108	о том	24	8
109	и с	3	8
110	еще в	2	8
111	уже в	7	8
112	те же	3	7
113	она есть	2	7
114	как он	6	7
115	но если	3	7
116	должен быть	3	7
117	что все	12	7
118	он в	3	7
119	мог бы	3	7
120	точки зрения	15	7
121	себя и	3	7
122	что она	10	7
123	на этом	11	7
124	в жизни	2	7
125	не хотел	2	7
126	не существует	3	7
127	в нашем	3	7
128	если он	2	7
129	от нее	2	7
130	отношения к	2	7
131	во всем	3	7
132	чем в	3	7
133	его в	2	6
134	не как	3	6
135	на все	2	6
136	увидим что	13	6
137	в ее	3	6
138	его на	2	6
139	его не	2	6
140	совсем не	3	6
141	должен был	7	6
142	это есть	3	6
143	быть и	2	6
144	того как	4	6
145	и от	2	6
146	что это	15	6
147	можно было	6	6
148	к ней	3	6
149	к другу	5	6
150	если бы	21	6
151	с этой	5	6
152	жизнь и	2	6
153	что у	7	6
154	на то	27	6
155	и здесь	11	6
156	весь в	2	6
157	в которых	4	6
158	друг к	5	6
159	и если	13	5
160	оно не	2	5
161	с собой	3	5
162	в то	6	5
163	в их	3	5
164	так и	6	5
165	все время	44	5
166	и этот	2	5
167	мысли о	2	5
168	для чего	4	5
169	не для	4	5
170	сказать что	14	5
171	тот же	5	5
172	во всяком	2	5
173	в основе	9	5
174	да и	4	5
175	и мы	28	5
176	с этим	4	5
177	вопроса о	2	5
178	говорит что	13	5
179	по преимуществу	2	5
180	которые не	2	5
181	отличается от	4	5
182	и как	10	5
183	бы в	7	5
184	мы увидим	11	5
185	для этого	12	5
186	еще не	6	5
187	его и	2	5
188	как будто	7	5
189	сих пор	9	5
190	на протяжении	2	5
191	хотел бы	2	5
192	то он	2	5
193	думать что	3	5
194	когда он	10	5
195	которых он	3	5
196	перед ним	2	5
197	до сих	9	5
198	той же	6	5
199	по отношению	3	4
200	в каждом	2	4
201	сам не	2	4
202	иное как	2	4
203	не что	2	4
204	от того	6	4
205	это очень	2	4
206	пребывает в	2	4
207	конце концов	6	4
208	он должен	8	4
209	так что	8	4
210	что иное	2	4
211	к другому	2	4
212	а с	7	4
213	они были	3	4
214	в него	5	4
215	одна и	2	4
216	по сравнению	4	4
217	только с	3	4
218	тому что	11	4
219	к этой	2	4
220	в центре	2	4
221	и тот	2	4
222	себе и	4	4
223	могут быть	8	4
224	мы видим	13	4
225	и до	4	4
226	все эти	5	4
227	что они	11	4
228	никто не	4	4
229	и можно	2	4
230	не все	3	4
231	к которой	4	4
232	его с	2	4
233	оно есть	2	4
234	нем нет	3	4
235	любви и	3	4
236	и даже	4	4
237	на деле	9	4
238	ни в	5	4
239	нельзя было	2	4
240	заключает в	7	4
241	и их	3	4
242	и только	5	4
243	все равно	3	4
244	мы не	8	4
245	отношению к	2	4
246	нас в	2	4
247	время как	5	4
248	мы еще	2	4
249	еще более	2	4
250	в той	3	4
251	в своих	9	4
252	и что	45	4
253	то время	4	4
254	будто бы	3	4
255	к его	2	3
256	были бы	3	3
257	этой трагедии	5	3
258	этого необходимо	2	3
259	к этим	2	3
260	о чем	4	3
261	в состоянии	3	3
262	и поэтому	4	3
263	ему удалось	2	3
264	является в	2	3
265	давно уже	2	3
266	с которым	5	3
267	и тем	6	3
268	но она	3	3
269	в трагедии	21	3
270	все же	11	3
271	одной и	4	3
272	мы должны	10	3
273	на том	4	3
274	что всякий	2	3
275	даже и	2	3
276	между тем	4	3
277	в уста	3	3
278	в виду	5	3
279	ту же	3	3
280	что оно	12	3
281	и та	5	3
282	на его	4	3
283	же как	4	3
284	когда в	2	3
285	и когда	12	3
286	и самый	2	3
287	это значит	2	3
288	с таким	2	3
289	которую он	2	3
290	в строении	3	3
291	литературы и	2	3
292	и то	12	3
293	обратиться к	9	3
294	из этой	2	3
295	и эта	2	3
296	то это	6	3
297	в противоположность	3	3
298	в душе	2	3
299	к этому	5	3
300	конечно не	3	3
301	об этом	5	3
302	что нет	3	3
303	мысль о	5	3
304	находится в	2	3
305	и той	4	3
306	превращается в	2	3
307	есть та	2	3
308	но ведь	2	3
309	все три	2	3
310	для нас	9	3
311	чем не	2	3
312	в пределах	3	3
313	во всех	6	3
314	не с	2	3
315	именно потому	4	3
316	на этот	7	3
317	в самых	4	3
318	он может	3	3
319	с гениальной	2	3
320	он знает	3	3
321	заложено в	2	3
322	приводит к	2	3
323	которой все	2	3
324	жизни а	2	3
325	в одном	5	3
326	всякий раз	6	3
327	ко всем	2	3
328	тому как	3	3
329	ближе к	2	3
330	и жизнь	2	3
331	нет ни	4	3
332	он хотел	2	3
333	сравнению с	4	3
334	и за	4	3
335	он все	2	2
336	на самом	9	2
337	в каком	7	2
338	это означает	2	2
339	решить вопрос	2	2
340	в понимании	2	2
341	что их	2	2
342	или иной	2	2
343	в действительности	2	2
344	нисколько не	3	2
345	есть только	3	2
346	любовь в	2	2
347	не потому	2	2
348	оказывается что	2	2
349	не раз	2	2
350	и каждый	2	2
351	со своим	2	2
352	бы его	3	2
353	а как	3	2
354	и других	2	2
355	любит не	2	2
356	чтобы заставить	2	2
357	он мог	3	2
358	они должны	2	2
359	нас не	2	2
360	самом деле	17	2
361	говорил что	2	2
362	тем как	2	2
363	смысл в	2	2
364	была бы	4	2
365	о нем	3	2
366	которые в	2	2
367	толстого в	2	2
368	от этой	3	2
369	того же	5	2
370	могли бы	6	2
371	к самому	3	2
372	ни одного	5	2
373	между ними	2	2
374	с которой	2	2
375	же не	2	2
376	верно и	3	2
377	совершенно другой	2	2
378	с такой	5	2
379	к жизни	2	2
380	когда она	3	2
381	и нам	2	2
382	в каком-то	2	2
383	связи с	2	2
384	или от	2	2
385	связаны с	2	2
386	в сущности	14	2
387	во время	4	2
388	столь же	3	2
389	бы сказать	3	2
390	их в	4	2
391	относится к	2	2
392	достигает своего	2	2
393	не могли	4	2
394	есть то	2	2
395	что если	9	2
396	когда мы	10	2
397	в последней	3	2
398	это было	4	2
399	этом отношении	3	2
400	в глаза	2	2
401	если я	2	2
402	целый ряд	5	2
403	на периферии	2	2
404	находятся в	4	2
405	только для	2	2
406	ее в	2	2
407	для нашей	2	2
408	и о	5	2
409	но они	2	2
410	в какой	5	2
411	быть не	2	2
412	с другой	12	2
413	их не	2	2
414	ни один	2	2
415	пути и	3	2
416	что такое	2	2
417	одну и	2	2
418	находит себе	5	2
419	основана на	2	2
420	себя за	2	2
421	это совершенно	4	2
422	если не	2	2
423	и именно	8	2
424	что мы	12	2
425	по себе	13	2
426	и действительно	2	2
427	толстого который	2	2
428	которое было	2	2
429	сам по	4	2
430	и уже	4	2
431	что эта	8	2
432	и чтобы	3	2
