N	2gram	Bakhtin_Fr	Myslijsy
1	потому что	9	182
2	то есть	36	142
3	и в	73	121
4	может быть	5	107
5	в том	13	103
6	то что	12	83
7	для нас	2	75
8	что в	14	73
9	и не	13	73
10	только в	7	72
11	не только	11	67
12	а не	2	67
13	таким образом	34	64
14	том что	8	59
15	так как	9	59
16	в этом	21	59
17	но и	15	59
18	то же	16	56
19	не в	12	54
20	в себе	16	53
21	не может	4	52
22	по себе	2	52
23	того что	5	47
24	в нем	18	45
25	было бы	5	45
26	не есть	2	42
27	как и	19	42
28	так что	2	39
29	вместе с	9	39
30	мы не	2	38
31	что и	6	38
32	так и	13	37
33	при этом	5	37
34	как в	9	37
35	что мы	2	36
36	тем что	8	33
37	и что	5	32
38	по отношению	3	30
39	а в	10	30
40	между тем	2	29
41	вовсе не	11	28
42	есть только	3	28
43	для него	7	28
44	с этим	4	27
45	не было	4	26
46	отношению к	3	26
47	между собою	3	24
48	в то	14	24
49	с тем	2	23
50	того как	7	23
51	как бы	15	23
52	но в	12	22
53	не имеет	4	22
54	с другой	3	22
55	и потому	6	21
56	в ней	10	20
57	в одном	5	20
58	это не	7	20
59	тем самым	3	19
60	мысли и	3	19
61	и как	5	19
62	с ним	6	19
63	есть не	2	19
64	и то	3	19
65	сказать что	4	19
66	что это	9	19
67	но это	3	19
68	должно быть	4	19
69	о том	13	19
70	того же	7	19
71	еще не	3	18
72	не могут	3	18
73	в человеке	2	18
74	в самом	9	18
75	в его	18	17
76	слова и	2	17
77	точки зрения	6	17
78	во всяком	2	17
79	уже в	9	17
80	в своем	13	16
81	к тому	2	16
82	а только	2	16
83	в которой	3	16
84	так же	11	16
85	если б	2	16
86	в них	14	16
87	что если	2	16
88	каждый раз	3	16
89	и на	12	16
90	и по	4	15
91	в этих	6	15
92	с одной	3	15
93	и тем	3	15
94	что он	8	15
95	прежде всего	18	15
96	в свою	3	15
97	уже не	2	15
98	свою очередь	3	14
99	связи с	5	14
100	в истории	3	14
