N	2gram	Voloshinov	Formalny
1	и в	13	95
2	и не	8	78
3	поэтического языка	2	67
4	может быть	8	66
5	в этом	2	61
6	не может	8	57
7	и пр	7	53
8	вовсе не	2	53
9	таким образом	6	52
10	и его	12	51
11	так и	3	50
12	точки зрения	7	47
13	в нем	2	42
14	в его	7	42
15	прежде всего	9	41
16	с точки	5	40
17	как и	3	39
18	художественного произведения	5	36
19	не в	3	35
20	в самом	2	35
21	в процессе	5	34
22	а не	2	34
23	но и	3	33
24	то же	4	32
25	самом деле	3	32
26	истории литературы	2	31
27	не только	6	30
28	в пределах	3	28
29	в том	2	26
30	если бы	2	26
31	то что	6	25
32	при этом	2	24
33	в своей	4	24
34	лишь в	4	24
35	в ней	2	23
36	было бы	4	23
37	с помощью	2	23
38	и ее	2	22
39	как бы	6	21
40	что в	3	21
41	в их	3	20
42	не менее	2	20
43	формальный метод	2	20
44	входит в	2	20
45	все это	4	19
46	хотя бы	5	19
47	социальная оценка	5	19
48	социального общения	6	19
49	художественное произведение	2	19
50	все же	5	18
51	и все	3	18
52	все эти	2	18
53	в связи	2	18
54	и их	7	18
55	только в	6	18
56	более того	2	17
57	как в	2	17
58	так же	2	16
59	в искусстве	3	16
60	с другой	2	16
61	но в	4	15
62	в поэзии	5	15
63	бы в	2	15
64	так как	3	15
65	в целом	2	14
66	языка и	5	14
67	в ее	3	14
68	литературное произведение	2	14
69	языка как	3	13
70	а в	2	13
71	что же	3	13
72	могут быть	2	13
73	тем что	2	13
74	социальной оценки	2	12
75	в действительности	2	12
76	по отношению	3	12
77	там где	2	12
78	к тому	2	12
79	отношению к	3	12
80	и для	3	12
81	поэтического произведения	3	12
82	никогда не	3	11
83	в общем	2	11
84	литературного произведения	2	11
85	слова и	2	11
86	произведения как	4	11
87	что они	2	11
88	для него	2	11
89	зависимости от	2	11
90	между тем	2	11
91	не как	3	10
92	каждый элемент	2	10
93	и др	2	10
94	в зависимости	2	10
95	мы не	4	10
96	другой стороны	2	10
97	не является	4	10
98	материала и	3	10
99	в своих	2	10
100	материала в	4	10
101	на фоне	4	10
102	и может	2	9
103	или иного	2	9
104	в каждом	4	9
105	но ведь	5	9
106	от всех	2	9
107	метода в	5	9
108	говорить о	3	9
109	в языке	2	9
110	в шкловского	2	8
111	одной стороны	2	8
112	в них	2	8
113	с одной	2	8
114	в области	2	8
115	с этим	3	8
116	в данном	2	8
117	и должно	2	8
118	и является	2	8
119	и к	2	8
120	роль в	2	8
121	том что	2	7
122	в себе	3	7
123	не на	2	7
124	форм и	2	7
125	того или	2	7
126	и наконец	5	7
127	только и	4	7
128	чем же	2	7
129	от этого	2	7
130	данном случае	2	6
131	и отчасти	2	6
132	в которой	3	6
133	и тем	2	6
134	те же	2	6
135	художественных произведений	2	6
136	ее в	2	6
137	общения и	2	6
138	за пределы	3	6
139	произведения но	2	6
140	но для	3	6
141	в произведении	2	6
142	социальной группы	4	6
143	уже в	2	6
144	материал в	2	6
145	учение о	2	6
146	мы должны	6	5
147	о языке	2	5
148	а как	2	5
149	мы уже	2	5
150	может стать	2	5
151	и истории	2	5
152	оценка и	2	5
153	слов и	4	5
154	на язык	2	5
155	да и	3	5
156	и то	3	5
157	к предмету	2	5
158	не столько	3	5
159	и эта	5	5
160	мы можем	4	5
161	с этой	2	5
162	не имеет	2	5
163	в отношении	2	5
164	еще в	2	5
165	социологический метод	2	5
166	и следовательно	2	4
167	наконец в	2	4
168	слово в	3	4
169	самого начала	2	4
170	социальной оценкой	2	4
171	во всей	2	4
172	с самого	2	4
173	имеет место	2	4
174	превращается в	3	4
175	со всей	3	4
176	данного материала	2	4
177	в целях	2	4
178	думать что	2	4
179	в поэтике	3	4
180	вполне понятно	4	4
181	к одному	3	3
182	художественного общения	4	3
183	произведения является	2	3
184	и при	2	3
185	к сожалению	2	3
186	подойти к	2	3
187	вопроса о	4	3
188	может иметь	2	3
189	и этот	2	3
190	говорить об	2	3
191	при анализе	3	3
192	смысле слова	2	3
193	нуждается в	2	3
194	мы видим	2	3
195	поставить вопрос	3	3
196	тот же	2	3
197	вряд ли	3	3
198	кажется что	2	3
199	в сознании	4	3
200	во всем	2	3
201	экспрессивная интонация	5	3
202	в чем	2	3
203	она является	2	3
204	литературного языка	2	3
205	сознания и	2	3
206	в одном	3	3
207	что эта	2	3
208	ничего общего	3	3
209	материалом для	2	3
210	во времени	2	2
211	и социально	2	2
212	в тех	2	2
213	связанных с	2	2
214	в другом	2	2
215	с историей	2	2
216	есть не	2	2
217	в школе	4	2
218	может в	2	2
219	в руках	2	2
220	общего с	3	2
221	но так	2	2
222	изобразительных искусствах	2	2
223	социального события	2	2
224	не касаемся	2	2
225	языка но	2	2
226	его на	2	2
227	с ними	2	2
228	и композиции	2	2
229	в двух	4	2
230	в структуре	2	2
231	одно и	3	2
232	к единству	3	2
233	беспредметных искусств	2	2
234	в этот	2	2
235	литературной школы	2	2
236	марксистского литературоведения	3	2
237	героя и	2	2
238	экспрессивной интонации	3	2
239	элемента в	2	2
240	несмотря на	2	2
241	этот материал	2	2
242	поэтической речи	3	2
