N	3gram	Propp_Morf	Istorich
1	и т д	60	142
2	в этих случаях	14	47
3	с другой стороны	5	46
4	мы видим что	11	30
5	в этом случае	10	29
6	в иное царство	6	28
7	с одной стороны	2	28
8	в том что	4	25
9	не может быть	9	24
10	тем не менее	6	23
11	но все же	4	23
12	точно так же	2	22
13	о том что	3	22
14	мы имеем в	2	19
15	в связи с	9	17
16	в данном случае	2	15
17	о том как	2	15
18	по отношению к	7	14
19	на то что	3	14
20	в сказке о	2	14
21	мы увидим ниже	6	13
22	мы увидим что	2	13
23	в то время	3	13
24	то время как	3	13
25	таким образом мы	7	13
26	мы уже видели	2	13
27	мы не будем	2	12
28	в тех случаях	2	11
29	что иное как	2	11
30	не что иное	2	11
31	случай мы имеем	3	10
32	как и в	3	10
33	можно было бы	2	10
34	тех случаях когда	2	10
35	более или менее	2	9
36	но так как	2	9
37	в таких случаях	2	9
38	как мы увидим	5	9
39	с того что	2	8
40	образом мы видим	4	8
41	подобно тому как	5	8
42	во всяком случае	2	7
43	наряду с этим	5	7
44	дело не в	2	7
45	в большинстве случаев	3	7
46	отсюда видно что	2	7
47	то что в	2	7
48	во время боя	2	7
49	на первый взгляд	3	7
50	начинается с того	2	7
51	на курьих ножках	2	6
52	имеем в сказке	4	6
53	т д но	4	6
54	и в других	2	6
55	для наших целей	2	5
56	на самом деле	4	5
57	для того чтобы	3	5
58	то же происходит	2	5
59	до наших дней	2	5
60	т д в	2	5
61	при помощи которой	2	4
62	состоит в том	3	4
63	это еще не	2	4
64	в руки героя	3	4
65	с точки зрения	6	4
66	оно может быть	2	4
67	и тем не	2	4
68	вопрос о том	2	4
69	друг на друга	2	4
70	можно наблюдать что	5	4
71	независимо от того	4	4
72	бы то ни	3	3
73	во второй раз	2	3
74	то ни было	2	3
75	есть и другие	2	3
76	в точности соответствует	2	3
77	может быть разрешен	3	3
78	в обоих случаях	2	3
79	если это так	2	3
80	к тому что	4	3
81	не может считаться	4	3
82	в иных случаях	2	3
83	героя из дома	2	2
84	можно показать что	2	2
85	требует чтобы герой	3	2
86	может быть и	2	2
87	не значит что	3	2
88	также может быть	2	2
89	со стороны их	2	2
90	но если это	2	2
91	получение волшебного средства	6	2
92	можно заметить что	2	2
93	отсюда вывод что	2	2
94	хотя и не	2	2
95	не могут быть	4	2
96	в ходе действия	4	2
97	это не значит	2	2
98	и пр то	2	2
99	может быть названо	4	2
100	руки героя попадает	2	2
101	задавание трудных задач	2	2
102	не в количестве	2	2
103	можно сделать из	2	2
104	вне связи с	2	2
105	связи с сватовством	4	2
106	и пр а	3	2
107	то мы имеем	2	2
108	но для наших	2	2
109	коня и пр	2	2
110	и таким образом	2	2
111	в тех же	4	2
112	приводят к тому	2	2
113	здесь можно наблюдать	2	2
