N	2gram	Medvedev_F	Sovremen
1	не может	26	17
2	точки зрения	21	12
3	может быть	30	12
4	таким образом	28	11
5	мы не	6	9
6	в каждом	3	8
7	не можем	3	7
8	и в	54	7
9	в этом	39	7
10	и не	34	6
11	ничего не	5	6
12	как и	18	6
13	только одна	2	6
14	в результате	8	6
15	что же	6	5
16	с точки	17	5
17	все эти	12	5
18	и наконец	7	5
19	прежде всего	34	5
20	каждого элемента	2	4
21	нет и	2	4
22	вопрос о	3	4
23	мы видели	5	4
24	зависимости от	5	4
25	это не	4	4
26	не только	14	4
27	в том	17	4
28	в зависимости	4	4
29	как бы	10	4
30	их в	2	4
31	так как	4	4
32	же это	2	4
33	если мы	5	4
34	в дальнейшем	3	4
35	в целом	7	4
36	в развитии	2	4
37	жизни и	10	4
38	вместе с	8	4
39	а в	11	4
40	из них	5	4
41	с помощью	13	4
42	и потому	9	3
43	но в	9	3
44	с самого	2	3
45	а все	2	3
46	при этом	14	3
47	с необходимостью	2	3
48	не в	16	3
49	все же	8	3
50	он в	3	3
51	как он	2	3
52	было бы	10	3
53	в области	6	3
54	в себе	4	3
55	еще не	6	3
56	одна из	2	3
57	у нас	6	3
58	и все	9	3
59	все это	11	3
60	в нем	25	3
61	само собою	2	3
62	а не	11	3
63	в первом	8	3
64	и к	7	3
65	в этой	10	3
66	при таком	5	3
67	то же	16	3
68	в одном	2	3
69	отличается от	4	3
70	самого начала	2	3
71	поэтому мы	2	3
72	отнюдь не	13	3
73	в конце	2	3
74	его развития	2	3
75	в системе	3	3
76	ясно что	3	3
77	но все	4	2
78	только так	2	2
79	на его	2	2
80	и по	3	2
81	всяком случае	6	2
82	значение в	4	2
83	быть и	5	2
84	роль в	2	2
85	каждого из	3	2
86	а на	2	2
87	не менее	12	2
88	той же	2	2
89	первый период	6	2
90	не могут	8	2
91	в его	30	2
92	он должен	4	2
93	с этим	6	2
94	и пр	30	2
95	и что	2	2
96	то и	2	2
97	во всяком	6	2
98	и во	2	2
99	что такое	2	2
100	в науке	2	2
101	приводит к	4	2
102	свою очередь	6	2
103	из этих	4	2
104	тот или	2	2
105	так сказать	6	2
106	в самом	17	2
107	или же	4	2
108	в виде	2	2
109	еще более	6	2
110	знаем что	2	2
111	что в	10	2
112	в настоящее	11	2
113	совершенно не	5	2
114	все те	2	2
115	ни одна	2	2
116	в таком	2	2
117	в которой	5	2
118	такой же	2	2
119	в некоторых	2	2
120	самом деле	12	2
121	со всеми	3	2
122	в живом	6	2
123	уже не	9	2
124	в свою	8	2
125	то ни	5	2
126	если же	4	2
127	в нашем	2	2
128	говорим о	2	2
129	могут быть	7	2
130	в отличие	2	2
131	отличие от	2	2
132	представлять себе	3	2
133	настоящее время	11	2
134	с одной	5	2
135	на этом	2	2
136	как мы	10	2
137	говорить о	4	2
138	не дает	3	2
139	мы знаем	3	2
140	этих двух	2	2
141	тем не	2	2
142	на котором	2	2
143	и даже	7	2
144	тем же	3	2
145	на их	3	2
146	период развития	4	2
