N	3gram	Losev_Prob	DiskursI
1	в том что	7	28
2	с одной стороны	4	14
3	не может быть	5	12
4	в данном случае	10	12
5	той или иной	5	10
6	о том что	16	9
7	в то же	4	8
8	в этом отношении	2	8
9	по крайней мере	8	6
10	так и в	2	6
11	с точки зрения	3	6
12	то же самое	9	5
13	и как бы	2	5
14	одной стороны и	2	5
15	что же касается	3	5
16	подобно тому как	2	5
17	не только в	3	5
18	с другой стороны	7	5
19	дело в том	3	5
20	тем не менее	25	4
21	тот или иной	3	4
22	одного и того	2	4
23	можно сказать что	6	4
24	в этом случае	6	4
25	в частности в	2	4
26	и того же	2	4
27	сказать и о	3	4
28	то есть в	6	3
29	можно говорить о	2	3
30	и в частности	3	3
31	содержит в себе	7	3
32	в себе не	3	3
33	в том случае	2	3
34	более или менее	7	3
35	том что в	2	3
36	говоря уже о	5	3
37	в том числе	2	3
38	также и в	2	3
39	том числе и	2	3
40	во всяком случае	11	3
41	как будто бы	4	3
42	на первый взгляд	2	3
43	того или иного	6	3
44	не говоря уже	6	3
45	пока еще не	4	3
46	бы то ни	2	2
47	а не только	2	2
48	сами по себе	5	2
49	на том что	3	2
50	и тем же	2	2
51	а также и	2	2
52	не совпадает с	2	2
53	тем что он	2	2
54	но и в	3	2
55	с самого начала	2	2
56	только то что	6	2
57	только в том	4	2
58	одним и тем	2	2
59	но отнюдь не	4	2
60	мысль о том	2	2
61	ни одна из	2	2
62	и то что	9	2
