N	2gram	Vygotskiy_	Mirosoze
1	и в	38	97
2	может быть	25	64
3	не только	16	63
4	в этом	35	55
5	но и	9	54
6	он не	6	53
7	а не	7	53
8	в нем	4	49
9	не может	11	49
10	у него	3	47
11	и не	16	39
12	никогда не	11	38
13	потому что	14	37
14	в ней	3	37
15	не в	10	34
16	для него	6	31
17	не есть	5	30
18	прежде всего	6	29
19	как и	20	29
20	но в	4	27
21	в мире	2	27
22	человека и	6	26
23	и это	7	25
24	в своей	9	25
25	и все	5	24
26	в своем	9	23
27	что в	31	23
28	что он	13	22
29	в самом	8	21
30	в себе	9	20
31	до конца	2	19
32	как бы	17	19
33	в его	22	18
34	и потому	2	17
35	того что	17	17
36	в том	59	16
37	том что	44	16
38	то что	27	16
39	было бы	15	16
40	и его	5	16
41	быть может	2	15
42	в этой	7	15
43	в котором	3	15
44	так как	19	14
45	та же	3	13
46	друг друга	7	13
47	и на	9	13
48	это не	5	12
49	и у	7	12
50	смысле слова	5	12
51	в них	3	12
52	все это	8	12
53	привести к	2	12
54	но не	7	12
55	с тем	18	11
56	но это	7	11
57	менее всего	2	11
58	хотя бы	2	11
59	в которой	4	11
60	только в	16	11
61	был бы	2	11
62	как в	14	11
63	и для	4	11
64	уже не	3	11
65	и к	9	11
66	не могут	5	10
67	для человека	2	10
68	так же	26	10
69	один из	8	10
70	то же	18	10
71	связана с	3	10
72	не имеет	3	10
73	есть и	2	9
74	бы и	2	9
75	а в	7	9
76	к тому	8	9
77	не будет	2	9
78	что и	14	9
79	и во	4	9
80	должно быть	3	9
81	все что	4	9
82	в свою	4	9
83	с ним	4	9
84	не мог	4	9
85	вместе с	18	9
86	вопрос о	2	8
87	в этих	4	8
88	они не	4	8
89	того чтобы	15	8
90	в отношении	14	8
91	только и	2	8
92	с его	3	8
93	тем что	12	8
94	для того	14	8
95	о том	6	8
96	и с	5	8
97	еще в	2	8
98	уже в	10	8
99	те же	6	7
100	как он	8	7
101	высшей степени	11	7
102	но если	2	7
103	что все	2	7
104	мог бы	5	7
105	точки зрения	27	7
106	все еще	2	7
107	что она	7	7
108	на этом	3	7
109	в высшей	11	7
110	в жизни	3	7
111	также и	3	7
112	в нашем	2	7
113	от нее	4	7
114	во всем	7	7
115	чем в	4	7
116	его в	8	6
117	не как	3	6
118	у человека	2	6
119	на пути	2	6
120	на все	2	6
121	у них	3	6
122	увидим что	5	6
123	и те	3	6
124	должен был	2	6
125	того как	5	6
126	самого себя	2	6
127	и от	5	6
128	что это	8	6
129	можно было	10	6
130	к ней	2	6
131	если бы	12	6
132	с этой	6	6
133	же и	2	6
134	по своей	12	6
135	и более	4	6
136	что у	3	6
137	на то	7	6
138	и здесь	5	6
139	в которых	3	6
140	оно не	3	5
141	означает что	2	5
142	в то	5	5
143	к которому	6	5
144	в их	12	5
145	так и	11	5
146	все время	6	5
147	от этого	6	5
148	связано с	2	5
