N	2gram	Medvedev_F	TeoriaLi
1	в качестве	2	33
2	в мире	4	26
3	не только	14	24
4	и в	54	24
5	в частности	4	23
6	состоит в	3	22
7	может быть	30	22
8	в том	17	20
9	при этом	14	20
10	и не	34	17
11	а в	11	15
12	но и	18	14
13	так и	24	14
14	а не	11	14
15	в себе	4	14
16	но не	5	13
17	в этом	39	12
18	то же	16	12
19	произведение искусства	4	12
20	но в	9	12
21	сводится к	6	12
22	в его	30	12
23	литературного произведения	6	11
24	том что	3	11
25	точки зрения	21	11
26	и его	27	11
27	по отношению	4	10
28	лишь в	15	10
29	отношению к	4	10
30	как это	8	10
31	что в	10	10
32	в данном	2	9
33	не сводится	2	9
34	не в	16	9
35	в искусстве	6	9
36	в душе	2	9
37	с другой	8	9
38	в то	14	9
39	только в	6	9
40	не может	26	8
41	как бы	10	8
42	в своей	16	8
43	же время	13	8
44	в своем	12	7
45	отношение к	4	7
46	во второй	3	7
47	в области	6	7
48	отличие от	2	7
49	в самом	17	7
50	в отличие	2	7
51	место в	8	7
52	не столько	5	7
53	в нем	25	7
54	тем самым	5	6
55	или иного	8	6
56	того или	6	6
57	другой стороны	5	6
58	в первой	2	6
59	со стороны	7	6
60	не менее	12	6
61	еще не	6	6
62	то что	14	6
63	или менее	7	6
64	как и	18	6
65	более или	7	6
66	с другими	11	6
67	или иначе	2	6
68	уже не	9	6
69	приводит к	4	6
70	между ними	3	6
71	в ее	10	6
72	в основе	7	6
73	с его	12	6
74	данном случае	2	5
75	по преимуществу	6	5
76	художественного произведения	27	5
77	как в	12	5
78	как к	5	5
79	ни в	3	5
80	в виду	2	5
81	и тем	3	5
82	роли в	4	5
83	не является	3	5
84	для того	3	5
85	и о	3	5
86	в пределах	13	5
87	для него	9	5
88	искусства в	4	5
89	на почве	20	5
90	между тем	4	5
91	могут быть	7	5
92	в художественном	5	5
93	того чтобы	4	5
94	того что	7	5
95	он не	8	5
96	можно сказать	2	5
97	литературных произведений	5	5
98	никогда не	6	4
99	сказать что	3	4
100	в отношении	3	4
101	его в	5	4
