N	2gram	Bakhtin_Pr	RusskieA
1	и в	38	79
2	в том	8	64
3	том что	3	59
4	что в	7	57
5	не только	9	41
6	в этом	15	33
7	и другие	2	33
8	как бы	22	31
9	но и	9	31
10	в других	4	30
11	как и	7	28
12	может быть	26	28
13	и на	3	28
14	одна из	2	24
15	и т	14	23
16	о том	4	23
17	при этом	5	22
18	это не	5	20
19	как мы	7	20
20	а в	6	20
21	все это	3	18
22	то что	8	17
23	таким образом	10	17
24	у нас	2	14
25	не менее	4	14
26	в них	5	14
27	как это	2	14
28	тем не	3	14
29	и не	42	14
30	и с	17	14
31	и что	2	14
32	к этому	2	13
33	не может	27	13
34	еще не	7	13
35	как в	4	13
36	в некоторых	2	13
37	в виде	2	12
38	мы имеем	2	12
39	тем что	2	12
40	но это	3	11
41	мы увидим	3	11
42	не имеет	9	11
43	далеко не	5	11
44	его в	9	10
45	и других	2	10
46	так и	5	10
47	по существу	2	10
48	между тем	7	10
49	все же	6	10
50	что и	2	10
51	или в	2	10
52	данном случае	4	9
53	том же	2	9
54	но в	4	9
55	и все	3	9
56	то же	5	9
57	но не	12	9
58	того что	2	8
59	в россии	2	8
60	в данном	4	8
61	того чтобы	2	8
62	связи с	2	8
63	что это	2	8
64	не все	2	8
65	во всех	11	8
66	для того	2	8
67	в этих	2	8
68	в своем	5	7
69	мы должны	2	7
70	ничего не	6	7
71	не в	7	7
72	к нему	10	7
73	на них	3	7
74	было бы	8	7
75	и как	8	7
76	иногда и	3	7
77	не можем	2	7
78	только в	13	7
79	а не	5	7
80	не будем	3	6
81	и у	2	6
82	на этом	2	6
83	в их	10	6
84	не всегда	6	6
85	она не	2	6
86	в нем	15	6
87	с ними	4	6
88	все эти	5	6
89	связаны с	2	6
90	а иногда	2	6
91	чем в	2	6
92	но она	2	6
93	в новый	2	6
94	и о	5	6
95	но они	4	6
96	и пр	2	6
97	и более	2	6
98	приводит к	3	6
99	в таком	3	6
100	на самом	4	5
101	и потому	4	5
102	в тех	3	5
103	к себе	2	5
104	что он	2	5
105	прежде всего	13	5
106	и др	8	5
107	в свою	2	5
108	в то	4	5
109	в целом	3	5
110	в связи	2	5
111	там где	6	5
112	не было	2	5
113	например в	3	5
114	в его	43	5
115	по поводу	2	5
116	можно было	4	5
117	в особенности	2	5
118	не с	4	5
119	и для	11	5
120	с другой	7	5
121	входит в	8	5
122	и к	3	5
123	отнюдь не	19	5
124	с ним	5	5
125	в таких	2	4
126	и ее	2	4
127	и при	2	4
128	здесь мы	2	4
129	от них	2	4
130	отличие от	5	4
131	могут быть	5	4
132	не на	5	4
133	в основе	5	4
134	и от	3	4
135	а к	2	4
136	несмотря на	3	4
137	и здесь	2	4
138	кроме того	3	4
139	природы и	3	4
140	в отличие	5	4
141	так называемый	2	4
142	в котором	2	4
143	в своих	2	4
144	в ней	4	4
145	во всем	2	4
146	на основе	6	4
147	никогда не	5	3
148	но можно	2	3
149	том как	2	3
150	в форме	4	3
151	то есть	46	3
152	не во	2	3
153	в виду	4	3
154	только по	4	3
155	мы здесь	4	3
156	что все	2	3
157	и это	3	3
158	точки зрения	8	3
159	связь с	3	3
160	и те	2	3
161	большинстве случаев	5	3
162	в области	11	3
163	в какой	2	3
164	в ее	4	3
165	и во	2	3
166	в своей	7	3
167	нет и	3	3
168	место в	8	3
169	и другими	3	3
170	хотя и	3	3
171	имеет место	5	3
172	независимо от	13	3
173	с другими	3	3
174	по отношению	21	3
175	на него	3	3
176	если бы	3	3
177	на первый	2	3
178	можно говорить	2	3
179	нами выше	2	3
180	можно сделать	2	3
181	отношению к	19	3
182	с одной	3	3
183	не к	6	3
184	на то	2	3
185	все что	3	3
186	слова в	7	3
187	и этим	6	3
188	их и	2	3
189	из которых	2	3
190	с точки	6	3
191	здесь не	4	3
192	только как	6	3
193	и его	16	3
194	как только	3	3
195	в большинстве	5	3
196	в область	3	2
197	в иных	3	2
198	не имеют	2	2
199	в себе	4	2
200	от него	3	2
201	и вообще	2	2
202	отношение к	10	2
203	и наконец	6	2
204	должен быть	2	2
205	научное значение	2	2
206	и тем	3	2
207	а как	3	2
208	он должен	2	2
209	между ними	4	2
210	в частности	2	2
211	самом деле	6	2
212	т п	13	2
213	тем как	5	2
214	показать что	2	2
215	может иметь	5	2
216	и частично	2	2
217	в него	2	2
218	они не	3	2
219	в более	4	2
220	здесь все	2	2
221	ни одна	2	2
222	точка зрения	3	2
223	не дает	2	2
224	одной стороны	3	2
225	здесь в	2	2
226	себя и	3	2
227	случае не	2	2
228	в дальнейшем	3	2
229	в двух	2	2
230	можно сказать	2	2
231	относится к	4	2
232	с его	2	2
233	сказать что	4	2
234	все то	3	2
235	и должна	3	2
236	он не	3	2
237	области изучения	2	2
238	место и	2	2
239	другой стороны	4	2
240	и он	2	2
241	в начале	2	2
242	в равной	2	2
243	дело в	2	2
244	в каждом	2	2
245	должно быть	5	2
246	его как	3	2
247	особенно в	2	2
248	но совершенно	2	2
249	и даже	3	2
250	мы можем	6	2
251	этом отношении	2	2
252	и которые	2	2
253	не является	3	2
254	совершенно не	7	2
255	в пределах	6	2
256	быть только	5	2
257	ни с	2	2
258	в чем	2	2
259	оно не	3	2
260	и должны	2	2
261	раз и	2	2
262	к материалу	11	2
263	в противном	3	2
264	что эта	2	2
265	говорить о	3	2
266	не более	2	2
267	как его	3	2
268	в нашем	4	2
269	значение слова	4	2
