N	2gram	Vygotskiy_	KFilosof
1	может быть	19	45
2	в его	16	42
3	в нем	2	32
4	не может	16	29
5	и не	15	28
6	и в	37	28
7	по отношению	12	26
8	в котором	6	24
9	отношению к	11	22
10	в себе	8	21
11	и его	10	18
12	только в	8	18
13	в своем	10	17
14	в ее	3	17
15	а не	5	17
16	в этом	32	15
17	не в	9	13
18	для него	5	13
19	точки зрения	49	13
20	но не	6	12
21	и это	3	12
22	ни в	6	12
23	мир в	2	12
24	в своей	7	11
25	во всех	4	11
26	все эти	6	11
27	это не	5	10
28	в целом	29	10
29	и для	3	10
30	все это	9	10
31	с точки	34	10
32	и есть	2	10
33	в их	5	9
34	но и	23	9
35	как бы	16	9
36	и все	7	9
37	если бы	10	8
38	лишь в	9	8
39	со стороны	4	8
40	жизни и	2	8
41	было бы	12	8
42	в себя	2	8
43	для себя	7	7
44	должен быть	6	7
45	я должен	2	7
46	то что	32	7
47	уже не	2	7
48	отнюдь не	2	7
49	и только	2	7
50	что и	3	7
51	во всем	4	7
52	вовсе не	5	7
53	на основе	7	7
54	должно быть	4	6
55	но эта	3	6
56	в том	47	6
57	но все	3	6
58	не имеет	5	6
59	в смысле	2	6
60	и их	5	6
61	я не	4	6
62	и я	2	6
63	он не	11	6
64	никогда не	8	5
65	от его	5	5
66	все же	6	5
67	не только	29	5
68	мы имеем	2	5
69	хотя бы	7	5
70	то же	12	5
71	но ведь	2	5
72	а в	4	5
73	но в	9	5
74	как и	20	5
75	именно в	8	5
76	в одном	5	5
77	там где	8	5
78	со всем	2	5
79	с ним	3	5
80	в основе	9	5
81	в каком	3	4
82	что это	8	4
83	тем самым	8	4
84	том что	42	4
85	нисколько не	2	4
86	что в	25	4
87	могла бы	2	4
88	и т.д	15	4
89	прежде всего	12	4
90	в чем	5	4
91	к ним	2	4
92	могло бы	2	4
93	в своих	6	4
94	мира и	2	4
95	для нас	4	4
96	в категориях	2	4
97	при этом	6	4
98	всех своих	2	4
99	во всей	8	4
100	как его	2	4
101	между тем	10	4
102	ничего не	6	3
103	в то	7	3
104	на самом	4	3
105	сознания и	4	3
106	человека и	6	3
107	всех этих	2	3
108	для которого	3	3
109	в другом	7	3
110	от того	7	3
111	тем что	7	3
112	и тем	8	3
113	нигде не	3	3
114	ибо все	2	3
115	для того	19	3
116	в современной	3	3
117	самом деле	8	3
118	в виду	5	3
119	себе и	3	3
120	и пр	2	3
121	независимо от	10	3
122	только с	2	3
123	о том	14	3
124	не могу	3	3
125	что этот	2	3
126	в ней	2	3
127	в свою	4	3
128	могут быть	5	3
129	но для	2	3
130	этом смысле	3	3
131	тогда когда	8	3
132	теории и	4	3
133	и на	8	3
134	что не	2	3
135	ближе к	2	3
136	того что	28	3
137	мы не	13	3
138	той или	3	3
139	и делает	2	3
140	был бы	2	3
141	один и	2	3
142	на язык	2	3
143	целом и	6	3
144	тот же	7	3
145	бы и	4	3
146	а следовательно	2	3
147	ясно что	2	3
148	и то	3	2
149	все остальные	5	2
150	для этого	7	2
151	мышления и	50	2
152	и мы	3	2
153	или иной	3	2
154	и потому	3	2
155	бы он	3	2
156	научного мышления	2	2
157	в данном	5	2
158	его к	3	2
159	его с	2	2
160	мышления как	10	2
161	его на	3	2
162	сознания в	3	2
163	говорить о	4	2
164	и ее	9	2
165	мысль не	3	2
166	дело в	3	2
167	не потому	2	2
168	к этому	7	2
169	включает в	2	2
170	вопрос о	11	2
171	с ее	3	2
172	к себе	2	2
173	и как	7	2
174	познания но	2	2
175	оба эти	3	2
176	мышление и	5	2
177	постольку поскольку	2	2
178	в виде	3	2
179	к теоретическому	3	2
180	всей его	5	2
181	и других	4	2
182	были бы	2	2
183	в области	4	2
184	не остается	3	2
185	а с	8	2
186	что он	16	2
187	и развивается	2	2
188	из которых	6	2
189	нами в	3	2
190	со всеми	2	2
191	а для	2	2
192	так и	12	2
193	но этот	3	2
194	что только	2	2
195	едва ли	5	2
196	в жизни	2	2
197	с тем	8	2
198	вытекает из	3	2
199	как в	7	2
200	на первом	2	2
201	от этого	4	2
202	всей своей	2	2
203	в сознании	2	2
204	тому что	6	2
205	она не	3	2
206	в ту	2	2
207	он может	2	2
208	и само	2	2
209	в единое	2	2
210	это целое	2	2
211	мы говорим	2	2
212	если не	3	2
213	в процессе	19	2
214	один из	3	2
215	мысль как	2	2
216	по себе	9	2
217	мысль и	5	2
218	потому что	11	2
219	в контекст	3	2
220	которой он	2	2
221	может не	4	2
222	того чтобы	23	2
223	чтобы быть	2	2
224	что эта	7	2
225	слова в	2	2
226	и эти	2	2
227	в качестве	12	2
228	же время	2	2
229	это есть	2	2
230	этого слова	7	2
231	в этой	13	2
232	лишь постольку	2	2
233	с его	7	2
