N	3gram	Vygotskiy_	Dialekti
1	и т д	6	75
2	с точки зрения	5	46
3	сама по себе	3	26
4	в том что	30	25
5	ни в каком	2	18
6	не может быть	4	18
7	не что иное	2	18
8	что иное как	2	18
9	само по себе	3	16
10	сам по себе	4	16
11	одно и то	3	12
12	и то же	4	12
13	о том что	15	12
14	с другой стороны	8	12
15	на то что	25	11
16	в самом деле	8	10
17	иметь в виду	3	9
18	по себе не	2	9
19	и в этом	2	9
20	одна и та	2	8
21	не только не	4	8
22	и та же	3	8
23	в то время	4	8
24	в этом смысле	3	8
25	то время как	4	8
26	той или иной	2	7
27	вовсе не в	2	7
28	можно сказать что	3	7
29	сами по себе	2	7
30	и в частности	2	7
31	для того чтобы	41	6
32	может быть и	2	6
33	то что мы	2	6
34	в зависимости от	7	6
35	что это есть	2	6
36	с одной стороны	15	6
37	что в нем	3	5
38	на самом деле	8	5
39	на первый план	2	5
40	в конце концов	6	5
41	до сих пор	9	5
42	одной и той	4	5
43	в нем нет	3	5
44	и той же	4	5
45	к тому что	8	5
46	потому что он	3	5
47	по сравнению с	4	5
48	то же самое	8	4
49	из того что	3	4
50	так же как	3	4
51	в данном случае	3	4
52	так как она	3	4
53	не может и	2	4
54	и т п	5	4
55	этой точки зрения	3	4
56	с этой точки	3	4
57	и может быть	2	4
58	что это не	2	4
59	в этом отношении	3	4
60	можно было бы	4	4
61	равно как и	2	4
62	и как бы	4	3
63	есть не просто	2	3
64	с самого начала	5	3
65	если бы мы	5	3
66	не только в	5	3
67	как она есть	2	3
68	лежащая в основе	2	3
69	принять во внимание	2	3
70	что он не	3	2
71	и что оно	2	2
72	мы не можем	2	2
73	друг к другу	5	2
74	мы никогда не	5	2
75	та же самая	2	2
76	не больше чем	2	2
77	том что у	2	2
78	как это мы	2	2
79	вопрос о том	3	2
80	друг с другом	6	2
81	и так как	2	2
82	в лучшем случае	3	2
83	но никак не	2	2
84	друг от друга	2	2
85	потому что они	3	2
86	том что в	2	2
87	что оно есть	2	2
88	мы видим что	5	2
89	в собственном смысле	2	2
90	не в состоянии	3	2
91	и для этого	2	2
92	дело в том	2	2
93	и в том	2	2
94	нет никакой возможности	2	2
95	сказать что в	2	2
96	так как это	6	2
97	и то что	4	2
