N	2gram	Tiupa_Narr	Komedia
1	и в	19	77
2	и не	20	47
3	в том	18	44
4	том что	14	42
5	о том	6	33
6	но и	23	32
7	может быть	25	30
8	из них	3	29
9	в то	3	28
10	и его	5	28
11	в этом	17	27
12	что он	6	26
13	к тому	7	26
14	не только	32	25
15	тому же	5	25
16	как и	7	23
17	ни в	3	23
18	что в	3	23
19	так и	9	21
20	а в	11	21
21	то же	4	21
22	в его	9	20
23	со стороны	9	19
24	в этой	5	18
25	тем что	3	17
26	еще не	7	17
27	в нем	4	17
28	же время	4	17
29	все же	7	16
30	у него	4	16
31	не менее	3	16
32	при этом	9	16
33	он не	3	16
34	его в	2	15
35	в своем	2	15
36	не в	14	15
37	точки зрения	10	15
38	между тем	3	15
39	прежде всего	4	15
40	один из	3	15
41	на себя	3	15
42	было бы	4	15
43	и на	3	15
44	к нему	5	14
45	на протяжении	6	14
46	в свою	3	14
47	и с	4	14
48	столь же	3	14
49	о чем	2	13
50	то что	11	13
51	самом деле	2	13
52	но в	6	13
53	в двух	2	13
54	как раз	2	13
55	так же	2	12
56	с другой	8	12
57	как это	6	12
58	уже в	3	12
59	несмотря на	2	12
60	в качестве	21	12
61	хотя и	3	12
62	не может	10	12
63	как в	7	12
64	но не	6	12
65	из которых	4	12
66	нового времени	2	12
67	по отношению	7	11
68	наряду с	2	11
69	в частности	14	11
70	одного из	4	11
71	речь идет	4	11
72	как мы	3	11
73	и даже	3	11
74	и для	2	11
75	к себе	5	10
76	отношение к	2	10
77	ничего не	2	10
78	одной из	4	10
79	и все	2	10
80	что касается	2	10
81	же в	4	10
82	свою очередь	3	10
83	с его	6	10
84	тем более	2	10
85	на него	3	10
86	с одной	7	10
87	как бы	4	10
88	отличие от	5	9
89	одной стороны	7	9
90	однако в	2	9
91	даже не	3	9
92	а также	7	9
93	независимо от	2	9
94	отношению к	6	9
95	но все	4	9
96	говорить о	2	9
97	только в	4	9
98	в ней	3	9
99	идет о	2	8
100	и ее	2	8
101	то ни	3	8
102	такого рода	7	8
103	связи с	4	8
104	да и	4	8
105	другой стороны	4	8
106	можно было	2	8
107	при всем	2	8
108	что у	2	8
109	если не	4	8
110	не было	2	8
111	в себе	8	7
112	так или	2	7
113	обращает на	3	7
114	в связи	2	7
115	что они	3	7
116	бы то	3	7
117	если в	3	7
118	из этих	3	7
119	хотя бы	4	7
120	в результате	2	7
121	дело с	2	7
122	не является	8	7
123	ни было	3	7
124	и тот	2	7
125	не имеет	2	7
126	или иначе	3	7
127	себя внимание	3	7
128	отнюдь не	5	7
129	после смерти	2	7
130	даже в	2	6
131	в силу	4	6
132	и тем	4	6
133	в области	2	6
134	том числе	6	6
135	могут быть	3	6
136	что не	4	6
137	в сущности	3	6
138	нет и	2	6
139	и он	3	6
140	тем не	3	6
141	и как	5	6
142	как правило	4	6
143	во второй	2	6
144	человека в	2	6
145	как будто	3	6
146	в отличие	5	6
147	в какой	2	6
148	когда он	3	6
149	а по	2	6
150	представляет собой	13	6
151	с точки	2	6
152	или в	2	6
153	а не	12	6
154	не мог	4	6
155	никогда не	3	5
156	этом отношении	3	5
157	это не	2	5
158	вслед за	4	5
159	в обоих	2	5
160	одним из	2	5
161	роль в	2	5
162	по существу	2	5
163	мы имеем	2	5
164	что на	2	5
165	между собой	2	5
166	же не	4	5
167	в ее	3	5
168	в первом	3	5
169	который в	2	5
170	сказать что	4	5
171	что это	3	5
172	себя в	5	5
173	в мире	9	5
174	мира в	5	5
175	из двух	3	5
176	что по	2	5
177	восходит к	3	5
178	именно в	6	5
179	приводит к	2	5
180	жизни и	3	5
181	здесь и	2	5
182	и после	2	5
183	не о	3	4
184	нуждается в	5	4
185	не столько	4	4
186	наконец в	2	4
187	к которому	2	4
188	в принципе	4	4
189	по своей	3	4
190	не всегда	2	4
191	или менее	2	4
192	времени в	2	4
193	между ними	2	4
194	же как	3	4
195	не на	2	4
196	например в	2	4
197	в основе	5	4
198	как известно	2	4
199	одна из	3	4
200	хотя в	2	4
201	одно из	2	4
202	каждый из	2	4
203	у нее	2	4
204	бы не	2	4
205	времени и	7	4
206	в пределах	2	4
207	не случайно	2	4
208	далеко не	5	4
209	в последние	2	4
210	что мы	2	4
211	мог бы	3	4
212	в той	6	4
213	в себя	6	4
214	следует признать	2	3
215	и потому	2	3
216	всего лишь	2	3
217	вплоть до	2	3
218	приходит к	2	3
219	при всей	4	3
220	как к	2	3
221	за собой	4	3
222	что именно	2	3
223	в любом	2	3
224	а с	3	3
225	не являются	2	3
226	она не	2	3
227	они не	2	3
228	состоит в	13	3
229	и когда	2	3
230	одну из	2	3
231	о ней	3	3
232	представляют собой	2	3
233	и самого	3	3
234	было в	2	3
235	между двумя	5	3
236	в рамках	12	3
237	числе и	4	3
238	каким он	2	3
239	исходя из	2	3
240	конечном счете	2	3
241	и одновременно	2	3
242	совершенно не	2	3
243	не с	3	3
244	отношения к	2	3
245	более или	2	3
246	будто бы	3	3
247	по себе	5	3
248	ему в	2	3
249	в присутствии	3	3
250	в таком	2	3
251	и есть	2	3
252	перед нами	4	2
253	тем самым	6	2
254	те же	4	2
255	о матери	3	2
256	не как	2	2
257	в конечном	3	2
258	во времени	8	2
259	того что	2	2
260	в детстве	5	2
261	о нем	4	2
262	на свой	2	2
263	во втором	4	2
264	этой точки	2	2
265	выступает в	2	2
266	в известном	2	2
267	точно так	2	2
268	на чем	2	2
269	здесь не	4	2
270	имя которого	2	2
271	в полном	2	2
272	и до	2	2
273	все эти	2	2
274	себя и	2	2
275	должна быть	2	2
276	который по	3	2
277	особенно в	3	2
278	первом случае	2	2
279	то в	6	2
280	в литературе	2	2
281	в собственном	2	2
282	не все	5	2
283	в противоположность	2	2
284	с ее	3	2
285	жизни в	3	2
286	себе не	2	2
287	было ясно	2	2
288	встречается в	2	2
289	зрения на	2	2
290	сюжета в	2	2
291	с человеком	2	2
292	для него	2	2
293	его жизни	2	2
294	подобно тому	2	2
295	от всех	2	2
296	не будет	3	2
297	точек зрения	2	2
298	еще одна	3	2
299	к самому	2	2
300	тому как	2	2
301	в случае	7	2
302	сводится к	3	2
303	к другому	2	2
304	говорит о	2	2
305	интриги в	3	2
306	на первый	2	2
307	основе своей	4	2
308	и только	2	2
309	из многочисленных	2	2
310	в форме	5	2
311	событий в	2	2
