N	2gram	Tiupa_Anal	Dialekti
1	не есть	6	181
2	т е	2	159
3	и не	14	120
4	по себе	6	79
5	а не	16	78
6	и в	36	77
7	точки зрения	3	72
8	может быть	19	71
9	не только	40	66
10	то что	5	59
11	ничего не	3	54
12	не может	3	53
13	и даже	12	47
14	с точки	2	46
15	как бы	14	43
16	и что	2	42
17	вовсе не	2	41
18	в том	16	40
19	в этом	19	39
20	то же	7	39
21	в себе	7	38
22	что она	3	38
23	том что	19	37
24	что он	5	37
25	прежде всего	7	37
26	это не	4	36
27	так что	2	36
28	что в	15	34
29	в нем	3	34
30	и все	3	33
31	того что	4	33
32	но и	26	32
33	все это	5	31
34	и как	5	30
35	отнюдь не	7	30
36	сказать что	2	30
37	так и	19	29
38	было бы	6	29
39	как и	27	28
40	никогда не	7	27
41	крайней мере	5	26
42	по крайней	5	26
43	не в	9	26
44	сама по	3	26
45	есть не	2	25
46	и то	2	25
47	говорить о	6	25
48	если бы	2	24
49	но это	3	24
50	и вот	2	23
51	в то	8	23
52	это и	4	23
53	таким образом	4	23
54	я не	3	22
55	она не	3	21
56	что не	3	21
57	личности и	4	21
58	в чем	2	21
59	только в	9	20
60	как раз	8	20
61	что и	10	20
62	совершенно не	3	20
63	о том	9	20
64	уже не	9	20
65	в таком	2	20
66	в своем	7	19
67	что мы	2	19
68	как это	7	19
69	не менее	9	19
70	в самом	7	19
71	и его	18	19
72	с другой	10	18
73	же время	7	18
74	жизни и	2	18
75	в основе	2	17
76	той или	6	17
77	в сущности	5	17
78	можно сказать	5	17
79	в особенности	4	17
80	в своей	12	16
81	мы не	4	16
82	только не	3	16
83	сам по	2	16
84	да и	3	16
85	об этом	3	16
86	тем не	3	16
87	то в	4	15
88	все же	6	15
89	самом деле	2	15
90	хотя и	4	15
91	личности в	5	15
92	несмотря на	2	15
93	мы уже	2	15
94	и потому	3	14
95	жизнь и	3	14
96	и ее	3	14
97	я уже	2	14
98	таком случае	2	14
99	с ним	2	14
100	не было	3	14
101	в силу	2	13
102	но в	8	13
103	в ней	2	13
104	говорит о	3	13
105	он не	9	13
106	что они	3	13
107	другой стороны	7	13
108	с ее	3	13
109	субъекта и	3	13
110	и к	7	13
111	могут быть	4	12
112	еще не	7	12
113	все эти	2	12
114	именно в	4	12
115	и если	2	12
116	перед нами	7	12
117	не могут	2	12
118	но как	4	12
119	а в	17	12
120	тем более	3	12
121	и может	2	12
122	миф и	2	12
123	с этим	4	12
124	но не	13	12
125	не о	2	11
126	в одну	3	11
127	от всего	2	11
128	и тем	3	11
129	его не	3	11
130	в них	4	11
131	в данном	12	11
132	мы имеем	5	11
133	есть в	2	11
134	из них	4	11
135	или в	4	11
136	одно из	3	10
137	к тому	10	10
138	в ее	5	10
139	как мы	4	10
140	в его	12	10
141	за пределы	3	10
142	это было	2	10
143	и для	4	10
144	оно не	2	10
145	в их	7	10
146	в частности	19	10
147	во всяком	6	10
148	в результате	6	10
149	в жизни	2	10
150	во всем	5	10
151	и по	3	9
152	превращается в	3	9
153	не как	3	9
154	подобно тому	4	9
155	в этих	2	9
156	тому как	3	9
157	той же	7	9
158	в одном	4	9
159	или иной	9	9
160	и от	3	9
161	с ними	2	9
162	при этом	19	9
163	и он	4	9
164	в противоположность	3	9
165	мы можем	2	9
166	как о	3	9
167	на этом	2	9
168	и на	5	9
169	в отношении	2	8
170	и без	3	8
171	не будет	3	8
172	в дальнейшем	2	8
173	в этой	10	8
174	того или	6	8
175	с одной	3	8
176	даже в	6	8
177	в одной	2	8
178	уже о	2	8
179	при условии	2	8
180	один из	6	8
181	всегда и	2	8
182	когда мы	2	8
183	бы и	2	8
184	или иначе	5	8
185	себя в	6	8
186	тем самым	8	7
187	в конце	6	7
188	из этих	4	7
189	его как	3	7
190	в сравнении	2	7
191	тем что	3	7
192	все что	2	7
193	нуждается в	2	7
194	со стороны	12	7
195	от себя	3	7
196	не всегда	4	7
197	не знает	2	7
198	мира и	2	7
199	грань между	2	7
200	и я	3	7
201	с его	15	7
202	и их	3	7
203	как в	9	7
204	так или	5	7
205	в мире	17	7
206	из которых	2	7
207	он сам	2	7
208	отношения к	6	7
209	еще и	4	6
210	в другом	3	6
211	отношение к	2	6
212	с тем	2	6
213	для своего	3	6
214	они не	2	6
215	себя и	2	6
216	одна из	6	6
217	но лишь	2	6
218	по своей	5	6
219	ни к	3	6
220	но они	2	6
221	в себя	6	6
222	но с	3	6
223	вместе с	3	6
224	его в	4	6
225	и прежде	2	6
226	о чем	5	6
227	у пушкина	3	6
228	мере в	2	6
229	по своему	3	6
230	одной стороны	3	6
231	можно было	2	6
232	с их	3	6
233	во всех	4	6
234	о котором	2	6
235	дело не	3	6
236	сравнении с	2	6
237	я и	6	6
238	для него	8	6
239	не с	3	6
240	ее в	2	6
241	мог бы	3	6
242	уже в	5	6
243	всяком случае	6	6
244	с той	3	5
245	уже по	2	5
246	были бы	3	5
247	тот кто	2	5
248	гораздо более	3	5
249	е о	2	5
250	что на	3	5
251	речь идет	3	5
252	если в	3	5
253	только к	2	5
254	бы это	2	5
255	не является	5	5
256	едва ли	6	5
257	например в	2	5
258	что у	3	5
259	в своих	3	5
260	когда он	2	5
261	тем или	2	5
262	вплоть до	5	5
263	в одно	2	5
264	одной и	2	5
265	тех пор	2	5
266	все его	2	5
267	в качестве	22	5
268	и той	2	5
269	к этому	3	5
270	одного и	4	5
271	тому же	7	5
272	что по	4	5
273	он и	4	5
274	в той	3	5
275	данном случае	11	4
276	только лишь	2	4
277	человека и	2	4
278	в каждом	4	4
279	ведь и	2	4
280	что касается	5	4
281	здесь в	2	4
282	в нас	2	4
283	в состоянии	2	4
284	о себе	4	4
285	личности как	2	4
286	в глубине	3	4
287	как формы	2	4
288	но эта	2	4
289	объекта и	3	4
290	в общем	4	4
291	жизнь в	2	4
292	далее в	2	4
293	на себя	5	4
294	с нею	2	4
295	не видно	2	4
296	хотя в	2	4
297	который не	2	4
298	этом отношении	3	4
299	у него	2	4
300	такой же	2	4
301	со всеми	2	4
302	и является	3	4
303	и здесь	4	4
304	к чему	2	4
305	к жизни	5	4
306	же в	5	4
307	я с	7	3
308	очевидно что	2	3
309	от его	2	3
310	но всегда	2	3
311	а лишь	2	3
312	но без	2	3
313	в чистом	2	3
314	к ее	2	3
315	нас к	2	3
316	от своего	3	3
317	отличие от	5	3
318	в искусстве	3	3
319	а с	2	3
320	одной из	6	3
321	не так	2	3
322	идет о	2	3
323	однако что	4	3
324	место в	4	3
325	в первом	2	3
326	тот же	3	3
327	тех же	2	3
328	здесь не	8	3
329	о своем	4	3
330	исходит из	2	3
331	лишь в	9	3
332	все они	2	3
333	или точнее	2	3
334	в новую	2	3
335	как у	3	3
336	как известно	3	3
337	далеко не	8	3
338	на почве	3	3
339	я в	15	3
340	в свою	9	3
341	истории не	2	3
342	нового времени	4	3
343	одних и	2	3
344	указание на	3	3
345	о которых	2	3
346	указывает на	3	3
347	для всех	5	3
348	здесь как	2	3
349	для себя	2	3
350	в свое	4	3
351	претендует на	2	3
352	в отдельности	2	3
353	себе самом	2	3
354	как нельзя	3	3
355	к этой	2	3
356	так в	4	3
357	во время	2	3
358	или иного	5	3
359	не от	2	3
360	церкви и	2	3
361	по преимуществу	3	3
362	не более	2	3
363	и тех	2	3
364	тогда не	2	3
365	ко всему	2	3
366	к самому	2	3
367	по его	4	3
368	не мог	4	3
369	в слове	5	3
370	однако не	2	3
371	между тем	8	3
372	имеем дело	4	3
373	или к	2	2
374	в тех	2	2
375	при всей	2	2
376	и далее	2	2
377	как к	2	2
378	на свою	3	2
379	роль в	5	2
380	в новом	5	2
381	свою очередь	7	2
382	своей жизни	2	2
383	любви к	2	2
384	на месте	2	2
385	на его	3	2
386	те же	3	2
387	во втором	4	2
388	в полной	3	2
389	однако все	2	2
390	не могла	2	2
391	однако в	6	2
392	в полном	2	2
393	и самого	7	2
394	но зато	2	2
395	дело в	3	2
396	бы быть	2	2
397	и до	2	2
398	мысль о	3	2
399	на меня	3	2
400	чистом виде	3	2
401	в становлении	2	2
402	он был	3	2
403	тот или	3	2
404	данное произведение	2	2
405	обратим внимание	2	2
406	наконец в	3	2
407	не должен	2	2
408	уже было	2	2
409	все еще	2	2
410	жизни но	4	2
411	поскольку он	3	2
412	в сторону	2	2
413	внимание на	4	2
414	тем кто	2	2
415	в нашем	4	2
416	каждом из	2	2
417	есть имя	2	2
418	вопроса о	2	2
419	в глаза	2	2
420	то есть	15	2
421	времени в	3	2
422	к которому	2	2
423	мы могли	3	2
424	во многих	2	2
425	природе своей	4	2
426	одного из	4	2
427	человеческой жизни	2	2
428	ближе к	2	2
429	между ними	3	2
430	не предполагает	2	2
431	там где	2	2
432	именно такова	3	2
433	не узнал	2	2
434	субъектом и	3	2
435	имеет место	3	2
436	только по	2	2
437	могла бы	3	2
438	но дело	2	2
439	в целом	8	2
440	которое как	2	2
441	а о	2	2
442	первых двух	2	2
443	ко второму	4	2
444	человека в	3	2
445	жизни в	4	2
446	и оказывается	2	2
447	а для	3	2
448	перед лицом	4	2
449	о своих	3	2
450	не должно	3	2
451	в акте	2	2
452	к его	2	2
453	или иным	2	2
454	на всех	3	2
455	совпадает с	4	2
456	по природе	3	2
457	не для	2	2
458	осуществляется в	2	2
459	и сам	8	2
460	которая в	2	2
461	этих двух	2	2
