N	3gram	Tiupa_Anal	Psycholo
1	в том что	12	78
2	о том что	7	34
3	с точки зрения	2	29
4	с одной стороны	3	28
5	не может быть	2	23
6	с другой стороны	7	20
7	в том чтобы	2	20
8	не только не	3	16
9	во всяком случае	6	14
10	в этом отношении	3	14
11	сам по себе	2	12
12	одной и той	2	12
13	и той же	2	12
14	в конечном счете	5	11
15	подобно тому как	3	11
16	том что он	2	10
17	и то что	2	10
18	что он не	2	9
19	в данном случае	11	9
20	в отличие от	5	9
21	и как бы	2	8
22	речь идет о	2	8
23	состоит в том	2	7
24	в свою очередь	7	7
25	можно сказать что	2	7
26	совершенно очевидно что	2	7
27	как и в	6	7
28	тем не менее	3	6
29	сама по себе	3	6
30	того или иного	5	6
31	не только в	5	6
32	в противоречие с	2	6
33	в таком случае	2	5
34	иметь дело с	2	5
35	к тому же	7	4
36	как нельзя лучше	2	4
37	одного и того	4	4
38	в основе своей	2	4
39	а в том	2	4
40	и того же	4	4
41	в русской поэзии	2	3
42	при этом как	2	3
43	в то же	7	3
44	по отношению к	9	3
45	то же время	7	3
46	между тем в	2	3
47	том что по	2	3
48	едва ли не	3	3
49	дело в том	3	3
50	той или иной	6	2
51	в ответ на	2	2
52	в полной мере	3	2
53	в борьбе за	2	2
54	не в самом	2	2
55	при этом он	2	2
56	но и в	2	2
57	по крайней мере	5	2
58	тем или иным	2	2
59	и тем самым	2	2
60	так или иначе	5	2
61	мы имеем дело	4	2
