N	3gram	Voloshinov	Istorich
1	с другой стороны	2	46
2	до сих пор	3	30
3	с одной стороны	2	28
4	в том что	4	25
5	не может быть	7	24
6	тем не менее	3	23
7	в данном случае	2	15
8	по отношению к	11	14
9	то же самое	2	8
10	в зависимости от	2	8
11	с этой стороны	2	7
12	этой точки зрения	3	6
13	но тем не	2	6
14	на самом деле	2	5
15	для нас же	2	4
16	можно сказать что	5	4
17	с точки зрения	2	4
18	и то же	2	3
19	бы то ни	3	3
20	то ни было	3	3
21	дело в том	4	3
22	это не так	2	3
23	одной стороны и	2	3
24	может быть и	3	2
25	сколько бы мы	3	2
26	бы мы ни	3	2
27	и не может	3	2
28	как если бы	4	2
29	одно и то	2	2
