N	2gram	Propp_Isto	Myshleni
1	в том	12	195
2	в этом	13	167
3	то что	17	166
4	и в	40	162
5	том что	11	161
6	таким образом	13	147
7	что в	19	119
8	не только	28	116
9	того что	6	109
10	так же	18	100
11	потому что	12	95
12	того чтобы	3	91
13	может быть	37	89
14	что он	32	86
15	не может	19	81
16	как и	5	79
17	так как	20	78
18	и не	19	78
19	только в	16	75
20	в целом	3	74
21	как мы	3	72
22	но и	21	70
23	в его	10	67
24	мы могли	2	65
25	сказать что	7	65
26	как бы	6	64
27	вместе с	13	62
28	в качестве	8	60
29	и что	14	60
30	было бы	11	60
31	представляет собой	7	60
32	то же	21	58
33	в основе	4	58
34	могли бы	3	54
35	что мы	9	53
36	в силу	7	53
37	между собой	4	53
38	в сущности	2	51
39	мы должны	17	50
40	ребенка и	2	49
41	к тому	6	49
42	что они	13	48
43	мы можем	7	48
44	тем что	7	48
45	мы не	12	47
46	тогда когда	2	47
47	на основе	6	47
48	если бы	8	46
49	но не	7	45
50	с другой	8	45
51	по отношению	6	45
52	тем самым	2	43
53	с тем	13	43
54	же как	7	43
55	как это	6	42
56	отношению к	6	42
57	по своей	2	40
58	одной стороны	7	40
59	о том	12	40
60	так и	13	39
61	никогда не	25	39
62	с одной	8	39
63	в области	2	38
64	мы видели	4	38
65	вопрос о	8	37
66	не в	11	37
67	если мы	4	37
68	в этой	9	37
69	мы видим	16	37
70	в своем	5	36
71	с самого	4	36
72	все эти	6	36
73	и его	5	36
74	самого начала	4	36
75	как в	7	36
76	а не	18	36
77	друг с	4	35
78	с другом	3	35
79	можно было	8	35
80	он не	10	35
81	в которой	2	35
82	в себе	6	35
83	и как	3	34
84	связи с	10	34
85	приводит к	3	34
86	при этом	6	33
87	прежде всего	15	33
88	по себе	4	33
89	нас к	2	32
90	что и	9	32
91	именно в	5	32
92	же самое	3	32
93	но в	13	32
94	и тем	2	32
95	и на	6	32
96	и то	3	31
97	все же	17	31
98	на то	6	30
99	между тем	2	29
100	могут быть	5	29
101	показывает что	7	29
102	с этим	5	28
103	самом деле	2	28
104	в своей	2	27
105	в результате	2	27
106	в то	4	27
107	перед нами	5	27
108	связь между	4	27
109	этом случае	3	27
110	другой стороны	7	27
111	и с	5	27
112	в их	6	26
113	в частности	3	26
114	что это	12	26
115	для него	2	26
116	все это	6	25
117	по мере	4	25
118	еще не	14	25
119	уже в	2	25
120	что она	10	25
121	это не	8	25
122	мы уже	7	25
123	так что	9	24
124	мы знаем	10	24
125	тот же	3	24
126	в какой	4	24
127	что эта	3	24
128	в нем	8	24
129	того как	6	24
130	зависимости от	3	24
131	на этот	2	24
132	как уже	2	24
133	как он	5	23
134	друг друга	2	23
135	бы в	2	23
136	слова в	2	23
137	ни в	2	23
138	этот вопрос	7	23
139	смысле этого	2	22
140	в зависимости	3	22
141	не могут	3	22
142	столь же	2	22
143	то время	3	22
144	в истории	2	21
145	и более	3	21
146	его в	15	21
147	представление о	3	21
148	там где	5	21
149	показать что	2	21
150	к этому	2	21
151	ее в	7	21
152	между ними	2	21
153	и ее	3	21
154	в свете	4	21
155	в такой	2	20
156	в котором	5	20
157	в виду	2	20
158	по существу	7	20
159	а в	15	20
160	должно быть	2	20
161	время как	3	20
162	к которому	5	20
163	из них	5	20
164	как раз	2	20
165	в другом	6	20
166	и их	4	20
167	на вопрос	4	20
168	едва ли	2	20
169	на этом	3	20
170	не менее	7	20
171	из этих	2	20
172	в пользу	2	20
173	но мы	2	19
174	в себя	2	19
175	с ним	3	19
176	из которых	3	19
177	но если	4	19
178	а с	4	19
179	и по	4	19
180	во всех	3	19
181	один из	10	19
182	в связи	7	19
183	приходит к	2	18
184	отличие от	3	18
185	во всем	3	18
186	во всей	2	18
187	и другое	2	18
188	чем в	2	18
189	но это	8	18
190	в отличие	3	18
191	для этого	3	17
192	сих пор	12	17
193	и для	5	17
194	в одном	8	17
195	и от	2	17
196	то и	2	17
197	это положение	2	17
198	и есть	5	17
199	и только	4	17
200	не есть	2	17
201	в этих	17	17
202	их в	7	17
203	я не	5	17
204	в совершенно	2	17
205	у него	5	17
206	до сих	11	17
207	раньше чем	6	16
208	на этой	2	16
209	вовсе не	3	16
210	тому как	3	16
211	и другие	7	16
212	для нас	17	16
213	которые в	3	16
214	такой же	2	16
215	и даже	4	16
216	видели что	5	16
217	в которых	2	16
218	до лет	2	16
219	мы имеем	25	16
220	когда он	9	15
221	но как	2	15
222	значит что	2	15
223	по этому	2	15
224	что если	2	15
225	в начале	3	15
226	от этого	2	15
227	подобно тому	3	15
228	что при	3	15
229	хотя бы	5	15
230	с несомненностью	2	15
231	как она	3	15
232	является не	2	15
233	ничего не	6	15
234	и это	2	15
235	в них	2	15
236	он должен	3	14
237	точку зрения	3	14
238	точка зрения	2	14
239	что эти	5	14
240	что у	3	14
241	из этого	3	14
242	когда мы	4	14
243	показывают что	7	14
244	одной из	6	14
245	который в	2	14
246	но что	2	14
247	связанные с	3	14
248	один и	2	14
249	об этом	11	14
250	содержится в	2	14
251	одним из	2	14
252	и здесь	15	14
253	не можем	4	14
254	совершается в	2	13
255	она не	6	13
256	на его	2	13
257	но все	9	13
258	и тот	3	13
259	в виде	2	13
260	точно так	8	13
261	другом месте	2	13
262	с ней	2	13
263	связана с	7	13
264	в состоянии	2	13
265	они не	8	13
266	для объяснения	2	13
267	отнюдь не	2	13
268	в действительности	2	13
269	для всех	2	13
270	в основном	4	13
271	с другими	2	13
272	были бы	2	12
273	и потому	3	12
274	а затем	4	12
275	в ее	2	12
276	тем не	7	12
277	возникает из	2	12
278	даже в	5	12
279	в ней	10	12
280	от его	2	12
281	должны были	9	12
282	том чтобы	2	12
283	на первый	2	12
284	ясно что	2	12
285	в одной	3	12
286	только на	2	12
287	к нему	3	12
288	и между	3	12
289	мог бы	3	12
290	но он	5	12
291	на самом	3	11
292	в каком	2	11
293	одно из	2	11
294	а только	3	11
295	действия и	3	11
296	что этот	5	11
297	с собой	2	11
298	мы будем	5	11
299	есть не	2	11
300	на котором	5	11
301	ответ на	3	11
302	находится в	6	11
303	например в	7	11
304	в других	3	11
305	в пределах	4	11
306	с ее	2	11
307	не означает	2	11
308	мы увидим	17	11
309	ключ к	5	11
310	наряду с	6	11
311	лежит в	2	11
312	и наконец	5	11
313	нас в	2	11
314	или менее	5	11
315	он в	5	11
316	не знает	7	11
317	вот почему	2	11
318	только по	2	11
319	не по	2	11
320	обратимся к	3	11
321	мы нашли	3	11
322	отношения к	2	11
323	из всех	2	10
324	здесь мы	9	10
325	относится к	2	10
326	с той	2	10
327	связи и	3	10
328	что такое	3	10
329	в другой	4	10
330	вслед за	7	10
331	за собой	3	10
332	вместо того	2	10
333	развития как	2	10
334	в основу	2	10
335	представляют собой	9	10
336	в конечном	2	10
337	всякий раз	2	10
338	указывает на	2	10
339	в нашей	2	10
340	чем это	5	10
341	связаны между	2	10
342	к жизни	2	10
343	привести к	3	10
344	в новой	2	9
345	само по	2	9
346	также и	3	9
347	только для	3	9
348	он может	2	9
349	а по	3	9
350	еще в	2	9
351	связано с	2	9
352	к этой	5	9
353	и он	4	9
354	как оно	3	9
355	зависит от	3	9
356	мы в	4	9
357	в системе	2	9
358	в тех	4	9
359	не то	4	9
360	более или	5	9
361	по одному	2	9
362	должны быть	4	9
363	но с	3	9
364	этого вопроса	3	9
365	он имеет	2	9
366	что же	4	9
367	по пути	2	9
368	не с	3	9
369	установить что	6	9
370	должен быть	3	9
371	этой стадии	2	9
372	или в	6	9
373	нисколько не	3	8
374	детей в	10	8
375	связь с	8	8
376	что не	2	8
377	во время	5	8
378	на которой	2	8
379	со стороны	3	8
380	в современной	3	8
381	главным образом	2	8
382	дело с	2	8
383	и др	11	8
384	увидим что	8	8
385	как правило	4	8
386	должен был	6	8
387	а другой	2	8
388	поэтому в	2	8
389	не как	3	8
390	в эту	3	8
391	в более	2	8
392	не на	2	8
393	стоит в	3	8
394	и из	2	8
395	не мог	4	8
