N	2gram	Losev_Dial	formyVre
1	и в	35	148
2	в этом	18	73
3	в нем	25	51
4	прежде всего	14	46
5	и т	31	40
6	и не	51	37
7	в его	4	36
8	и его	6	36
9	вовсе не	19	35
10	но и	17	33
11	то же	21	32
12	т п	3	32
13	не только	26	32
14	но в	8	31
15	жизни и	9	31
16	так и	18	29
17	времени в	2	27
18	может быть	30	27
19	не в	12	26
20	как мы	5	26
21	как и	10	25
22	как бы	19	25
23	человеческой жизни	2	24
24	мы уже	8	24
25	точки зрения	25	24
26	в то	10	23
27	времени и	10	23
28	только в	7	23
29	то что	25	22
30	в том	20	22
31	все эти	4	21
32	связи с	3	21
33	во всех	3	21
34	же время	9	21
35	в своем	7	19
36	и др	2	19
37	и для	2	19
38	у него	2	18
39	и все	11	18
40	по существу	2	18
41	еще не	4	18
42	таким образом	5	18
43	человека и	2	17
44	с этим	5	17
45	при этом	2	17
46	так как	24	17
47	в особенности	6	17
48	все же	9	16
49	в связи	3	16
50	в основе	4	16
51	не может	16	16
52	и их	5	16
53	никогда не	18	15
54	в разных	6	15
55	в них	4	15
56	в дальнейшем	6	15
57	в одном	4	15
58	с точки	18	15
59	вместе с	3	15
60	так же	6	14
61	все это	14	14
62	всех этих	4	14
63	и как	14	14
64	в конце	5	14
65	и с	10	14
66	как раз	7	14
67	а не	24	14
68	в их	5	13
69	в частности	4	13
70	а в	8	13
71	с другом	2	13
72	здесь в	3	13
73	же в	2	13
74	во время	2	13
75	друг с	2	13
76	для того	2	13
77	как в	3	13
78	в котором	5	13
79	в самом	6	13
80	с ним	9	13
81	ничего не	19	12
82	отнюдь не	13	12
83	не было	7	12
84	и до	2	12
85	конечно не	9	12
86	но не	9	12
87	потому что	23	12
88	это время	3	12
89	он не	5	12
90	что в	19	12
91	его в	3	11
92	и у	2	11
93	в ней	4	11
94	хотя и	4	11
95	и времени	4	11
96	ни в	20	11
97	из них	5	11
98	уже в	5	11
99	мира и	2	11
100	вещей и	5	10
101	в ее	3	10
102	кроме того	2	10
103	сих пор	4	10
104	также и	7	10
105	уже не	3	10
106	до сих	4	10
107	могут быть	6	9
108	и следовательно	7	9
109	жизнь и	5	9
110	том что	18	9
111	и явлений	3	9
112	должно быть	7	9
113	и даже	23	9
114	та же	6	9
115	и это	6	9
116	с другой	10	9
117	для него	2	9
118	но все	5	9
119	есть в	2	9
120	их в	2	9
121	оно не	2	9
122	отношения к	3	9
123	это не	18	8
124	или иной	4	8
125	и потому	6	8
126	к тому	6	8
127	отношение к	5	8
128	все его	3	8
129	один из	3	8
130	что и	7	8
131	во всяком	5	8
132	и то	15	8
133	время как	7	8
134	в результате	2	8
135	и по	5	8
136	если бы	12	8
137	мы еще	2	8
138	в этих	6	8
139	со всеми	2	8
140	с одной	4	8
141	в жизни	3	8
142	в мире	3	8
143	связанные с	3	8
144	и к	8	8
145	в виду	9	8
146	во времени	4	7
147	в себе	23	7
148	не как	4	7
149	у них	3	7
150	не знает	2	7
151	того что	6	7
152	широком смысле	2	7
153	в той	4	7
154	было бы	14	7
155	например в	2	7
156	к этому	2	7
157	из этих	2	7
158	и он	6	7
159	в которой	3	7
160	поэтому и	3	7
161	т д	28	7
162	этом отношении	2	7
163	ее в	2	7
164	к ним	3	7
165	еще более	3	7
166	то время	3	7
167	но он	3	7
168	в широком	2	6
169	все они	2	6
170	в отношении	5	6
171	не могут	4	6
172	есть и	11	6
173	есть не	8	6
174	но эта	4	6
175	здесь как	2	6
176	с тем	2	6
177	в античном	2	6
178	одной стороны	3	6
179	мы видим	6	6
180	в качестве	2	6
181	сказать что	19	6
182	только и	5	6
183	за пределы	4	6
184	мы можем	5	6
185	мы находим	7	6
186	пространства и	8	6
187	на первый	2	6
188	в сущности	2	6
189	не является	3	6
190	нет и	2	6
191	о том	8	6
192	именно в	4	6
193	все что	2	6
194	время и	2	6
195	в эпоху	2	6
196	в которых	2	6
197	бы ни	3	6
198	в таком	4	6
199	в различных	2	6
200	стороны и	4	5
201	о чем	4	5
202	и вообще	10	5
203	по своей	5	5
204	понятно что	2	5
205	только на	3	5
206	мире и	3	5
207	так что	21	5
208	ничем не	4	5
209	и ни	7	5
210	и почти	6	5
211	и пространства	2	5
212	одно из	2	5
213	от этого	5	5
214	в него	2	5
215	они не	3	5
216	с другими	2	5
217	пространстве и	2	5
218	тела и	3	5
219	что все	2	5
220	с ними	4	5
221	той или	11	5
222	что они	8	5
223	в этой	3	5
224	и они	3	5
225	одно и	8	5
226	и от	5	5
227	хотя бы	6	5
228	мы имеем	4	5
229	в своей	9	5
230	об этом	7	5
231	тем что	2	5
232	с этой	3	5
233	чем не	2	5
234	или как	2	5
235	чаще всего	2	5
236	но они	2	5
237	быть только	3	5
238	почти все	2	5
239	не имеет	15	5
240	и является	2	5
241	далеко не	2	5
242	вообще не	2	5
243	да и	11	5
244	он может	3	5
245	в смысле	5	5
246	и уже	4	5
247	точка зрения	3	5
248	или в	2	5
249	и только	5	5
250	мы будем	2	5
251	мы и	3	5
252	даже в	6	4
253	наконец и	2	4
254	перед нами	3	4
255	из того	2	4
256	мы должны	6	4
257	от него	4	4
258	в одной	4	4
259	по себе	39	4
260	в другом	6	4
261	не был	3	4
262	и при	3	4
263	весь мир	2	4
264	проявляется в	2	4
265	что он	16	4
266	и о	4	4
267	как он	5	4
268	как у	3	4
269	в одно	5	4
270	о которых	2	4
271	в один	3	4
272	по линии	2	4
273	даны в	4	4
274	они были	2	4
275	свет и	2	4
276	именно как	2	4
277	в чем	9	4
278	что не	13	4
279	другой стороны	7	4
280	времени то	2	4
281	дана в	4	4
282	вещи и	5	4
283	и совершенно	4	4
284	своей собственной	2	4
285	в корне	2	4
286	быть и	7	4
287	в данном	5	4
288	тем более	2	4
289	нем нет	3	4
290	и образ	6	4
291	только что	5	4
292	и вот	10	4
293	все равно	7	4
294	себе и	5	4
295	лишь как	3	4
296	же и	11	4
297	или на	3	4
298	и более	7	4
299	раз в	2	4
300	всего необходимо	2	4
301	момент в	2	4
302	как она	7	4
303	несмотря на	12	4
304	всяком случае	3	4
305	раз и	2	4
306	времени но	2	4
307	это и	6	4
308	природы и	2	4
309	друг другу	4	4
310	же самое	3	4
311	во всем	3	4
312	и становится	2	4
313	все в	2	4
314	нет ни	4	3
315	еще и	4	3
316	вопрос о	3	3
317	как можно	2	3
318	но мы	3	3
319	где и	2	3
320	в тех	2	3
321	есть только	9	3
322	вплоть до	3	3
323	без всяких	2	3
324	ни с	8	3
325	что здесь	4	3
326	человека но	2	3
327	и эти	2	3
328	точку зрения	3	3
329	как это	8	3
330	самого начала	2	3
331	почти всегда	4	3
332	по сравнению	2	3
333	но конечно	2	3
334	тому что	4	3
335	она не	10	3
336	это уже	2	3
337	искусство и	2	3
338	жизнь в	2	3
339	далее в	2	3
340	что на	2	3
341	в определенном	2	3
342	и также	2	3
343	и идеи	3	3
344	но это	12	3
345	для чего	2	3
346	же как	3	3
347	в зависимости	2	3
348	как нечто	5	3
349	на этом	4	3
350	того и	3	3
351	это значит	18	3
352	с самого	2	3
353	и так	2	3
354	них и	2	3
355	у гете	2	3
356	но она	4	3
357	бы в	3	3
358	все время	4	3
359	я был	3	3
360	времени а	3	3
361	происходит в	2	3
362	и еще	4	3
363	бы и	4	3
364	пространства в	2	3
365	только к	2	3
366	время не	3	3
367	это было	4	3
368	к ней	4	3
369	из нее	2	3
370	по мере	3	3
371	одна и	5	3
372	к другу	2	3
373	зависимости от	2	3
374	мы увидим	2	3
375	с тождеством	2	3
376	на земле	3	3
377	совершенно не	13	3
378	но только	6	3
379	ни к	2	3
380	что есть	2	3
381	по своему	4	3
382	явлений природы	2	3
383	сами по	4	3
384	явлений и	3	3
385	можно говорить	2	3
386	можно сказать	10	3
387	другой пример	2	3
388	и время	4	3
389	на почве	2	3
390	если мы	3	3
391	она ни	3	3
392	главным образом	2	3
393	что мы	3	3
394	друг к	2	3
395	мы в	2	3
396	и жизнь	2	3
397	и есть	20	3
398	сравнению с	2	3
399	не быть	3	3
400	не к	2	3
401	без всякого	3	3
402	не обязательно	5	3
403	тем же	3	3
404	находим в	2	2
405	не о	5	2
406	теории относительности	2	2
407	в каком	10	2
408	в очень	3	2
409	что их	2	2
410	от всего	2	2
411	ни была	2	2
412	и об	4	2
413	внешнее и	5	2
414	с чем	2	2
415	человек и	2	2
416	если в	5	2
417	а потом	9	2
418	в каждом	4	2
419	когда я	2	2
420	виду что	2	2
421	и притом	7	2
422	смысла и	3	2
423	должен быть	2	2
424	бы она	2	2
425	ведь это	3	2
426	он всегда	3	2
427	после этого	3	2
428	каждом из	2	2
429	не зная	2	2
430	из жизни	2	2
431	самом деле	6	2
432	и вместе	2	2
433	его не	7	2
434	что даже	2	2
435	и очень	2	2
436	в искусстве	2	2
437	может иметь	6	2
438	значит что	25	2
439	также имеет	3	2
440	как я	3	2
441	для своего	3	2
442	к нему	12	2
443	а только	5	2
444	и смысл	3	2
445	была бы	4	2
446	отношении к	3	2
447	в узком	2	2
448	и та	8	2
449	но как	7	2
450	с нею	3	2
451	в поэзии	8	2
452	все вещи	2	2
453	и пр	7	2
454	что уже	3	2
455	никто не	2	2
456	даже не	4	2
457	должны быть	2	2
458	только один	2	2
459	вопрос об	5	2
460	с их	2	2
461	или не	5	2
462	тут же	2	2
463	и нет	2	2
464	когда мы	3	2
465	стремится к	2	2
466	то в	8	2
467	то и	3	2
468	более и	2	2
469	можно только	4	2
470	его с	6	2
471	то он	2	2
472	ее на	2	2
473	необходимо чтобы	2	2
474	и тогда	4	2
475	и эта	3	2
476	хотя в	3	2
477	себя в	2	2
478	о котором	2	2
479	отличается от	3	2
480	со всем	2	2
481	сказал что	3	2
482	но лишь	4	2
483	и может	7	2
484	иной раз	7	2
485	как они	2	2
486	и вечное	2	2
487	от их	2	2
488	себе не	7	2
489	между собою	3	2
490	смысл и	6	2
491	когда они	3	2
492	но если	6	2
493	должна быть	5	2
494	и должно	3	2
495	ее к	2	2
496	но уже	3	2
497	будем говорить	2	2
498	быть еще	2	2
499	что у	3	2
500	со своими	2	2
501	они вовсе	2	2
502	учение об	3	2
503	нет никакой	2	2
504	но к	2	2
505	как с	2	2
506	образом и	3	2
507	и неизвестно	2	2
508	но для	2	2
509	личности и	2	2
510	мы говорим	6	2
511	как таковой	6	2
512	не существует	8	2
513	тогда когда	6	2
514	еще в	2	2
515	дана как	2	2
516	и всех	4	2
517	на мир	2	2
518	я не	9	2
519	них нет	2	2
520	он сам	6	2
521	говорить о	9	2
522	является не	3	2
523	как только	4	2
524	только о	3	2
525	тому же	3	2
526	если же	2	2
527	в другое	2	2
528	исторического процесса	2	2
529	ясно что	11	2
530	разных степеней	2	2
