N	2gram	Bakhtin_Pr	Stilisti
1	и в	59	42
2	как бы	40	30
3	не только	26	28
4	и т.п	8	25
5	прежде всего	17	22
6	и т.д	2	21
7	хотя бы	5	18
8	то же	15	16
9	но и	22	16
10	и не	66	14
11	не может	31	13
12	может быть	38	13
13	как и	21	12
14	точки зрения	36	11
15	что мы	2	11
16	мы уже	4	11
17	в себе	9	10
18	и как	10	10
19	мы должны	6	10
20	в этом	40	10
21	как мы	10	10
22	в то	15	9
23	для того	3	9
24	все же	9	9
25	то что	21	9
26	при этом	5	9
27	мы не	3	9
28	тем самым	3	8
29	ничего не	8	8
30	так как	11	8
31	и это	5	8
32	в ней	8	8
33	что же	5	8
34	таким образом	22	8
35	с его	14	8
36	никогда не	19	7
37	другими словами	2	7
38	и от	3	7
39	в которой	6	7
40	мы можем	3	7
41	зависимости от	5	7
42	же время	10	7
43	так и	13	7
44	потому что	20	7
45	только в	15	7
46	а не	30	7
47	и на	15	7
48	того чтобы	5	7
49	в зависимости	5	7
50	было бы	10	7
51	и его	21	7
52	той же	7	7
53	и тем	2	7
54	точкой зрения	3	6
55	или иной	3	6
56	бы в	7	6
57	во всех	8	6
58	не в	10	6
59	но ведь	4	6
60	в области	3	6
61	точку зрения	9	6
62	в конце	9	6
63	или как	5	6
64	в нем	38	6
65	в процессе	4	6
66	на его	7	6
67	в его	44	6
68	в форме	8	6
69	слова в	4	6
70	в этой	5	6
71	все время	4	5
72	в сознании	4	5
73	и следовательно	7	5
74	в нашем	3	5
75	то есть	64	5
76	слова и	2	5
77	не является	2	5
78	и наконец	5	5
79	и их	7	5
80	своей жизни	2	5
81	самом деле	9	5
82	как это	2	5
83	же мы	2	5
84	а с	4	5
85	мы видели	3	5
86	но все	8	5
87	тому что	3	5
88	точек зрения	5	5
89	а в	9	5
90	но в	7	5
91	те же	3	5
92	в самом	19	5
93	и с	10	5
94	уже в	9	5
95	в той	9	5
96	с точки	21	5
97	художественного творчества	3	5
98	вместе с	2	5
99	да и	3	4
100	в одном	14	4
101	так же	10	4
102	так сказать	8	4
103	в словах	2	4
104	на это	2	4
105	его в	6	4
106	на него	4	4
107	если бы	12	4
108	что именно	2	4
109	лишь в	4	4
110	были бы	5	4
111	у нас	2	4
112	того что	4	4
113	всего в	2	4
114	самого начала	4	4
115	можно было	5	4
116	один из	4	4
117	и все	4	4
118	в каждом	11	4
119	с самого	3	4
120	о том	5	4
121	и пр	3	4
122	точка зрения	14	4
123	уже не	14	4
124	и к	5	4
125	в целом	8	4
126	мы видим	5	4
127	той или	3	4
128	все это	12	4
129	себя в	5	4
130	как только	2	4
