N	2gram	Vygotskiy_	Literetu
1	а не	16	50
2	и не	19	47
3	не только	24	46
4	и в	55	44
5	может быть	34	43
6	при этом	11	41
7	но и	16	41
8	в том	50	39
9	в этом	30	38
10	том что	46	32
11	в частности	6	30
12	то что	69	29
13	в качестве	2	27
14	состоит в	3	26
15	то же	16	26
16	как и	9	23
17	в то	6	23
18	не в	12	22
19	так и	6	22
20	того что	12	22
21	себя в	4	22
22	не может	15	22
23	же время	2	21
24	в себе	13	20
25	прежде всего	6	19
26	как бы	33	18
27	то есть	16	17
28	точки зрения	15	17
29	в его	8	17
30	с другой	12	17
31	в этой	15	16
32	в жизни	2	16
33	со стороны	3	15
34	произведение искусства	10	15
35	в целом	7	15
36	только в	12	15
37	по отношению	3	14
38	что он	30	14
39	и даже	4	14
40	в своем	12	13
41	как это	16	13
42	с одной	15	13
43	но не	9	13
44	и его	10	13
45	в данном	4	12
46	в своей	8	12
47	еще не	6	12
48	отношению к	2	12
49	о том	24	12
50	одной стороны	15	12
51	никогда не	15	11
52	данном случае	4	11
53	это не	9	11
54	в другом	3	11
55	еще в	2	11
56	отличие от	3	11
57	с его	6	11
58	как в	4	11
59	в отличие	3	11
60	а в	7	11
61	в конечном	2	11
62	столь же	3	11
63	в основе	9	11
64	вместе с	16	11
65	даже в	2	10
66	этом отношении	3	10
67	в области	2	10
68	что в	43	10
69	в ее	3	10
70	конечном счете	2	10
71	из них	7	10
72	и на	12	10
73	потому что	48	10
74	жизни и	8	10
75	к тому	12	9
76	один из	9	9
77	в поэзии	5	9
78	же в	3	9
79	связи с	2	9
80	с этой	5	9
81	искусства и	8	9
82	представляет собой	2	9
83	одна из	6	8
84	в конце	10	8
85	едва ли	3	8
86	ли не	2	8
87	все же	11	8
88	в искусстве	12	8
89	по существу	4	8
90	но в	7	8
91	того же	5	8
92	уже в	7	8
93	что не	5	8
94	в глазах	2	8
95	для него	5	8
96	исходит из	5	8
97	и как	10	8
98	слова и	2	8
99	тем что	8	8
100	в своих	9	8
101	той же	6	8
102	с точки	5	8
103	как раз	19	8
104	до конца	7	7
105	из того	4	7
106	в их	3	7
107	не как	3	7
108	и тем	6	7
109	и других	2	7
110	это как	2	7
111	так в	4	7
112	в художественном	4	7
113	для этого	12	7
114	другой стороны	8	7
115	в противоположность	3	7
116	и для	13	7
117	по преимуществу	2	7
118	человека в	3	7
119	у нас	7	7
120	именно в	9	7
121	в самом	18	7
122	и с	3	7
123	в одном	5	7
124	тому как	3	7
125	в нем	13	7
126	он не	10	7
127	тому же	4	7
128	его в	2	6
129	что ему	4	6
130	в виду	5	6
131	казалось бы	11	6
132	самом деле	17	6
133	эстетический объект	3	6
134	и он	7	6
135	и др	2	6
136	а затем	2	6
137	было бы	15	6
138	не было	2	6
139	например в	2	6
140	и то	12	6
141	во всех	6	6
142	в каждом	2	6
143	и наконец	5	6
144	далеко не	4	6
145	произведения искусства	2	6
146	в ней	5	6
147	и только	5	6
148	у него	9	6
149	как на	15	6
150	как будто	7	6
151	тем же	3	6
152	или иной	2	5
153	с собой	3	5
154	вслед за	3	5
155	так как	20	5
156	от себя	2	5
157	как он	6	5
158	одном из	2	5
159	так что	8	5
160	и за	4	5
161	в романе	2	5
162	не знает	2	5
163	к этой	2	5
164	между тем	4	5
165	несмотря на	5	5
166	этой точки	3	5
167	что и	11	5
168	себя и	3	5
169	в сущности	14	5
170	мы с	3	5
171	хотя бы	5	5
172	в словах	3	5
173	должно быть	6	5
174	мы не	8	5
175	в силу	3	5
176	не с	2	5
177	том чтобы	7	5
178	но уже	2	5
179	в себя	2	5
180	в нашем	3	5
181	и если	13	5
182	и к	5	5
183	к жизни	2	5
184	быть не	2	5
185	в свою	3	4
186	очевидно что	3	4
187	себе и	4	4
188	в каждой	3	4
189	для нас	9	4
190	нуждается в	3	4
191	не является	3	4
192	только для	2	4
193	каждый из	2	4
194	быть это	2	4
195	все время	44	4
196	только на	4	4
197	знает что	2	4
198	с тем	10	4
199	для своего	2	4
200	со всей	4	4
201	и все	15	4
202	на том	4	4
203	на его	4	4
204	могли бы	6	4
205	ту же	3	4
206	могут быть	8	4
207	искусство как	5	4
208	в них	7	4
209	исходя из	7	4
210	как мы	6	4
211	во всяком	2	4
212	одной из	2	4
213	то это	6	4
214	но это	2	4
215	к этому	5	4
216	сводится к	7	4
217	и вот	7	4
218	художественное произведение	5	4
219	для того	45	4
220	совершенно не	11	4
221	такой же	2	4
222	что его	2	4
223	в пределах	3	4
224	то он	2	4
225	все они	2	4
226	можно сказать	4	4
227	на то	27	4
