N	2gram	Tiupa_Narr	Vladivir
1	и в	22	116
2	то что	14	71
3	и не	34	67
4	в году	2	65
5	не только	50	65
6	у него	13	65
7	в этом	23	53
8	в том	20	52
9	том что	15	51
10	что в	6	48
11	но и	39	47
12	в конце	4	41
13	в его	12	40
14	и с	3	39
15	то есть	15	37
16	сказать что	5	36
17	и даже	4	36
18	также и	4	36
19	потому что	7	33
20	что он	7	32
21	не может	16	31
22	о том	5	30
23	только в	23	30
24	никогда не	8	29
25	как мы	3	29
26	для него	8	29
27	вовсе не	2	27
28	а в	19	27
29	не было	3	26
30	в то	9	25
31	но в	10	25
32	в себе	14	25
33	и то	3	25
34	а к	3	25
35	и его	12	25
36	а также	11	24
37	точки зрения	8	23
38	может быть	24	23
39	он не	8	23
40	в виде	2	22
41	об этом	8	22
42	в своей	8	21
43	вместе с	3	21
44	а именно	2	20
45	в своем	7	20
46	прежде всего	7	20
47	для нас	2	20
48	и потому	2	19
49	так и	12	19
50	не менее	6	19
51	как раз	9	19
52	по поводу	3	19
53	таким образом	5	19
54	тем не	7	19
55	не в	12	18
56	как это	7	18
57	как и	15	18
58	хотя и	8	18
59	с его	6	18
60	не мог	7	18
61	едва ли	5	17
62	что и	3	17
63	в этой	8	17
64	у нас	4	17
65	а не	27	17
66	уже не	11	16
67	все же	10	16
68	того что	7	16
69	было бы	2	16
70	к тому	13	16
71	и все	7	16
72	для себя	3	16
73	в котором	3	16
74	до конца	2	15
75	в связи	3	15
76	но это	2	15
77	к этому	2	15
78	это было	3	15
79	то же	12	15
80	в своих	2	15
81	и к	7	15
82	в москве	2	14
83	того же	2	14
84	все эти	3	14
85	его жизни	5	14
86	и как	4	14
87	и на	5	14
88	раз и	2	14
89	так же	2	13
90	можно сказать	11	13
91	да и	5	13
92	и от	3	13
93	что это	4	13
94	в результате	4	13
95	дело в	2	13
96	не просто	2	13
97	жизни и	7	13
98	на этот	2	13
99	и у	4	12
100	только на	4	12
101	ничего не	8	12
102	в нем	9	12
103	и по	3	12
104	связи с	3	12
105	во всяком	2	12
106	то в	4	12
107	если не	4	12
108	по себе	4	12
109	всяком случае	2	12
110	еще в	4	11
111	или менее	2	11
112	и о	4	11
113	я не	5	11
114	при этом	31	11
115	никак не	5	11
116	в данном	17	11
117	хотя бы	4	11
118	в которой	2	11
119	и здесь	3	11
120	он уже	3	11
121	на то	4	11
122	более или	2	11
123	тому же	9	11
124	такого рода	17	10
125	о нем	5	10
126	собственно говоря	3	10
127	к нему	5	10
128	в ней	5	10
129	в качестве	27	10
130	можно было	2	10
131	еще не	6	10
132	но не	7	10
133	в самом	8	10
134	отнюдь не	6	10
135	он и	2	10
136	с точки	2	10
137	здесь не	4	10
138	с ним	6	10
139	это не	6	9
140	но как	3	9
141	о чем	6	9
142	и притом	3	9
143	а с	2	9
144	своей жизни	2	9
145	в целом	5	9
146	в начале	4	9
147	и сам	4	9
148	что касается	3	9
149	с другой	6	9
150	не будет	2	9
151	именно в	5	9
152	что мы	2	9
153	же время	7	9
154	но он	2	9
155	отношение к	2	8
156	не столько	2	8
157	в чем	3	8
158	себя в	4	8
159	как бы	11	8
160	из этих	6	8
161	и он	8	8
162	с этой	3	8
163	в этих	3	8
164	как в	9	8
165	и для	4	8
166	после смерти	2	8
167	со стороны	14	8
168	которой он	4	8
169	к его	5	7
170	как он	3	7
171	не имеет	3	7
172	себе и	2	7
173	точно так	2	7
174	того чтобы	7	7
175	о его	3	7
176	же в	6	7
177	то и	3	7
178	если бы	9	7
179	и вот	2	7
180	к ней	3	7
181	в одном	5	7
182	в таком	4	7
183	в нашем	4	7
184	мы и	2	7
185	данном случае	12	6
186	на себя	5	6
187	в отличие	6	6
188	к своему	2	6
189	в виду	2	6
190	отличие от	6	6
191	что на	4	6
192	тому что	4	6
193	свидетельствует о	4	6
194	по своему	3	6
195	другой стороны	2	6
196	тем более	2	6
197	что она	3	6
198	по мнению	2	6
199	на него	4	6
200	и наконец	2	6
201	для того	4	6
202	мы не	5	6
203	она была	2	6
204	в жизни	9	6
205	или иначе	2	6
206	той же	2	6
207	видно что	2	6
208	по своей	3	6
209	он сам	4	6
210	не говорит	4	6
211	по его	3	6
212	начиная с	3	5
213	друг друга	2	5
214	и тем	9	5
215	в частности	23	5
216	утверждает что	2	5
217	быть в	2	5
218	она не	2	5
219	а то	2	5
220	этого не	2	5
221	один из	8	5
222	место в	3	5
223	что с	2	5
224	во время	2	5
225	однако и	5	5
226	в области	4	5
227	сводится к	10	5
228	только к	3	5
229	церкви и	2	5
230	мы имеем	6	5
231	и еще	2	5
232	во всех	2	5
233	со своим	2	5
234	жизни в	7	5
235	что я	4	5
236	но уже	2	5
237	далеко не	6	5
238	что у	6	5
239	не вполне	3	5
240	в свою	4	5
241	из них	4	5
242	со своей	3	5
243	говорит о	3	5
244	и только	2	5
245	как на	2	5
246	не к	4	5
247	не о	2	4
248	перед нами	9	4
249	тем самым	9	4
250	истории в	8	4
251	для нее	2	4
252	вплоть до	5	4
253	но для	5	4
254	ясно что	2	4
255	наряду с	2	4
256	как к	3	4
257	это и	2	4
258	как у	6	4
259	одной из	2	4
260	и т	3	4
261	только с	2	4
262	так в	4	4
263	одной стороны	5	4
264	как именно	2	4
265	не имел	2	4
266	в сущности	2	4
267	но зато	4	4
268	или не	5	4
269	не все	2	4
270	мы можем	2	4
271	во второй	2	4
272	только что	4	4
273	лишь в	3	4
274	в особенности	2	4
275	этом отношении	5	4
276	нас в	2	4
277	с одной	5	4
278	и более	2	4
279	со своими	3	4
280	их в	4	4
281	я в	7	4
282	в последние	2	4
283	и стал	2	4
284	только не	2	4
285	пока еще	4	4
286	ему в	2	4
287	же самое	3	4
288	о которой	3	4
289	по своим	2	4
290	так сказать	4	3
291	как можно	2	3
292	ни о	3	3
293	является носителем	2	3
294	и ее	3	3
295	и через	2	3
296	в другом	5	3
297	свою очередь	2	3
298	в силу	5	3
299	себя внимание	3	3
300	говоря о	2	3
301	который в	2	3
302	в следующем	2	3
303	роль в	4	3
304	между ними	3	3
305	казалось бы	2	3
306	жизни а	4	3
307	точка зрения	5	3
308	самом деле	4	3
309	последних дней	2	3
310	которая в	2	3
311	человеческой жизни	3	3
312	что не	2	3
313	не могла	2	3
314	для них	2	3
315	ли он	2	3
316	же как	2	3
317	о своей	3	3
318	когда в	4	3
319	ему было	2	3
320	и самого	3	3
321	интерес к	3	3
322	не столь	2	3
323	одно и	2	3
324	с ними	5	3
325	в литературе	8	3
326	дело не	3	3
327	особенно в	3	3
328	бы в	2	3
329	о своем	2	3
330	за границей	3	3
331	субъекта и	2	3
332	как о	2	3
333	человека как	2	3
334	одним из	2	3
335	с нами	2	3
336	не могло	3	3
337	как известно	3	3
338	в мире	8	3
339	а за	2	3
340	мир и	2	3
341	это была	3	3
342	строго говоря	2	3
343	все что	4	3
344	в какой	2	3
345	будто бы	2	3
346	оно не	4	3
347	а по	2	3
348	у меня	2	3
349	не существует	3	3
350	так у	2	3
351	говорить и	2	3
352	к жизни	3	3
353	нас нет	2	3
354	как будто	4	3
355	начала и	5	3
356	один и	2	3
357	быть и	3	3
358	человека в	2	2
359	в действительности	2	2
360	свою жизнь	2	2
361	не подлежит	3	2
362	бытия в	2	2
363	и сама	2	2
364	том как	3	2
365	не является	7	2
366	тот кто	2	2
367	еще раз	3	2
368	в ответ	4	2
369	одна из	5	2
370	к себе	11	2
371	с той	2	2
372	не могу	2	2
373	ни одного	2	2
374	не по	5	2
375	столько же	2	2
376	к чему	3	2
377	не всегда	4	2
378	жизни так	3	2
379	но именно	3	2
380	потому не	2	2
381	а во	5	2
382	со всеми	3	2
383	в детстве	3	2
384	в произведении	2	2
385	к своей	2	2
386	могло быть	2	2
387	на том	2	2
388	они не	3	2
389	могло бы	3	2
390	в церкви	2	2
391	ни слова	2	2
392	времени в	3	2
393	мира и	2	2
394	одного из	6	2
395	ответ на	6	2
396	обращает на	3	2
397	однако в	4	2
398	в ее	4	2
399	о ней	5	2
400	той или	7	2
401	первый раз	2	2
402	и личность	2	2
403	нами не	2	2
404	все равно	2	2
405	должна быть	2	2
406	например в	2	2
407	в двух	2	2
408	если в	2	2
409	говорил о	2	2
410	все было	2	2
411	в первой	3	2
412	нельзя назвать	2	2
413	его как	2	2
414	в душе	3	2
415	если она	3	2
416	о котором	4	2
417	это за	2	2
418	с ее	3	2
419	а о	2	2
420	этом и	5	2
421	дело с	4	2
422	та же	2	2
423	она в	3	2
424	то у	3	2
425	во сне	4	2
426	его и	2	2
427	сих пор	3	2
428	в глазах	7	2
429	и является	2	2
430	которое не	2	2
431	в русской	3	2
432	это он	2	2
433	он прямо	2	2
434	этих двух	2	2
435	личности в	2	2
436	не можем	2	2
437	внимание на	7	2
438	в той	4	2
439	казалось что	2	2
440	можно назвать	2	2
441	чтобы стать	2	2
442	и того	5	2
443	и уже	4	2
444	на рубеже	2	2
445	чем это	2	2
446	жизни но	3	2
447	и после	3	2
448	в себя	3	2
449	до сих	3	2
