N	2gram	Bakhtin_Pr	FransuaR
1	и в	83	367
2	то есть	86	209
3	в этом	24	112
4	и т.п	42	108
5	и не	41	101
6	у рабле	5	100
7	таким образом	9	100
8	и его	13	99
9	в его	15	98
10	прежде всего	20	92
11	не только	14	87
12	мы уже	9	85
13	но и	16	84
14	как бы	27	82
15	все эти	9	79
16	вовсе не	12	77
17	в романе	9	77
18	как и	13	76
19	в нем	21	75
20	но в	12	75
21	в эпоху	12	75
22	и др	18	72
23	и на	27	72
24	в том	22	71
25	как мы	12	71
26	то же	10	66
27	и все	14	66
28	так и	9	65
29	в этой	3	65
30	рабле и	2	65
31	в них	4	65
32	в сущности	15	64
33	и с	10	64
34	в то	8	63
35	все это	11	62
36	во всех	15	62
37	же время	8	55
38	что в	5	52
39	в своем	2	51
40	только в	10	48
41	так как	12	46
42	и до	6	46
43	том что	9	45
44	уже говорили	3	44
45	в году	2	44
46	здесь в	11	41
47	то что	14	41
48	жизни и	13	40
49	у него	5	40
50	в самом	7	38
51	точки зрения	17	37
52	в ней	8	37
53	с его	4	36
54	может быть	23	35
55	мы видим	2	35
56	о том	3	35
57	до нас	3	34
58	сказать что	12	34
59	и даже	5	34
60	в себе	10	34
61	рядом с	2	32
62	в конце	5	32
63	он не	5	32
64	мы видели	2	32
65	в своей	5	31
66	нового времени	8	31
67	связаны с	3	31
68	до конца	3	31
69	в литературе	8	31
70	так же	4	30
71	никогда не	10	30
72	и потому	6	30
73	той же	6	30
74	один из	7	30
75	потому что	9	30
76	но он	3	30
77	в духе	10	29
78	в этих	8	29
79	не может	18	29
80	еще не	10	29
81	его в	4	29
82	не в	10	29
83	при этом	6	29
84	в одном	4	29
85	в особенности	2	29
86	что он	6	29
87	из них	7	28
88	в основе	6	28
89	всех этих	2	28
90	в той	2	28
91	также и	5	28
92	здесь и	7	28
93	и к	13	28
94	сих пор	8	27
95	по своему	6	27
96	и другие	14	27
97	до сих	8	27
98	и их	6	27
99	том числе	15	27
100	на части	2	27
101	все же	3	27
102	средние века	12	26
103	кроме того	6	26
104	все они	2	26
105	в условиях	7	26
106	в преисподнюю	3	26
107	в средние	11	26
108	на самом	2	25
109	с помощью	4	25
110	в области	6	25
111	но это	7	25
112	мира и	3	25
113	отношение к	14	24
114	в ее	3	24
115	и от	4	24
116	например в	8	24
117	но не	9	24
118	в большинстве	9	24
119	как в	10	24
120	и у	8	24
121	он и	2	24
122	времени и	4	24
123	этот образ	2	24
124	своего рода	7	23
125	так сказать	8	23
126	и для	5	23
127	это не	10	23
128	в их	7	23
129	с ним	3	23
130	еще и	4	23
131	и здесь	4	23
132	есть и	4	23
133	к нему	3	23
134	большинстве случаев	9	23
135	форм и	2	22
136	и о	3	22
137	связь с	4	22
138	и во	6	22
139	даже в	3	22
140	а в	4	22
141	что и	4	22
142	там где	3	22
143	поэтому и	4	22
144	и других	12	22
145	тем что	2	22
146	вместе с	5	22
147	не было	5	22
148	именно в	3	21
149	в своих	4	21
150	в себя	8	21
151	что это	2	21
152	в отношении	3	21
153	и наконец	4	21
154	ни в	4	21
155	одним из	6	21
156	есть в	7	21
157	xvii века	3	21
158	уже в	3	21
159	образов и	7	20
160	в образе	3	20
161	а также	4	20
162	как раз	6	20
163	одной из	6	20
164	в виду	3	20
165	с точки	13	20
166	и это	3	20
167	в связи	2	20
168	в форме	6	19
169	того же	5	19
170	в дальнейшем	8	19
171	их в	3	19
172	во всем	5	19
173	хотя и	10	19
174	к этому	5	19
175	в эту	3	19
176	было бы	6	19
177	за пределы	7	19
178	далеко не	4	19
179	с другой	4	19
180	карнавального типа	17	19
181	карнавальный характер	4	19
182	с ее	3	19
183	на протяжении	5	19
184	связанные с	3	18
185	смеха в	2	18
186	и обновления	3	18
187	мы находим	8	18
188	со всеми	8	18
189	на этом	4	18
190	здесь не	5	18
191	превращается в	5	18
192	но они	5	18
193	перед нами	17	18
194	одна из	9	18
195	связан с	2	18
196	конечно и	7	18
197	в плане	3	17
198	числе и	13	17
199	связанных с	2	17
200	можно было	2	17
201	в результате	2	17
202	и смерти	3	17
203	связана с	3	17
204	на площади	7	17
205	века и	6	17
206	на его	4	17
207	меньшей степени	6	17
208	еще более	6	17
209	конечно не	11	17
210	большей или	6	17
211	и образов	2	17
212	а не	19	17
213	в большей	5	17
214	между тем	2	16
215	или меньшей	6	16
216	нужно сказать	2	16
217	тот же	2	16
218	ничего не	8	16
219	влияние на	14	16
220	в начале	2	16
221	между ними	14	16
222	они не	5	16
223	дело в	3	16
224	почти вовсе	7	16
225	и одновременно	6	16
226	в истории	4	15
227	пор еще	2	15
228	и вообще	3	15
229	мысли и	2	15
230	мы еще	4	15
231	и прежде	6	15
232	xix века	2	15
233	особенно в	7	15
234	говорили что	2	15
235	а затем	5	15
236	в первой	2	15
237	с их	3	15
238	в которой	2	15
239	от всех	2	15
240	в самой	2	15
241	на весь	2	15
242	в преисподней	8	15
243	смех и	2	15
244	характерно что	3	15
245	из этих	3	15
246	мы не	7	14
247	по существу	7	14
248	и он	5	14
249	в более	5	14
250	несмотря на	3	14
251	и по	5	14
252	и брань	2	14
253	в котором	8	14
254	здесь только	2	14
255	образом в	2	14
256	на них	2	14
257	как он	4	13
258	что все	3	13
259	на этой	2	13
260	это было	3	13
261	в других	2	13
262	здесь нет	2	13
263	или в	7	13
264	с этим	3	13
265	и еще	2	13
266	бы в	2	13
267	жизнь и	3	13
268	в жизни	14	13
269	в мире	8	13
270	более того	9	13
271	в известной	3	13
272	во все	5	13
273	в одной	4	13
274	о чем	2	13
275	на все	4	13
276	только на	3	13
277	они и	3	13
278	не знает	8	13
279	одновременно и	5	13
280	подчеркнуть что	4	13
281	в последующих	3	13
282	мировой литературы	3	12
283	века в	4	12
284	у нас	2	12
285	литературы и	4	12
286	не могут	4	12
287	смерти и	4	12
288	начиная с	4	12
289	во всей	5	12
290	все то	4	12
291	менее всего	4	12
292	жизни в	4	12
293	в пределах	8	12
294	и ее	8	12
295	известной мере	3	12
296	но именно	4	12
297	по своей	12	12
298	раз в	2	12
299	главным образом	3	12
300	не был	3	12
301	в атмосфере	4	12
302	он в	2	12
303	но здесь	2	12
304	место в	3	12
305	можно сказать	12	12
306	мы слышим	4	12
307	о нем	2	12
308	другой стороны	3	12
309	об этом	3	12
310	но этот	2	12
311	в творчестве	8	12
312	уже сказали	2	12
313	наконец в	3	11
314	так например	2	11
315	это уже	2	11
316	все время	2	11
317	в заключение	4	11
318	и более	3	11
319	и брани	2	11
320	эпохи возрождения	7	11
321	в свое	4	11
322	в общем	2	11
323	тело и	2	11
324	и самый	6	11
325	того как	4	11
326	формы и	3	11
327	уже не	5	11
328	в последующие	2	11
329	и что	3	11
330	хвалы и	2	11
331	отметить что	3	11
332	из самых	3	11
333	слова и	5	11
334	между собою	2	11
335	мировой литературе	3	11
336	и особенно	3	11
337	и т.д	5	11
338	время в	2	11
339	с ними	2	11
340	той или	2	11
341	что они	2	11
342	очень часто	4	11
343	и так	4	11
344	еще вернемся	4	10
345	мы здесь	4	10
346	сочетается с	4	10
347	до наших	3	10
348	и они	4	10
349	самом же	2	10
350	были связаны	2	10
351	образом и	3	10
352	или иной	2	10
353	здесь как	3	10
354	для понимания	3	10
355	все остальные	2	10
356	на земле	14	10
357	наших дней	3	10
358	в процессе	4	10
359	со смертью	3	10
360	человека и	10	10
361	преисподней и	5	10
362	к тому	2	10
363	ту же	2	10
364	его как	3	10
365	существенное значение	3	10
366	мы остановимся	5	10
367	для всех	2	10
368	по отношению	6	10
369	смех в	5	10
370	второй половины	2	10
371	даже и	3	10
372	в целом	3	10
373	да и	3	10
374	все его	3	10
375	же деле	2	10
376	свое время	4	9
377	еще раз	6	9
378	на землю	4	9
379	значение и	2	9
380	нужно отметить	2	9
381	пародии на	2	9
382	со смехом	2	9
383	это были	2	9
384	карнавальное мироощущение	14	9
385	говорит о	2	9
386	именно на	2	9
387	вполне понятно	2	9
388	но как	2	9
389	вплоть до	5	9
390	эпоху возрождения	6	9
391	как это	2	9
392	в разных	4	9
393	и то	2	9
394	на время	2	9
395	отношению к	5	9
396	романа в	2	9
397	между людьми	5	9
398	в тех	2	9
399	в формах	2	9
400	для этой	2	9
401	что на	2	9
402	власти и	2	9
403	нашей работы	3	9
404	это была	2	9
405	в которых	2	9
406	ведь это	2	9
407	и вся	4	9
408	норм и	3	9
409	но конечно	3	9
410	средневековья в	2	9
411	конечно в	2	9
412	представлений о	2	9
413	мы можем	9	9
414	но на	2	9
415	к жизни	2	9
416	от него	3	8
417	и символов	2	8
418	следовательно и	2	8
419	людей и	6	8
420	здесь мы	3	8
421	с самого	4	8
422	и без	4	8
423	для этого	2	8
424	значение в	4	8
425	и почти	3	8
426	но эта	2	8
427	в него	4	8
428	мы сказали	4	8
429	это очень	5	8
430	но эти	3	8
431	это был	2	8
432	особый характер	2	8
433	почти полностью	2	8
434	и она	2	8
435	мистерийной сцены	2	8
436	всякого рода	3	8
437	через все	2	8
438	др в	3	8
439	и при	2	8
440	почти до	3	8
441	самой жизни	2	8
442	более или	3	8
443	т.п все	2	8
444	видели что	2	8
445	но с	2	8
446	или менее	3	8
447	смены и	3	8
448	не менее	4	8
449	речи и	3	8
450	xviii века	3	8
451	всего этого	4	8
452	он как	2	8
453	тому же	3	8
454	человека с	3	8
455	и веселой	2	8
456	таковы основные	2	7
457	смен и	8	7
458	не будем	4	7
459	а как	4	7
460	шекспира и	2	7
461	подчеркнем еще	2	7
462	у лукиана	6	7
463	sia ammazzato	2	7
464	не как	5	7
465	последнее слово	2	7
466	себе и	2	7
467	на службу	2	7
468	литературы в	4	7
469	мы говорили	2	7
470	мы будем	3	7
471	правда в	5	7
472	римского карнавала	2	7
473	только с	3	7
474	в кости	2	7
475	весь роман	2	7
476	жить и	4	7
477	во всяком	2	7
478	к ним	5	7
479	смертью и	2	7
480	из которых	2	7
481	в таком	3	7
482	как его	2	7
483	играют в	2	7
484	правильного понимания	3	7
485	несколько слов	3	7
486	в развитии	5	7
487	на него	2	7
488	всех его	3	7
489	отчасти и	4	7
490	новое время	4	7
491	и если	4	7
492	от них	2	7
493	площади и	2	7
494	к себе	8	7
495	его творчество	2	7
496	а на	2	7
497	здесь на	3	7
498	есть здесь	2	7
499	нет ничего	3	7
500	связанная с	2	7
501	и несколько	3	7
502	в карнавальном	2	7
503	своего развития	3	7
504	представление о	3	7
505	но она	3	7
506	в новое	4	7
507	в некоторых	7	7
508	мы найдем	4	7
509	это конечно	3	7
510	нет и	3	7
511	и этим	3	7
512	в какой-то	5	6
513	смысле слова	2	6
514	xix веке	3	6
515	и под	4	6
516	не была	2	6
517	людей в	2	6
518	в центре	4	6
519	и тот	4	6
520	нет ни	2	6
521	как у	5	6
522	и мировоззрения	2	6
523	он может	2	6
524	сущности только	2	6
525	вряд ли	2	6
526	и глубоко	2	6
527	начала в	2	6
528	характерны для	5	6
529	не дает	3	6
530	ее в	4	6
531	смерть и	2	6
532	эти явления	3	6
533	жизни как	4	6
534	важное значение	2	6
535	казалось бы	4	6
536	жизнь в	4	6
537	могут быть	5	6
538	для них	2	6
539	что она	2	6
540	священные тексты	2	6
541	совершенно не	4	6
542	здесь еще	3	6
543	к его	2	6
544	мы наблюдаем	4	6
545	нас дошли	2	6
546	представления о	3	6
547	и перед	2	6
548	и мысли	4	6
549	карнавального мироощущения	19	6
550	и которые	2	6
551	всей их	2	6
552	друг друга	7	6
553	в обычной	2	6
554	в один	3	6
555	самого начала	5	6
556	карнавальные формы	2	6
557	истины и	3	6
558	этого слова	3	6
559	литературы возрождения	2	6
560	не могли	2	6
561	хотя бы	6	6
562	он знал	2	6
563	и слово	2	6
564	вовсе нет	2	6
565	в xix	3	6
566	остановимся на	5	6
567	имеем в	3	6
568	как будто	3	6
569	которые в	3	6
570	например у	3	6
571	во многом	3	6
572	произведение это	3	6
573	в карнавале	5	6
574	этот смех	2	6
575	поэтому все	2	6
576	говорить о	2	6
577	карнавальной площади	4	5
578	и отчасти	2	5
579	тем самым	2	5
580	и человеческой	2	5
581	возрождения и	2	5
582	празднества карнавального	5	5
583	к своему	4	5
584	своей жизни	3	5
585	вступают в	3	5
586	к самому	5	5
587	почти не	2	5
588	быть только	2	5
589	которую он	3	5
590	в риме	2	5
591	тем более	2	5
592	друг с	6	5
593	но только	2	5
594	когда он	2	5
595	оба полюса	4	5
596	что мы	2	5
597	чем в	2	5
598	находим в	3	5
599	в средневековой	2	5
600	проявляется в	4	5
601	ничем не	3	5
602	в произведении	3	5
603	с другими	6	5
604	с другом	6	5
605	почти всегда	6	5
606	на язык	4	5
607	друг в	4	5
608	должно быть	4	5
609	словом и	2	5
