N	2gram	Bakhtin_Fr	Vladivir
1	и в	68	116
2	то что	11	71
3	и не	25	67
4	в году	11	65
5	не только	21	65
6	у него	14	65
7	в этом	28	53
8	в том	12	52
9	том что	6	51
10	что в	14	48
11	но и	17	47
12	в конце	8	41
13	в его	21	40
14	и с	15	39
15	то есть	31	37
16	сказать что	3	36
17	и даже	7	36
18	также и	6	36
19	там же	2	35
20	потому что	3	33
21	еще и	6	32
22	что он	7	32
23	не может	5	31
24	о том	5	30
25	только в	9	30
26	никогда не	2	29
27	как мы	18	29
28	для него	7	29
29	вовсе не	18	27
30	а в	3	27
31	не было	7	26
32	в то	14	25
33	но в	20	25
34	в себе	5	25
35	и то	2	25
36	и его	26	25
37	даже и	3	24
38	а также	6	24
39	точки зрения	8	23
40	может быть	10	23
41	он не	11	23
42	в виде	2	22
43	так как	7	22
44	он был	5	22
45	кроме того	5	22
46	об этом	3	22
47	ни в	6	22
48	в своей	11	21
49	вместе с	4	21
50	в своем	11	20
51	прежде всего	23	20
52	и что	2	20
53	и потому	6	19
54	и вообще	3	19
55	так и	8	19
56	не менее	2	19
57	как раз	8	19
58	в дальнейшем	4	19
59	таким образом	22	19
60	в течение	3	19
61	не в	2	18
62	не был	4	18
63	как и	17	18
64	хотя и	2	18
65	с его	6	18
66	что и	3	17
67	в этой	15	17
68	у нас	4	17
69	а не	6	17
70	и если	2	17
71	уже не	2	16
72	все же	6	16
73	того что	3	16
74	было бы	4	16
75	и все	16	16
76	в котором	3	16
77	до конца	10	15
78	в эти	2	15
79	в связи	7	15
80	но это	5	15
81	к этому	6	15
82	это было	2	15
83	то же	14	15
84	в своих	7	15
85	и к	4	15
86	того же	4	14
87	уже в	4	14
88	тут же	3	14
89	все эти	16	14
90	и как	5	14
91	и на	16	14
92	раз и	2	14
93	мы уже	19	14
94	так же	3	13
95	можно сказать	2	13
96	да и	2	13
97	и от	4	13
98	что это	4	13
99	дело в	4	13
100	жизни и	6	13
101	во всем	4	13
102	и у	2	12
103	только на	4	12
104	ничего не	4	12
105	в нем	12	12
106	и по	4	12
107	связи с	8	12
108	во всяком	2	12
109	то в	2	12
110	и это	5	12
111	всяком случае	2	12
112	в отношении	3	11
113	всякого рода	2	11
114	еще в	4	11
115	и о	5	11
116	при этом	5	11
117	все это	6	11
118	это есть	2	11
119	никак не	3	11
120	в данном	5	11
121	хотя бы	2	11
122	в которой	6	11
123	и здесь	5	11
124	конце концов	3	11
125	в основном	7	11
126	даже в	4	10
127	такого рода	5	10
128	о нем	3	10
129	к нему	4	10
130	в ней	6	10
131	что все	2	10
132	в качестве	2	10
133	в истории	5	10
134	можно было	3	10
135	еще не	3	10
136	но не	4	10
137	что для	2	10
138	в самом	6	10
139	он и	10	10
140	с точки	4	10
141	здесь не	5	10
142	с ним	3	10
143	это не	5	9
144	но как	5	9
145	о чем	3	9
146	и был	3	9
147	мы знаем	3	9
148	смысле слова	5	9
149	своей жизни	3	9
150	в целом	3	9
151	в начале	5	9
152	с этим	2	9
153	т ii	2	9
154	и сам	5	9
155	с другой	8	9
156	именно в	5	9
157	из этого	3	9
158	же время	13	9
159	отношения к	2	9
160	но он	9	9
161	отношение к	11	8
162	xix века	5	8
163	в чем	3	8
164	себя в	2	8
165	как бы	7	8
166	тот же	4	8
167	из этих	2	8
168	и он	2	8
169	в этот	2	8
170	в париже	5	8
171	тем что	6	8
172	в этих	8	8
173	как в	4	8
174	и для	6	8
175	со стороны	2	8
176	в это	2	8
177	конечно не	4	8
178	и особенно	2	8
179	другими словами	4	7
180	в доме	3	7
181	но даже	2	7
182	как он	4	7
183	к этой	3	7
184	на его	4	7
185	того чтобы	6	7
186	о его	2	7
187	же в	2	7
188	здесь мы	3	7
189	из его	2	7
190	мы видели	6	7
191	и мы	2	7
192	если бы	3	7
193	и вот	4	7
194	но все	5	7
195	в одном	7	7
196	с в	2	7
197	в таком	2	7
198	и есть	5	7
199	в нашем	5	7
200	в них	19	7
201	данном случае	3	6
202	его в	7	6
203	те же	6	6
204	в настоящее	2	6
205	в отличие	3	6
206	что здесь	2	6
207	есть и	4	6
208	и тут	2	6
209	том же	4	6
210	в виду	8	6
211	отличие от	3	6
212	и очень	2	6
213	что на	2	6
214	в общем	2	6
215	его на	2	6
216	настоящее время	2	6
217	жизнь и	2	6
218	здесь в	6	6
219	свидетельствует о	2	6
220	под влиянием	2	6
221	по своему	3	6
222	другой стороны	5	6
223	не раз	2	6
224	мысли и	2	6
225	и вполне	2	6
226	и наконец	5	6
227	для того	5	6
228	же и	4	6
229	такой же	3	6
230	но только	2	6
231	мы не	3	6
232	она была	3	6
233	которых он	2	6
234	той же	9	6
235	видно что	4	6
236	главным образом	3	6
237	ко всему	2	6
238	по своей	4	6
239	чем в	2	6
240	начиная с	3	5
241	на эту	2	5
242	друг друга	2	5
243	и прежде	4	5
244	тех кто	2	5
245	в их	6	5
246	в частности	4	5
247	быть в	2	5
248	эти три	2	5
249	он в	2	5
250	и за	3	5
251	весь этот	5	5
252	мы находим	3	5
253	один из	9	5
254	и до	14	5
255	как нечто	3	5
256	что они	3	5
257	во время	17	5
258	в области	5	5
259	все то	2	5
260	мы имеем	2	5
261	только то	2	5
262	его биографии	3	5
263	и еще	3	5
264	во всех	8	5
265	по преимуществу	3	5
266	где он	2	5
267	что я	2	5
268	и так	5	5
269	далеко не	3	5
270	что у	2	5
271	им в	2	5
272	еще более	5	5
273	в свою	3	5
274	и глубоко	2	5
275	из них	8	5
276	говорит о	2	5
277	как на	3	5
278	не к	2	5
279	но его	2	5
280	всех своих	2	4
281	на самом	7	4
282	перед нами	4	4
283	всех этих	5	4
284	вплоть до	5	4
285	в духе	11	4
286	это и	4	4
287	вообще в	2	4
288	и других	7	4
289	были в	2	4
290	он мог	2	4
291	после этого	2	4
292	одной из	3	4
293	года и	2	4
294	он говорит	6	4
295	в более	4	4
296	с года	4	4
297	так в	4	4
298	одной стороны	4	4
299	уже сказали	2	4
300	и во	6	4
301	в сущности	15	4
302	него и	3	4
303	больше чем	3	4
304	уже и	2	4
305	представление о	2	4
306	с этими	2	4
307	это вовсе	2	4
308	не так	3	4
309	во второй	2	4
310	мы увидим	3	4
311	и весь	2	4
312	лишь в	3	4
313	в особенности	6	4
314	этом отношении	4	4
315	не на	2	4
316	и всего	2	4
317	и другие	4	4
318	уже давно	2	4
319	нас в	2	4
320	с одной	5	4
321	и более	2	4
322	эту тему	3	4
323	со своими	2	4
324	их в	7	4
325	для характеристики	2	4
326	на этом	3	4
327	с начала	7	4
328	платона и	2	4
329	вполне понятно	4	4
330	в книге	5	3
331	так сказать	7	3
332	с таким	3	3
333	следовательно и	2	3
334	которые в	2	3
335	ему не	2	3
336	и ее	3	3
337	в другом	3	3
338	свою очередь	2	3
339	наконец в	3	3
340	который в	2	3
341	роль в	7	3
342	между ними	4	3
343	и при	2	3
344	мы здесь	2	3
345	самом деле	5	3
346	и такие	2	3
347	здесь нет	2	3
348	на котором	2	3
349	так например	2	3
350	для понимания	5	3
351	его к	3	3
352	связи со	2	3
353	с того	2	3
354	вот это	2	3
355	не была	2	3
356	и др	9	3
357	отметить что	2	3
358	в разных	3	3
359	и этот	2	3
360	до того	2	3
361	мы сказали	2	3
362	сам он	3	3
