N	3gram	Bakhtin_Pr	Istorich
1	и т д	4	142
2	в этих случаях	2	47
3	с другой стороны	6	46
4	до сих пор	9	30
5	в том что	6	25
6	не может быть	8	24
7	тем не менее	2	23
8	но все же	3	23
9	о том что	2	22
10	не только в	2	19
11	в данном случае	2	15
12	по отношению к	12	14
13	на то что	2	14
14	в то время	2	13
15	то время как	2	13
16	т е в	3	11
17	как и в	3	10
18	можно было бы	3	10
19	более или менее	4	9
20	же как и	2	9
21	друг с другом	3	9
22	как мы увидим	3	9
23	таким образом и	2	8
24	на этот вопрос	2	8
25	подобно тому как	3	8
26	в зависимости от	5	8
27	во всяком случае	4	7
28	в большинстве случаев	10	7
29	этой точки зрения	2	6
30	но это не	2	6
31	к тому же	2	6
32	все же не	3	6
33	и в других	2	6
34	на самом деле	4	5
35	так и в	2	5
36	в отличие от	4	5
37	другой стороны и	3	5
38	нам кажется что	3	4
39	то же что	3	4
40	можно сказать что	2	4
41	с точки зрения	21	4
42	сами по себе	4	4
43	оно может быть	2	4
44	друг на друга	2	4
45	только то что	2	4
46	все то что	3	3
47	бы то ни	3	3
48	даже там где	2	3
49	как один из	2	3
50	то ни было	2	3
51	не только не	2	3
52	мы уже говорили	3	3
53	в одном из	2	3
54	мы увидим дальше	2	3
55	но и на	2	3
56	само по себе	4	3
57	то что было	4	2
58	большей или меньшей	2	2
59	в самом деле	6	2
60	сам по себе	2	2
61	может быть и	2	2
62	т е не	2	2
63	он не только	2	2
64	сама по себе	5	2
65	хотя и не	3	2
66	это не значит	3	2
67	и не может	6	2
68	как если бы	3	2
69	том что он	5	2
70	и т п	10	2
71	и входит в	2	2
72	и в нем	2	2
