N	2gram	Tiupa_Hudo	Problemy
1	и в	23	106
2	и не	16	90
3	как бы	11	70
4	может быть	19	66
5	в его	11	56
6	в этом	12	52
7	в нем	6	51
8	не может	9	49
9	что он	5	44
10	как и	3	44
11	но и	14	40
12	точки зрения	11	40
13	для него	5	39
14	и его	12	39
15	а не	13	38
16	о себе	2	37
17	не только	20	36
18	то же	12	36
19	в пределах	3	35
20	то что	5	33
21	но в	10	33
22	прежде всего	5	32
23	в то	8	29
24	все это	2	29
25	он не	4	29
26	не в	9	27
27	в одном	3	27
28	к другому	2	27
29	же время	7	26
30	к нему	3	25
31	с точки	3	25
32	в самом	7	25
33	самом деле	2	24
34	не как	2	24
35	с самим	2	24
36	героя и	5	24
37	вовсе не	2	24
38	слова и	2	23
39	и на	3	23
40	таким образом	3	22
41	по себе	2	22
42	никогда не	2	20
43	потому что	3	20
44	только в	7	20
45	что в	7	19
46	с его	6	19
47	отношению к	10	19
48	слова в	3	19
49	в себе	13	18
50	по отношению	10	18
51	все эти	2	18
52	уже не	6	18
53	еще не	4	18
54	но не	13	18
55	это не	4	17
56	в том	20	17
57	так и	12	17
58	а в	13	17
59	самим собою	2	17
60	и к	3	17
61	с ним	2	17
62	так же	2	16
63	в другом	4	16
64	если бы	3	16
65	в своей	7	16
66	этом смысле	3	16
67	и для	3	15
68	у него	2	15
69	в отношении	4	14
70	в своем	4	14
71	я не	2	14
72	лишь в	7	14
73	и сам	3	14
74	он и	2	14
75	как раз	3	14
76	его в	4	13
77	в романе	3	13
78	и это	2	13
79	в целом	3	13
80	себя и	3	13
81	с другими	5	13
82	в мире	24	13
83	том что	9	12
84	даже в	3	12
85	к тому	4	12
86	между тем	4	12
87	не знает	4	12
88	что и	2	12
89	при этом	19	12
90	одного сознания	3	12
91	за пределы	2	12
92	и как	4	12
93	как в	2	12
94	отношении к	3	12
95	к чужому	2	12
96	и что	4	12
97	в форме	4	11
98	этого слова	2	11
99	с другой	9	11
100	их в	3	11
101	входит в	4	11
102	в произведении	3	10
103	отношение к	7	10
104	для себя	4	10
105	далеко не	4	10
106	в самой	2	10
107	приводит к	6	10
108	в слове	4	10
109	и потому	2	9
110	или в	2	9
111	самим собой	5	9
112	могут быть	5	9
113	в них	2	9
114	хотя и	4	9
115	другой стороны	6	9
116	ни в	5	9
117	в той	3	9
118	но он	3	9
119	но как	2	8
120	как к	5	8
121	одним из	2	8
122	это и	2	8
123	и о	4	8
124	того что	5	8
125	здесь не	2	8
126	несмотря на	2	8
127	к герою	2	8
128	с ними	2	8
129	не на	5	8
130	с их	2	8
131	ни было	2	8
132	о том	2	8
133	в этих	4	7
134	в их	5	7
135	к своему	2	7
136	от себя	3	7
137	в виду	5	7
138	и др	2	7
139	мира и	2	7
140	не входит	2	7
141	между ними	5	7
142	то ни	2	7
143	и ее	3	7
144	например в	4	7
145	бы то	2	7
146	сказать что	4	7
147	в жизни	3	7
148	что она	2	7
149	отличается от	2	7
150	сама по	2	7
151	во всех	3	7
152	автора и	3	7
153	но на	2	7
154	на мир	2	7
155	в себя	4	7
156	идет о	2	6
157	другого в	3	6
158	отличие от	7	6
159	а с	2	6
160	не менее	5	6
161	в художественном	5	6
162	себя в	8	6
163	одна из	2	6
164	ни был	2	6
165	внутренней речи	14	6
166	превращается в	2	6
167	художественного мира	2	6
168	в отличие	7	6
169	слова как	5	6
170	в этой	2	6
171	на почве	4	6
172	я в	13	6
173	на этом	2	6
174	в основе	7	6
175	отношения к	4	6
176	и то	4	5
177	или иной	9	5
178	к которому	4	5
179	была бы	3	5
180	по своему	3	5
181	тому что	2	5
182	того же	3	5
183	в чем	2	5
184	однако в	4	5
185	один из	2	5
186	что может	2	5
187	той или	5	5
188	в ее	6	5
189	автора как	2	5
190	в глаза	2	5
191	то есть	26	5
192	мира в	2	5
193	с человеком	2	5
194	человека с	3	5
195	подобно тому	3	5
196	именно в	2	5
197	тому как	3	5
198	я и	7	5
199	быть и	2	5
200	художественного творчества	6	5
201	тем не	3	4
202	слова не	2	4
203	при всей	2	4
204	и прежде	3	4
205	которого он	2	4
206	он должен	3	4
207	в одно	2	4
208	из которых	2	4
209	в формах	2	4
210	или менее	6	4
211	для понимания	2	4
212	в точке	3	4
213	но только	2	4
214	более или	6	4
215	в сторону	2	4
216	на котором	2	4
217	для автора	3	4
218	связи с	3	4
219	во всей	3	4
220	без исключения	4	4
221	я как	2	4
222	одно и	3	4
223	совпадает с	2	4
224	герой не	3	4
225	то в	2	4
226	в литературе	2	4
227	в которой	3	4
228	с ее	6	4
229	об этом	2	4
230	бы не	2	4
231	с этой	3	4
232	времени и	2	4
233	вследствие этого	2	4
234	в рассказе	3	4
235	другим и	2	4
236	речи и	4	4
237	что такое	2	4
238	образом и	2	4
239	оно не	2	4
240	личности в	4	4
241	чтобы не	2	3
242	или даже	3	3
243	во времени	4	3
244	вступает в	2	3
245	о чем	3	3
246	человека и	2	3
247	по своей	7	3
248	жизни а	2	3
249	передо мной	2	3
250	внутренний голос	2	3
251	в структуре	3	3
252	своего рода	9	3
253	в повести	2	3
254	может служить	2	3
255	героя как	2	3
256	так в	4	3
257	в узком	3	3
258	между собой	2	3
259	того чтобы	5	3
260	а затем	2	3
261	между двумя	2	3
262	и по	2	3
263	можно сказать	6	3
264	еще один	2	3
265	ее в	2	3
266	одной из	2	3
267	того или	4	3
268	в данном	4	3
269	из этих	3	3
270	говорить о	4	3
271	мог бы	3	3
272	по преимуществу	3	3
273	и больше	2	3
274	в пространстве	2	3
275	не является	5	3
276	том и	2	3
277	из тех	2	3
278	не с	2	3
279	есть в	3	3
280	если мы	2	3
281	и одновременно	5	3
282	порядка в	4	3
283	внешнего мира	3	3
284	сводится к	11	3
285	высказывания и	2	3
286	и особенно	2	3
287	в таком	3	3
288	нового времени	2	3
289	в художественной	3	2
290	еще и	2	2
291	ними и	2	2
292	этой точки	2	2
293	но она	2	2
294	одного и	3	2
295	к более	2	2
296	должен быть	2	2
297	не всегда	2	2
298	от своего	2	2
299	ни одно	2	2
300	свою очередь	2	2
301	или напротив	2	2
302	мире и	2	2
303	своей жизни	2	2
304	одно из	2	2
305	в душе	9	2
306	для такого	2	2
307	в контексте	3	2
308	из которого	4	2
309	повесть о	2	2
310	обращены к	2	2
311	в значительной	2	2
312	этих двух	2	2
313	отнюдь не	2	2
314	тем или	2	2
315	каждая из	2	2
316	в аспекте	2	2
317	слове о	2	2
318	делает его	2	2
319	известной степени	3	2
320	случае не	2	2
321	на языке	3	2
322	в противоположность	3	2
323	к его	3	2
324	в рамках	13	2
325	значительной степени	2	2
326	не все	2	2
327	художественного произведения	4	2
328	при условии	2	2
329	я с	5	2
330	в качестве	31	2
331	для того	5	2
332	и другие	2	2
333	а именно	3	2
334	не столько	7	2
335	было и	2	2
336	не могло	2	2
337	с одной	3	2
338	в какой	2	2
339	всей своей	2	2
340	не случайно	3	2
341	за пределами	3	2
342	всей его	2	2
343	от всех	2	2
344	в нашем	2	2
345	столь же	2	2
346	только и	2	2
347	литературных произведений	3	2
348	в свою	3	2
349	собою в	2	2
350	роль в	2	2
351	материала в	2	2
352	и того	3	2
353	из этого	2	2
354	могут оказаться	2	2
355	что каждый	2	2
356	не следует	4	2
357	произведения как	3	2
358	совершенно иной	2	2
359	во втором	4	2
