N	2gram	Losev_Dial	FransuaR
1	и в	34	367
2	в этом	14	112
3	и не	50	101
4	таким образом	14	100
5	и его	8	99
6	в его	6	98
7	прежде всего	20	92
8	не только	35	87
9	мы уже	6	85
10	но и	14	84
11	как бы	19	82
12	все эти	4	79
13	вовсе не	18	77
14	как и	14	76
15	в нем	7	75
16	но в	3	75
17	и на	6	72
18	в том	17	71
19	как мы	4	71
20	то же	9	66
21	и все	17	66
22	так и	11	65
23	в этой	3	65
24	в них	6	65
25	в сущности	10	64
26	и с	10	64
27	в то	9	63
28	все это	13	62
29	во всех	2	62
30	же время	5	55
31	что в	12	52
32	в своем	7	51
33	только в	10	48
34	так как	12	46
35	том что	18	45
36	то что	25	41
37	жизни и	8	40
38	у него	2	40
39	в самом	9	38
40	точки зрения	43	37
41	в ней	4	37
42	с его	7	36
43	может быть	30	35
44	мы видим	4	35
45	о том	11	35
46	сказать что	7	34
47	и даже	21	34
48	в себе	8	34
49	в конце	2	32
50	он не	8	32
51	тела в	2	32
52	для него	4	32
53	в своей	4	31
54	нового времени	2	31
55	так же	7	30
56	тела и	3	30
57	никогда не	9	30
58	и потому	6	30
59	той же	6	30
60	потому что	21	30
61	но он	3	30
62	в этих	3	29
63	не может	29	29
64	еще не	7	29
65	его в	2	29
66	не в	11	29
67	при этом	7	29
68	в одном	3	29
69	в особенности	9	29
70	связи с	3	29
71	что он	18	29
72	из них	4	28
73	в основе	6	28
74	всех этих	3	28
75	также и	6	28
76	и к	5	28
77	по своему	2	27
78	на части	2	27
79	все же	4	27
80	кроме того	8	26
81	в условиях	2	26
82	на самом	2	25
83	но это	10	25
84	мира и	3	25
85	в ее	5	24
86	и от	4	24
87	в частности	3	24
88	например в	3	24
89	но не	3	24
90	как в	2	24
91	и у	3	24
92	он и	3	24
93	и для	5	23
94	это не	13	23
95	в их	2	23
96	с ним	3	23
97	еще и	2	23
98	и здесь	3	23
99	есть и	14	23
100	к нему	4	23
101	и о	9	22
102	и во	3	22
103	а в	3	22
104	что и	8	22
105	тем что	5	22
106	вместе с	3	22
107	не было	6	22
108	именно в	5	21
109	в своих	3	21
110	в себя	4	21
111	что это	20	21
112	и наконец	2	21
113	ни в	20	21
114	культуры и	2	21
115	есть в	4	21
116	и как	13	21
117	как раз	11	20
118	одной из	3	20
119	этом отношении	2	20
120	в виду	12	20
121	с точки	25	20
122	самом деле	7	20
123	и это	12	20
124	в связи	3	20
125	их в	2	19
126	во всем	5	19
127	хотя и	9	19
128	к этому	3	19
129	было бы	13	19
130	за пределы	3	19
131	с другой	5	19
132	с ее	10	19
133	мы находим	5	18
134	со всеми	2	18
135	на этом	3	18
136	здесь не	2	18
137	превращается в	6	18
138	но они	3	18
139	это и	12	18
140	перед нами	5	18
141	одна из	4	18
142	весь мир	3	18
143	конечно и	2	18
144	для того	4	17
145	того что	22	17
146	в результате	7	17
147	и смерти	2	17
148	и вот	13	17
149	конечно не	6	17
150	а не	39	17
151	ничего не	29	16
152	в свете	3	16
153	они не	3	16
154	с одной	4	16
155	он дает	2	16
156	одно из	8	15
157	в истории	7	15
158	никто не	4	15
159	и вообще	7	15
160	мы еще	2	15
161	и прежде	6	15
162	как на	6	15
163	с их	4	15
164	не мог	3	15
165	из этих	5	15
166	мы не	11	14
167	все что	3	14
168	по существу	2	14
169	в данном	6	14
170	и он	3	14
171	несмотря на	2	14
172	и по	2	14
173	в чем	11	14
174	в котором	2	14
175	на них	2	14
176	так в	2	13
177	как он	4	13
178	отличие от	2	13
179	что все	16	13
180	это было	5	13
181	или в	4	13
182	с этим	4	13
183	бы в	5	13
184	жизнь и	9	13
185	в жизни	4	13
186	в мире	2	13
187	и есть	24	13
188	не на	7	13
189	в одной	4	13
190	о чем	2	13
191	только на	8	13
192	одной стороны	3	13
193	не знает	4	13
194	мир и	6	13
195	этот момент	2	12
196	у нас	7	12
197	не могут	6	12
198	вещей и	6	12
199	и ее	8	12
200	та же	5	12
201	место в	2	12
