N	2gram	Vygotskiy_	Problemy
1	и в	37	106
2	и не	15	90
3	как бы	16	70
4	может быть	19	66
5	в его	16	56
6	в этом	32	52
7	в нем	2	51
8	не может	16	49
9	что он	16	44
10	как и	20	44
11	но и	23	40
12	точки зрения	49	40
13	для него	5	39
14	и его	10	39
15	а не	5	38
16	не только	29	36
17	то же	12	36
18	то что	32	33
19	но в	9	33
20	прежде всего	12	32
21	в то	7	29
22	все это	9	29
23	он не	11	29
24	и все	7	28
25	не в	9	27
26	в одном	5	27
27	к себе	2	26
28	же время	2	26
29	в сущности	13	25
30	с точки	34	25
31	в самом	16	25
32	и с	10	25
33	самом деле	8	24
34	с самим	2	24
35	вовсе не	5	24
36	слова и	5	23
37	и на	8	23
38	таким образом	39	22
39	по себе	9	22
40	как мы	11	21
41	там где	8	21
42	никогда не	8	20
43	все же	6	20
44	потому что	11	20
45	только в	8	20
46	что в	25	19
47	с его	7	19
48	отношению к	11	19
49	слова в	2	19
50	что же	3	19
51	на самом	4	18
52	в себе	8	18
53	по отношению	12	18
54	все эти	6	18
55	уже не	2	18
56	но не	6	18
57	это не	5	17
58	в том	47	17
59	так и	12	17
60	а в	4	17
61	и к	9	17
62	с ним	3	17
63	так же	18	16
64	в другом	7	16
65	если бы	10	16
66	в своей	7	16
67	этом смысле	3	16
68	о мире	3	15
69	и наконец	3	15
70	и для	3	15
71	у него	2	15
72	в отношении	14	14
73	так как	11	14
74	в своем	10	14
75	в конце	2	14
76	я не	4	14
77	лишь в	9	14
78	и сам	2	14
79	как раз	8	14
80	перед нами	7	13
81	и это	3	13
82	в целом	29	13
83	с другими	5	13
84	на него	3	13
85	но все	3	13
86	точка зрения	3	13
87	том что	42	12
88	в одной	3	12
89	даже в	4	12
90	ничего не	6	12
91	так что	2	12
92	к тому	10	12
93	между тем	10	12
94	что и	3	12
95	при этом	6	12
96	было бы	12	12
97	во всяком	6	12
98	за пределы	4	12
99	и даже	5	12
100	и как	7	12
101	и слово	2	12
102	как в	7	12
103	себе и	3	12
104	в котором	6	12
105	и что	11	12
106	она не	3	11
107	этого слова	7	11
108	бы и	4	11
109	он сам	3	11
110	должно быть	4	11
111	бы в	5	11
112	тем что	7	11
113	сознания и	4	11
114	с другой	16	11
115	их в	6	11
116	более того	2	11
117	мы уже	7	11
118	для себя	7	10
119	говорит он	27	10
120	что не	2	10
121	самого начала	9	10
122	до сих	4	10
123	сих пор	4	10
124	в самой	4	10
125	приводит к	8	10
126	той же	4	10
127	в слове	2	10
128	и потому	3	9
129	с самого	9	9
130	или в	2	9
131	могут быть	5	9
132	в них	5	9
133	хотя и	2	9
134	другой стороны	10	9
135	хотя бы	7	9
136	друг с	6	9
137	что у	3	9
138	ни в	6	9
139	всяком случае	5	9
140	мы должны	11	8
141	уже в	8	8
142	наконец в	2	8
143	того что	28	8
144	несмотря на	6	8
145	и до	5	8
146	и от	4	8
147	что это	8	8
148	бы он	3	8
149	все время	8	8
150	с их	2	8
151	мы увидим	3	8
152	был бы	2	8
153	в результате	7	8
154	о том	14	8
155	с другом	6	8
156	из них	4	8
157	вопрос о	11	7
158	были бы	2	7
159	его к	3	7
160	и следовательно	3	7
161	в этих	3	7
162	но эта	3	7
163	в их	5	7
164	в виде	3	7
165	к своему	2	7
166	и со	2	7
167	точку зрения	8	7
168	в виду	5	7
169	и др	5	7
170	в процессе	19	7
171	он в	6	7
172	мира и	2	7
173	не входит	2	7
174	между ними	2	7
175	что все	8	7
176	что они	5	7
177	и ее	9	7
178	тот же	7	7
179	сказать что	16	7
180	в жизни	2	7
181	его с	2	7
182	друг другу	4	7
183	что она	6	7
184	мысли и	7	7
