N	2gram	Vygotskiy_	Problemy
1	и в	47	106
2	и не	27	90
3	как бы	13	70
4	может быть	20	66
5	в его	7	56
6	в этом	47	52
7	в нем	6	51
8	не может	23	49
9	что он	13	44
10	как и	19	44
11	но и	19	40
12	точки зрения	39	40
13	для него	6	39
14	и его	14	39
15	а не	7	38
16	не только	36	36
17	то же	16	36
18	в пределах	3	35
19	то что	40	33
20	но в	9	33
21	прежде всего	9	32
22	в то	10	29
23	все это	5	29
24	он не	5	29
25	и все	5	28
26	не в	7	27
27	в одном	4	27
28	к другому	5	27
29	к нему	5	25
30	в сущности	16	25
31	с точки	31	25
32	в самом	15	25
33	и с	5	25
34	самом деле	6	24
35	вовсе не	3	24
36	рядом с	2	23
37	слова и	10	23
38	и на	4	23
39	таким образом	38	22
40	в каждом	3	22
41	по себе	5	22
42	как мы	24	21
43	там где	7	21
44	никогда не	7	20
45	все же	7	20
46	потому что	26	20
47	только в	24	20
48	что в	23	19
49	отношению к	9	19
50	слова в	7	19
51	что же	3	19
52	на самом	3	18
53	в себе	14	18
54	по отношению	10	18
55	все эти	7	18
56	еще не	5	18
57	но не	13	18
58	это не	6	17
59	в том	38	17
60	так и	8	17
61	а в	3	17
62	и к	11	17
63	с ним	5	17
64	так же	26	16
65	в другом	3	16
66	если бы	8	16
67	в своей	4	16
68	этом смысле	2	16
69	до конца	8	15
70	и наконец	4	15
71	и для	5	15
72	у него	2	15
73	в отношении	9	14
74	так как	25	14
75	в своем	3	14
76	в конце	5	14
77	я не	3	14
78	лишь в	3	14
79	с другим	3	14
80	как раз	6	14
81	его в	7	13
82	перед нами	3	13
83	и это	2	13
84	большинстве случаев	2	13
85	в целом	7	13
86	себя и	2	13
87	с другими	5	13
88	но все	2	13
89	в большинстве	2	13
90	точка зрения	2	13
91	том что	28	12
92	в одной	6	12
93	даже в	2	12
94	в плане	3	12
95	ничего не	2	12
96	так что	8	12
97	к тому	13	12
98	между тем	2	12
99	не знает	3	12
100	что и	4	12
101	при этом	4	12
102	было бы	12	12
103	во всяком	2	12
104	но это	4	12
105	за пределы	2	12
106	и даже	3	12
107	и как	7	12
108	и слово	4	12
109	как в	7	12
110	себе и	2	12
111	отношении к	4	12
112	в котором	6	12
113	и что	14	12
114	не могут	9	11
115	слово и	10	11
116	она не	7	11
117	этого слова	5	11
118	он сам	2	11
119	должно быть	3	11
120	бы в	7	11
121	тем что	14	11
122	с другой	7	11
123	их в	2	11
124	более того	2	11
125	входит в	3	11
126	мы уже	5	11
127	отношение к	8	10
128	для себя	24	10
129	что не	2	10
130	самого начала	13	10
131	слово не	4	10
132	до сих	6	10
133	слова с	5	10
134	сих пор	6	10
135	в самой	3	10
136	приводит к	10	10
137	той же	13	10
138	в слове	11	10
139	и потому	3	9
140	с самого	13	9
141	или в	2	9
142	самим собой	2	9
143	могут быть	7	9
144	в них	3	9
145	хотя и	4	9
146	другой стороны	3	9
147	друг с	6	9
148	из одного	2	9
149	что у	4	9
150	ни в	3	9
151	в той	7	9
152	но он	3	9
153	мы должны	7	8
154	но как	3	8
155	уже в	3	8
156	наконец в	3	8
157	никак не	5	8
158	как к	4	8
159	одним из	3	8
160	это и	7	8
161	и о	4	8
162	того что	27	8
163	несмотря на	2	8
164	и до	3	8
165	и от	6	8
166	менее всего	3	8
167	что это	7	8
168	все время	3	8
169	и он	4	8
170	с их	2	8
171	в результате	3	8
172	о том	5	8
173	с другом	6	8
174	из них	2	8
175	вопрос о	9	7
176	были бы	5	7
177	его к	2	7
178	и следовательно	8	7
179	в этих	2	7
180	но эта	2	7
181	в их	4	7
182	в виде	2	7
183	точку зрения	4	7
184	в виду	5	7
185	его и	2	7
186	в процессе	12	7
187	к самому	2	7
188	только на	5	7
189	он с	2	7
190	между ними	8	7
191	и другого	2	7
192	как слово	2	7
193	что все	6	7
194	что они	11	7
195	и ее	3	7
196	все равно	2	7
197	например в	5	7
198	сказать что	18	7
199	одной плоскости	2	7
200	ее как	2	7
201	его с	3	7
202	друг другу	5	7
203	что она	8	7
204	мысли и	13	7
205	отличается от	6	7
206	и их	7	7
207	такой же	4	7
208	во всех	9	7
209	мы остановимся	4	7
210	на этот	2	7
211	если же	2	7
212	но на	3	7
213	уже говорили	2	7
214	в себя	4	7
215	идет о	3	6
216	все те	2	6
217	может стать	2	6
218	на вопрос	6	6
219	отличие от	4	6
220	а с	3	6
221	по существу	2	6
222	выражение в	6	6
223	не менее	6	6
224	но эти	2	6
225	на его	3	6
226	и во	5	6
227	во время	2	6
228	и здесь	5	6
229	одна из	2	6
230	для этого	4	6
231	с этим	5	6
232	словом и	10	6
233	в начале	6	6
234	можно было	7	6
235	за ним	3	6
236	во всем	4	6
237	зависимости от	6	6
238	и самое	2	6
239	внутренней речи	78	6
240	но для	2	6
241	друг друга	9	6
242	в отличие	4	6
243	и только	7	6
244	для его	2	6
245	слова как	5	6
246	в этой	7	6
247	на то	5	6
248	в своих	2	6
249	этот вопрос	2	6
250	в другой	4	6
251	в которых	3	6
252	на этом	4	6
253	конечно не	2	6
254	что было	2	6
255	в основе	5	6
256	как на	8	6
257	на фоне	3	6
258	не мог	2	6
259	отношения к	5	6
260	но с	4	6
261	в речь	2	6
262	и то	10	5
263	или иной	2	5
264	поэтому он	2	5
265	с таким	3	5
266	к которому	3	5
267	для других	15	5
268	ведь это	2	5
269	том же	7	5
270	его мысль	3	5
271	но именно	3	5
272	слова но	3	5
273	была бы	3	5
274	со всеми	2	5
275	здесь мы	2	5
276	по своему	11	5
277	с тем	8	5
278	но так	2	5
279	тому что	14	5
280	они не	2	5
281	того же	7	5
282	благодаря этому	3	5
283	в чем	5	5
284	один из	3	5
285	в такой	6	5
286	в зависимости	6	5
287	мы не	10	5
288	той или	2	5
289	того и	2	5
290	функции в	2	5
291	в ее	7	5
292	слов и	6	5
293	про себя	2	5
294	по своим	2	5
295	та же	2	5
296	в речи	6	5
297	совершенно не	2	5
298	и свой	2	5
299	нет и	4	5
300	подобно тому	2	5
301	тому же	2	5
302	именно в	9	5
303	когда он	2	5
304	тому как	2	5
305	сам по	2	5
306	с собой	3	5
307	в высшей	3	5
308	в ней	5	5
309	вместе с	19	5
310	бы с	2	4
311	и понимания	2	4
312	тем не	4	4
313	в каждой	4	4
314	стороны и	6	4
315	в направлении	6	4
316	его отношение	2	4
