N	2gram	Bakhtin_Pr	Morfolog
1	может быть	38	61
2	и пр	3	45
3	таким образом	22	26
4	могут быть	5	21
5	так как	11	20
6	мы имеем	2	19
7	не может	31	19
8	в этом	40	18
9	в этих	5	17
10	и в	59	17
11	и не	66	16
12	мы видим	5	15
13	перед нами	8	14
14	с этим	2	14
15	эта форма	4	14
16	прежде всего	17	14
17	по существу	5	13
18	видим что	2	12
19	а не	30	11
20	заметить что	2	11
21	вопрос о	4	10
22	то же	15	10
23	в том	17	10
24	то что	21	10
25	так и	13	10
26	что в	14	10
27	что и	10	10
28	все же	9	9
29	но и	22	9
30	с другой	3	9
31	не только	26	8
32	в результате	6	8
33	но не	13	8
34	а в	9	8
35	имеем в	2	8
36	мы не	3	8
37	как мы	10	8
38	не могут	6	7
39	том что	15	7
40	по отношению	17	7
41	или же	2	7
42	не менее	3	7
43	отношению к	17	7
44	как это	2	7
45	и здесь	5	7
46	и этим	2	7
47	точки зрения	36	7
48	один из	4	7
49	потому что	20	7
50	это не	13	6
51	но это	7	6
52	не все	2	6
53	во всех	8	6
54	и как	10	6
55	или в	2	6
56	и другие	4	6
57	подобно тому	5	6
58	в нашем	3	6
59	о том	5	6
60	в образе	4	6
61	с точки	21	6
62	в форме	8	6
63	как бы	40	6
64	вовсе не	13	6
65	одна из	4	5
66	ничего не	8	5
67	они и	3	5
68	и ее	5	5
69	хотя бы	5	5
70	мы можем	3	5
71	было бы	10	5
72	об этом	4	5
73	то перед	2	5
74	со стороны	6	5
75	героя в	9	5
76	что он	16	5
77	как в	10	5
78	далеко не	3	5
79	тому что	3	5
80	из которых	3	5
81	между тем	5	5
82	в целом	8	5
83	другой стороны	3	5
84	на его	7	5
85	тому как	5	5
86	там где	12	5
87	все эти	12	5
88	что они	3	5
89	он не	11	5
90	в первом	3	5
91	если же	3	5
92	сказать что	9	4
93	на самом	5	4
94	его в	6	4
95	так же	10	4
96	в то	15	4
97	можно было	5	4
98	к этому	6	4
99	как таковые	2	4
100	нами в	5	4
101	на него	4	4
102	есть и	2	4
103	тем что	5	4
104	не является	2	4
105	еще не	11	4
106	самом деле	9	4
107	из них	8	4
108	но в	7	4
109	на котором	3	4
110	но все	8	4
111	и для	5	4
112	как и	21	4
113	оно может	2	4
114	ни одна	2	4
115	входит в	11	4
116	уже не	14	4
117	этот вопрос	3	4
118	и к	5	4
119	несмотря на	7	4
120	того чтобы	5	4
121	на пути	2	4
122	героя а	5	4
123	говорить о	3	4
124	от того	4	4
125	мы уже	4	4
126	или не	2	3
127	как же	5	3
128	время как	2	3
129	но эти	2	3
130	мы должны	6	3
131	а и	2	3
132	но как	4	3
133	здесь не	2	3
134	в которой	6	3
135	то ни	3	3
136	это было	3	3
137	и их	7	3
138	и у	6	3
139	но есть	2	3
140	друг друга	10	3
141	только что	3	3
142	если бы	12	3
143	не значит	4	3
144	это и	10	3
145	есть нечто	2	3
146	кроме того	3	3
147	и тем	2	3
148	сам он	5	3
149	не в	10	3
150	к герою	6	3
151	для того	3	3
152	героя и	11	3
153	для героя	2	3
154	у нас	2	3
155	о герое	5	3
156	в один	2	3
157	в пределах	13	3
158	в какой	2	3
159	того что	4	3
160	приводит к	4	3
161	здесь мы	3	3
162	ее в	2	3
163	к нему	13	3
164	этой формы	2	3
165	они не	5	3
166	ни в	5	3
167	вступают в	3	3
168	в большинстве	3	3
169	благодаря этому	2	3
170	но для	2	3
171	большинстве случаев	3	3
172	и вне	2	3
173	в начале	3	3
174	и что	2	3
175	то время	3	3
176	и по	4	3
177	же в	3	3
178	и его	21	3
179	только в	15	3
180	в сущности	11	3
181	и есть	6	3
182	и только	2	3
183	в плоскости	5	3
184	все еще	2	3
185	в этой	5	3
186	и вызывает	2	3
187	бы то	3	3
188	с его	14	3
189	данном случае	3	2
190	в каком	2	2
191	герой не	2	2
192	не от	2	2
193	себя в	5	2
194	как например	2	2
195	в данном	3	2
196	из этих	2	2
197	от него	3	2
198	бы в	7	2
199	ответ на	2	2
200	к себе	2	2
201	и даже	4	2
202	он приводит	3	2
203	что она	6	2
204	к другу	4	2
205	лишь на	3	2
206	роль в	2	2
207	что именно	2	2
208	превращается в	4	2
209	этом отношении	7	2
210	на героя	2	2
211	не на	6	2
212	заставляет его	2	2
213	в частности	2	2
214	только для	2	2
215	ни было	4	2
216	одним из	11	2
217	ничем не	2	2
218	его и	4	2
219	на вопрос	2	2
220	в чем	2	2
221	углом зрения	2	2
222	не знает	5	2
223	а потому	4	2
224	должна быть	4	2
225	а с	4	2
226	и более	2	2
227	не по	3	2
228	на этот	2	2
229	не так	3	2
230	как их	3	2
231	не имеет	2	2
232	она не	9	2
233	он может	4	2
234	то они	2	2
235	их в	8	2
236	ни одной	3	2
237	могли бы	3	2
238	но с	4	2
239	в своих	5	2
240	оно не	2	2
241	но они	4	2
242	в которых	2	2
243	не входит	3	2
244	к отдельным	3	2
245	как таковой	2	2
246	однако в	2	2
247	от других	2	2
248	с героем	2	2
249	с другими	11	2
250	но здесь	2	2
251	для нас	3	2
252	что мы	2	2
253	что же	5	2
254	точно так	2	2
255	в одной	9	2
256	всяком случае	3	2
257	чтобы его	2	2
258	друг к	4	2
259	к другому	2	2
260	себя и	4	2
261	у ивана	2	2
262	все это	12	2
263	в основе	6	2
264	у него	9	2
265	как будто	4	2
266	героя герой	2	2
267	например в	5	2
268	можно сказать	3	2
269	в совершенно	2	2
270	из его	4	2
271	герою в	4	2
272	который в	2	2
273	для него	23	2
274	в одном	14	2
275	во всяком	5	2
276	чем в	3	2
