N	2gram	Voloshinov	Dialekti
1	не есть	2	181
2	и не	34	120
3	это –	22	95
4	по себе	4	79
5	а не	9	78
6	и в	28	77
7	точки зрения	31	72
8	может быть	28	71
9	не только	10	66
10	то что	17	59
11	и есть	3	55
12	ничего не	5	54
13	не может	30	53
14	и даже	3	47
15	так как	15	46
16	с точки	15	46
17	что это	5	46
18	потому что	4	45
19	как бы	19	43
20	ни в	12	42
21	и что	6	42
22	не имеет	2	41
23	вовсе не	16	41
24	в том	10	40
25	что такое	6	39
26	в этом	28	39
27	то же	12	39
28	в себе	7	38
29	это есть	2	38
30	что она	5	38
31	том что	12	37
32	что он	12	37
33	прежде всего	26	37
34	это не	5	36
35	– в	17	35
36	что в	7	34
37	в нем	7	34
38	и все	13	33
39	– не	12	33
40	того что	7	33
41	но и	10	32
42	он –	5	31
43	все это	12	31
44	ясно что	2	31
45	и как	3	30
46	отнюдь не	5	30
47	сказать что	11	30
48	так и	14	29
49	было бы	8	29
50	как и	13	28
51	никогда не	10	27
52	в виду	4	26
53	не в	10	26
54	есть и	2	26
55	– это	29	26
56	есть только	3	25
57	и то	3	25
58	и пр	29	25
59	говорить о	5	25
60	учение о	6	25
61	если бы	4	24
62	но это	4	24
63	и вот	8	23
64	в то	7	23
65	это и	4	23
66	что оно	4	23
67	таким образом	34	23
68	я не	4	22
69	она не	6	21
70	должна быть	2	21
71	личности и	4	21
72	в чем	9	21
73	в каком	7	20
74	что все	7	20
75	только в	11	20
76	как раз	6	20
77	и вообще	4	20
78	– как	6	20
79	что и	5	20
80	совершенно не	9	20
81	о том	3	20
82	уже не	9	20
83	и с	10	20
84	в таком	6	20
85	и притом	3	19
86	в своем	4	19
87	что мы	3	19
88	как это	5	19
89	не менее	6	19
90	тогда когда	2	19
91	в самом	12	19
92	не существует	4	19
93	и его	22	19
94	что же	10	18
95	с другой	2	18
96	хотя бы	7	18
97	же время	6	18
98	ни на	3	18
99	жизни и	7	18
100	но если	2	17
101	в основе	6	17
102	можно сказать	6	17
103	должно быть	2	17
104	другими словами	5	16
105	в своей	14	16
106	мы не	9	16
107	только не	3	16
108	сам по	4	16
109	к нему	9	16
110	да и	2	16
111	об этом	7	16
