N	2gram	Losev_Prob	Formalny
1	и в	64	95
2	т е	2	94
3	и не	63	78
4	может быть	29	66
5	в этом	30	61
6	не может	18	57
7	и пр	4	53
8	вовсе не	60	53
9	таким образом	9	52
10	и его	3	51
11	так и	17	50
12	точки зрения	5	47
13	в нем	14	42
14	в его	12	42
15	прежде всего	17	41
16	с точки	3	40
17	как и	7	39
18	и т	13	37
19	не в	6	35
20	в самом	10	35
21	а не	21	34
22	но и	23	33
23	то же	10	32
24	самом деле	10	32
25	не только	37	30
26	в пределах	2	28
27	в том	19	26
28	отнюдь не	15	26
29	если бы	8	26
30	то что	72	25
31	на самом	9	24
32	при этом	8	24
33	в своей	8	24
34	лишь в	4	24
35	на почве	2	24
36	связи с	8	23
37	было бы	16	23
38	в то	7	22
39	и ее	9	22
40	в истории	6	21
41	как бы	18	21
42	что в	21	21
43	и с	12	21
44	в их	7	20
45	не менее	26	20
46	и от	3	20
47	с тем	6	20
48	входит в	4	20
49	как мы	10	20
50	место в	2	20
51	не могут	6	19
52	все это	11	19
53	хотя бы	15	19
54	т д	12	19
55	по себе	20	19
56	все же	7	18
57	и все	9	18
58	все эти	15	18
59	в связи	7	18
60	должна быть	2	18
61	с его	3	18
62	и их	4	18
63	только в	19	18
64	именно как	7	17
65	как в	5	17
66	как раз	20	17
67	так же	12	16
68	в искусстве	3	16
69	во всяком	18	16
70	совершенно не	7	16
71	с другой	8	16
72	потому что	24	16
73	всяком случае	11	16
74	его в	9	15
75	все время	3	15
76	но в	19	15
77	бы в	3	15
78	с другими	6	15
79	так как	16	15
80	должно быть	3	15
81	во всех	9	15
82	в литературе	4	15
83	именно в	5	15
84	и на	11	15
85	что он	11	14
86	только на	13	14
87	языка и	5	14
88	в ее	3	14
89	в своем	7	14
90	еще не	18	14
91	в жизни	3	14
92	в этой	14	14
93	если мы	16	14
94	и потому	3	14
95	вместе с	4	14
96	как ее	2	13
97	в настоящее	17	13
98	настоящее время	17	13
99	со стороны	2	13
100	того что	18	13
101	языка как	2	13
102	а в	7	13
103	что же	18	13
104	могут быть	2	13
105	для них	5	13
106	что и	2	13
107	сводится к	3	13
108	независимо от	2	13
109	в результате	6	13
110	она не	5	13
111	тем что	10	13
112	ни в	13	13
113	как таковой	4	13
114	как его	2	13
115	в действительности	5	12
116	как это	7	12
117	того чтобы	10	12
118	и здесь	8	12
119	к тому	5	12
120	и для	10	12
121	оно не	6	12
122	уже не	9	12
123	никогда не	8	11
124	этом отношении	2	11
125	в корне	2	11
126	в общем	5	11
127	в основе	4	11
128	но не	13	11
129	то ни	3	11
130	слова и	5	11
131	что они	5	11
132	для него	2	11
133	зависимости от	2	11
134	между тем	3	11
135	не о	7	10
136	не есть	49	10
137	действительности и	5	10
138	не как	2	10
139	и др	2	10
140	язык как	3	10
141	в зависимости	2	10
142	мы не	6	10
143	не было	7	10
144	в дальнейшем	5	10
145	по существу	2	10
146	бы то	2	10
147	другой стороны	7	10
148	не является	12	10
149	как о	4	10
150	в первом	2	10
151	и как	10	10
152	в своих	3	10
153	раз и	13	10
154	конечно не	3	10
155	он не	5	10
156	если же	4	10
157	тем же	2	10
158	быть и	5	9
159	ничего не	20	9
160	для понимания	2	9
161	совсем не	9	9
162	здесь не	9	9
163	но это	11	9
164	и до	3	9
165	и может	2	9
166	или иного	6	9
167	и даже	19	9
168	но ведь	6	9
169	у нас	31	9
170	литературы и	5	9
171	язык и	2	9
172	от всех	2	9
173	языка в	3	9
174	говорить о	14	9
175	отношения к	2	9
176	в языке	13	9
177	это не	7	8
178	в других	5	8
179	была бы	2	8
180	между собой	5	8
181	до сих	6	8
182	в конкретном	2	8
183	одной стороны	4	8
184	и те	2	8
185	в них	8	8
186	с одной	4	8
187	в области	8	8
188	же как	2	8
189	для этого	5	8
190	что это	4	8
191	с этим	7	8
192	в данном	16	8
193	всех этих	11	8
194	сих пор	6	8
195	как такового	4	8
196	и должно	2	8
197	из этого	2	8
198	и является	9	8
199	мы ни	3	8
200	и к	2	8
201	роль в	2	8
202	для того	10	8
203	и речи	3	8
204	ясно что	7	8
205	следовательно и	3	7
206	том что	26	7
207	в себе	16	7
208	в понимании	2	7
209	смысла и	2	7
210	или менее	7	7
211	его от	4	7
212	стороны и	3	7
213	более или	7	7
214	даже и	18	7
215	является для	3	7
216	в сущности	2	7
217	не на	4	7
218	войти в	3	7
219	значение и	7	7
220	известной степени	2	7
221	сказать что	33	7
222	того или	8	7
223	и всякое	2	7
224	можно говорить	3	7
225	и наконец	3	7
226	и только	7	7
227	смысл и	3	7
228	и более	4	7
229	но все	5	7
230	сами по	5	7
231	ничем не	2	7
232	что бы	2	7
233	только и	5	7
234	из них	3	7
235	он и	8	7
236	в той	2	7
237	мы увидим	3	7
238	же и	4	7
239	чем же	2	7
240	от этого	2	7
241	данном случае	10	6
242	тем самым	11	6
243	в которой	2	6
244	в конце	13	6
245	и тем	16	6
246	в частности	5	6
247	и это	13	6
248	тому что	6	6
249	в этих	7	6
250	один из	7	6
251	нисколько не	3	6
252	он был	2	6
253	должны быть	2	6
254	ее в	2	6
255	к его	2	6
256	из этих	5	6
257	при таком	2	6
258	особенно в	3	6
259	за пределы	6	6
260	действительности в	3	6
261	отличается от	2	6
262	кроме того	7	6
263	но для	3	6
