N	2gram	Vygotskiy_	FransuaR
1	и в	37	367
2	в этом	32	112
3	и т.п	5	108
4	и не	15	101
5	таким образом	39	100
6	и его	10	99
7	в его	16	98
8	прежде всего	12	92
9	не только	29	87
10	мы уже	7	85
11	но и	23	84
12	как бы	16	82
13	все эти	6	79
14	вовсе не	5	77
15	как и	20	76
16	в нем	2	75
17	но в	9	75
18	и др	5	72
19	и на	8	72
20	в том	47	71
21	как мы	11	71
22	то же	12	66
23	и все	7	66
24	так и	12	65
25	в этой	13	65
26	в них	5	65
27	в сущности	13	64
28	и с	10	64
29	в то	7	63
30	все это	9	62
31	во всех	4	62
32	же время	2	55
33	что в	25	52
34	в своем	10	51
35	только в	8	48
36	так как	11	46
37	и до	5	46
38	том что	42	45
39	уже говорили	3	44
40	то что	32	41
41	жизни и	2	40
42	у него	2	40
43	в самом	16	38
44	точки зрения	49	37
45	в ней	2	37
46	с его	7	36
47	может быть	19	35
48	мы видим	7	35
49	о том	14	35
50	сказать что	16	34
51	и даже	5	34
52	в себе	8	34
53	в конце	2	32
54	он не	11	32
55	мы видели	8	32
56	для него	5	32
57	в своей	7	31
58	связаны с	2	31
59	так же	18	30
60	никогда не	8	30
61	и потому	3	30
62	той же	4	30
63	один из	3	30
64	потому что	11	30
65	в этих	3	29
66	не может	16	29
67	не в	9	29
68	при этом	6	29
69	в одном	5	29
70	связи с	7	29
71	что он	16	29
72	из них	4	28
73	в основе	9	28
74	всех этих	2	28
75	также и	2	28
76	здесь и	3	28
77	и к	9	28
78	сих пор	4	27
79	до сих	4	27
80	и их	5	27
81	том числе	3	27
82	все же	6	27
83	на самом	4	25
84	с помощью	16	25
85	в области	4	25
86	мира и	2	25
87	того чтобы	23	24
88	в ее	3	24
89	и от	4	24
90	в частности	8	24
91	но не	6	24
92	как в	7	24
93	и для	3	23
94	это не	5	23
95	в их	5	23
96	с ним	3	23
97	связь с	2	22
98	даже в	4	22
99	а в	4	22
100	что и	3	22
101	там где	8	22
102	и других	4	22
