N	3gram	Vygotskiy_	EvropaiE
1	с точки зрения	31	16
2	в то же	2	15
3	с одной стороны	7	8
4	одной стороны и	4	6
5	в том что	24	6
6	этой точки зрения	4	5
7	для того чтобы	24	5
8	с этой точки	4	5
9	так же как	13	5
10	той или иной	2	4
11	не только в	2	4
12	и в этом	2	4
13	заключает в себе	2	3
14	в известном смысле	2	3
15	же как и	3	3
16	в этом отношении	7	3
17	можно сказать что	7	3
18	в этом смысле	2	3
19	можно было бы	5	3
20	друг с другом	6	3
21	из того что	5	2
22	прежде всего в	2	2
23	приводит нас к	2	2
24	в данном случае	5	2
25	с другой стороны	3	2
26	только в том	2	2
27	друг от друга	3	2
28	на то что	5	2
29	в большинстве случаев	2	2
30	как мы видели	7	2
31	заключается в том	9	2
32	в свою очередь	3	2
33	по сравнению с	20	2
34	не может быть	6	2
