N	3gram	Bakhtin_Fr	Myshleni
1	в том что	2	133
2	с точки зрения	4	89
3	для того чтобы	5	78
4	по сравнению с	2	45
5	по отношению к	2	42
6	с одной стороны	4	39
7	в этом отношении	4	30
8	можно было бы	2	28
9	с другой стороны	5	26
10	о том что	3	25
11	не может быть	2	23
12	смысле этого слова	2	22
13	можно сказать что	2	21
14	в отличие от	3	18
15	во всяком случае	2	18
16	до сих пор	6	17
17	как мы видели	4	17
18	в связи с	5	17
19	одной и той	2	15
20	в данном случае	3	15
21	и той же	2	15
22	мы уже говорили	5	14
23	в свою очередь	2	14
24	подобно тому как	2	14
25	и тот же	3	12
26	один и тот	3	12
27	как мы уже	8	11
28	одной стороны и	2	10
29	в том числе	4	10
30	том числе и	3	10
31	на самом деле	5	9
32	как и в	2	9
33	в основе этого	3	8
34	той или иной	2	8
35	в том же	3	8
36	как раз в	3	7
37	имеет в виду	2	6
38	те же самые	2	6
39	только то что	2	6
40	в конце концов	3	5
41	все эти три	2	5
42	но все же	2	5
43	в то же	13	5
44	в той же	5	5
45	не только в	3	5
46	так и по	2	4
47	как и все	5	4
48	но и в	4	4
49	его отношение к	2	4
50	таким образом и	2	4
51	в значительной степени	2	4
52	мы видим что	2	4
53	все же в	2	3
54	подлежит никакому сомнению	2	3
55	не подлежит никакому	2	3
56	тех или иных	2	3
57	имеем в виду	2	3
58	мы имеем в	2	3
59	и все остальные	3	3
60	в основном и	2	3
61	в нашем примере	3	3
62	в настоящее время	2	3
63	говорит об этом	2	3
64	то же время	13	3
65	дело в том	2	3
66	в своей книге	3	2
67	вовсе не в	2	2
68	может быть в	2	2
69	и во всей	2	2
70	уже и в	2	2
71	в большинстве случаев	3	2
72	за то что	2	2
73	в той или	2	2
74	никакому сомнению что	2	2
75	и до конца	8	2
76	но как раз	2	2
77	таким образом все	2	2
78	на протяжении всего	2	2
