N	2gram	Bakhtin_Fr	VerxiiNi
1	и в	73	26
2	таким образом	34	22
3	с тем	2	18
4	в этом	21	15
5	вместе с	9	15
6	точки зрения	6	13
7	как бы	15	12
8	в том	13	11
9	не только	11	10
10	и с	17	10
11	может быть	5	10
12	что в	14	9
13	так как	9	9
14	в области	3	9
15	связи с	5	9
16	но и	15	9
17	с другой	3	8
18	в индии	5	8
19	и у	7	8
20	и не	13	8
21	но все	5	7
22	в эпоху	13	7
23	к нему	7	7
24	потому что	9	7
25	связанные с	4	7
26	одной стороны	3	7
27	из них	6	7
28	то что	12	7
29	с одной	3	7
30	но в	12	7
31	том что	8	7
32	представление о	3	6
33	в отношении	6	6
34	все же	2	6
35	к тому	2	6
36	о том	13	6
37	того же	7	6
38	в себе	16	6
39	в конце	9	6
40	несмотря на	3	6
41	что и	6	6
42	с точки	4	6
43	и т.д	3	6
44	все эти	24	6
45	все это	19	6
46	и потому	6	6
47	так и	13	6
48	во всяком	2	6
49	никогда не	6	5
50	в мире	3	5
51	одной из	5	5
52	и для	8	5
53	не имеет	4	5
54	более или	3	5
55	так же	11	5
56	том числе	4	5
57	и к	6	5
58	отношение к	3	5
59	к жизни	4	5
60	того чтобы	2	5
61	лишь в	2	5
62	в его	18	5
63	а не	2	5
64	образом в	2	5
65	сих пор	3	5
66	до сих	3	5
67	или менее	3	5
68	и от	10	4
69	что все	3	4
70	далеко не	2	4
71	а в	10	4
72	в котором	4	4
73	в самом	9	4
74	в нем	18	4
75	не может	4	4
76	в которых	3	4
77	то есть	36	4
78	из которых	2	4
79	целый ряд	4	4
80	в виде	2	4
81	то же	16	4
82	числе и	2	4
83	и что	5	4
84	и по	4	4
85	в этих	6	4
86	только в	7	4
87	что он	8	4
88	он не	4	4
89	ничем не	3	4
90	во время	12	4
91	в течение	2	4
92	в этой	18	4
93	в то	14	4
94	учение о	2	4
95	что это	9	3
96	в своем	13	3
97	из всех	2	3
98	с самого	2	3
99	друг за	2	3
100	но с	3	3
101	оказывается что	3	3
102	уже не	2	3
103	и нет	2	3
104	к этому	5	3
105	в результате	7	3
106	в которой	3	3
107	в значительной	5	3
108	и даже	4	3
109	и как	5	3
110	и те	5	3
111	в других	2	3
112	при этом	5	3
113	верхом и	2	3
114	конце концов	5	3
115	как о	5	3
116	в народных	2	3
117	у них	3	3
118	в качестве	11	3
119	с этой	4	3
120	в связи	3	3
121	и другие	3	3
122	так что	2	3
123	и о	2	3
124	но по	3	3
125	отношению к	3	3
126	в одном	5	3
127	того что	5	3
128	для него	7	3
129	по своему	3	2
130	мы видели	7	2
131	одно из	2	2
132	сказать что	4	2
133	так например	2	2
134	связан с	3	2
135	от них	2	2
136	которые в	2	2
137	для этого	2	2
138	о котором	5	2
139	начиная с	3	2
140	говорили о	3	2
141	в эту	2	2
142	и заставляет	3	2
143	из этого	2	2
144	и это	6	2
145	не могут	3	2
146	а также	8	2
147	для всех	3	2
148	он в	2	2
149	одновременно и	2	2
150	мы имеем	2	2
151	в процессе	3	2
152	они в	3	2
153	в начале	4	2
154	свидетельствует о	3	2
155	связь с	2	2
156	в тело	2	2
157	мира его	2	2
158	ему в	2	2
159	на небе	3	2
160	между тем	2	2
161	одним из	3	2
162	особенно в	2	2
163	к его	2	2
164	в свою	3	2
165	благодаря этому	3	2
166	не как	2	2
167	выступает в	2	2
168	связанных с	5	2
169	не могла	2	2
170	именно в	4	2
171	конечно не	2	2
172	с одним	2	2
173	те и	2	2
174	в образе	6	2
175	те же	3	2
176	что мы	2	2
177	в них	14	2
178	и особенно	3	2
179	и на	12	2
180	и здесь	5	2
181	уже в	9	2
182	еще не	3	2
183	к которому	2	2
184	все что	5	2
185	так чтобы	3	2
186	жизни и	6	2
187	иной раз	2	2
188	что именно	2	2
189	не было	4	2
190	по своим	2	2
191	превращается в	2	2
192	этом отношении	3	2
193	не в	12	2
194	у всех	2	2
195	и наконец	6	2
196	характер носят	4	2
197	ни было	2	2
198	на все	2	2
199	связан и	2	2
200	и все	19	2
201	же время	12	2
202	один из	5	2
203	в виду	4	2
204	со всеми	4	2
205	с телом	2	2
206	связано с	3	2
207	всем и	2	2
208	людей и	3	2
209	пор еще	3	2
210	прежде всего	18	2
211	и из	2	2
212	тот же	3	2
213	с его	5	2
214	во всех	13	2
215	всех других	2	2
216	в разных	2	2
217	в другое	5	2
218	по существу	8	2
219	все существующее	2	2
