N	3gram	Vygotskiy_	Myslijsy
1	в том что	41	47
2	по отношению к	3	26
3	не может быть	5	19
4	заключает в себе	3	19
5	тем не менее	6	18
6	сам по себе	2	14
7	в свою очередь	3	14
8	само по себе	3	14
9	в том смысле	3	13
10	во всяком случае	10	12
11	с другой стороны	5	12
12	более или менее	3	12
13	только в том	4	12
14	до сих пор	3	12
15	смысле этого слова	10	12
16	и в этом	2	12
17	сами по себе	4	11
18	для того чтобы	14	11
19	в то время	5	10
20	с одной стороны	8	10
21	то и другое	5	9
22	мы не можем	2	9
23	одного и того	5	9
24	о том что	3	9
25	на то что	5	9
26	и того же	5	9
27	что и в	6	9
28	с тем что	4	8
29	так и в	2	8
30	вместе с тем	11	8
31	в этом случае	4	8
32	только потому что	2	8
33	и то же	6	7
34	как и в	3	7
35	одной и той	5	7
36	одно и то	6	7
37	и той же	5	7
38	с точки зрения	11	7
39	в этом смысле	7	7
40	то же самое	9	6
41	вместе с этим	2	6
42	и как бы	2	6
43	с самого начала	6	6
44	друг от друга	2	6
45	то что мы	2	6
46	в том случае	2	5
47	таким образом что	6	5
48	между тем как	4	5
49	с тем и	4	5
50	то что в	3	5
51	и то что	3	5
52	и тот же	6	4
53	тем же словом	4	4
54	одним и тем	4	4
55	что мы не	2	4
56	том смысле что	2	4
57	мы видели что	4	4
58	не что иное	2	4
59	мы не знаем	2	4
60	с этой точки	4	4
61	и тем же	4	4
62	в этом отношении	9	4
63	то время как	5	4
64	в собственном смысле	12	4
65	один и тот	6	4
66	в том виде	4	4
67	и что в	2	4
68	на этот вопрос	2	4
69	что иное как	2	4
70	с таким образом	3	4
71	в том чтобы	2	4
72	так как оно	2	3
73	из того что	3	3
74	этой точки зрения	4	3
75	на каждом шагу	4	3
76	столь же мало	2	3
77	если бы мы	2	3
78	к одной и	2	3
79	одном и том	2	3
80	ничего общего с	2	3
81	потому что оно	2	3
82	что он не	2	3
83	но так как	2	3
84	можно было бы	8	3
85	и тем самым	3	3
86	точно так же	4	3
87	хотя бы и	2	3
88	в связи с	8	3
89	заключается в том	18	3
90	в каждом языке	2	3
91	и том же	2	3
92	того что мы	2	3
93	в силу того	2	2
94	таким же образом	2	2
95	то же слово	3	2
96	что как бы	2	2
97	в своем развитии	3	2
98	силу того что	2	2
99	это значит что	6	2
100	того и другого	2	2
101	том случае если	2	2
102	так же как	9	2
103	друг на друга	3	2
104	и все остальные	2	2
105	во внимание что	2	2
106	в свое время	2	2
107	как мы видели	4	2
108	так как в	2	2
109	мы могли бы	12	2
110	состоит в том	4	2
111	в целом и	2	2
112	и в отношении	3	2
113	имеет дело с	2	2
114	того что они	3	2
115	которых мы не	2	2
