N	2gram	Vygotskiy_	Problemy
1	и в	33	106
2	и не	18	90
3	как бы	11	70
4	может быть	15	66
5	в его	15	56
6	в этом	43	52
7	в нем	10	51
8	не может	31	49
9	что он	40	44
10	как и	13	44
11	но и	14	40
12	точки зрения	27	40
13	для него	9	39
14	и его	6	39
15	а не	14	38
16	не только	28	36
17	то же	12	36
18	в пределах	6	35
19	то что	48	33
20	но в	9	33
21	прежде всего	5	32
22	в то	5	29
23	все это	2	29
24	он не	13	29
25	и все	2	28
26	не в	10	27
27	в одном	3	27
28	к другому	3	27
29	к нему	4	25
30	в сущности	17	25
31	с точки	12	25
32	в самом	10	25
33	и с	7	25
34	самом деле	9	24
35	не как	3	24
36	вовсе не	2	24
37	слова и	3	23
38	и на	11	23
39	таким образом	30	22
40	что я	4	22
41	по себе	8	22
42	как мы	20	21
43	там где	2	21
44	никогда не	10	20
45	все же	5	20
46	потому что	40	20
47	только в	21	20
48	что в	33	19
49	с его	3	19
50	отношению к	19	19
51	слова в	3	19
52	что же	2	19
53	на самом	3	18
54	в себе	4	18
55	по отношению	19	18
56	все эти	9	18
57	еще не	11	18
58	но не	13	18
59	это не	8	17
60	в том	44	17
61	так и	8	17
62	а в	5	17
63	и к	7	17
64	с ним	6	17
65	так же	22	16
66	в другом	7	16
67	если бы	13	16
68	в своей	5	16
69	этом смысле	5	16
70	до конца	3	15
71	и наконец	3	15
72	и для	3	15
73	у него	8	15
74	в отношении	18	14
75	так как	20	14
76	в своем	11	14
77	в конце	3	14
78	я не	6	14
79	как раз	5	14
80	его в	6	13
81	и это	3	13
82	в целом	8	13
83	себя и	2	13
84	но все	2	13
85	точка зрения	8	13
86	том что	41	12
87	в одной	2	12
88	слово в	3	12
89	в плане	2	12
90	ничего не	6	12
91	так что	8	12
92	к тому	14	12
93	между тем	5	12
94	не знает	6	12
95	что и	11	12
96	при этом	9	12
97	было бы	18	12
98	во всяком	4	12
99	но это	4	12
100	за пределы	4	12
101	и даже	3	12
102	и как	7	12
103	как в	7	12
104	отношении к	2	12
105	в котором	2	12
106	и что	18	12
107	не могут	7	11
108	слово и	2	11
109	конце концов	2	11
110	она не	2	11
111	ни одного	2	11
112	этого слова	3	11
113	это слово	3	11
114	он сам	2	11
115	должно быть	10	11
116	бы в	6	11
117	тем что	12	11
118	сознания и	3	11
119	с другой	11	11
120	их в	3	11
121	мы уже	4	11
122	как будто	2	11
123	к одному	4	10
124	отношение к	12	10
125	говорит он	3	10
126	что не	2	10
127	самого начала	8	10
128	до сих	3	10
129	сих пор	3	10
130	приводит к	10	10
131	той же	7	10
132	и потому	3	9
133	в единстве	2	9
134	с самого	8	9
135	могут быть	7	9
136	в них	3	9
137	раз и	3	9
138	другой стороны	9	9
139	хотя бы	5	9
140	друг с	10	9
141	что у	4	9
142	точек зрения	4	9
143	всяком случае	2	9
144	в той	8	9
145	но он	8	9
146	мы должны	13	8
147	но как	6	8
148	уже в	4	8
149	никак не	6	8
150	одним из	4	8
151	это и	3	8
152	того что	34	8
153	несмотря на	3	8
154	сознание и	2	8
155	нам кажется	2	8
156	с ними	4	8
157	не на	5	8
158	должна быть	7	8
159	из его	2	8
160	и от	2	8
161	все время	3	8
162	и он	3	8
163	с их	4	8
164	мы увидим	3	8
165	в результате	9	8
166	о том	13	8
167	с другом	10	8
168	из них	6	8
169	вопрос о	15	7
170	его к	2	7
171	и следовательно	7	7
172	от него	3	7
173	в этих	7	7
174	с которым	2	7
175	в их	4	7
176	в виде	3	7
177	в виду	4	7
178	его и	4	7
179	в процессе	37	7
180	он в	3	7
181	только на	3	7
182	между ними	5	7
183	что все	9	7
184	что они	8	7
185	и ее	2	7
186	все равно	2	7
187	тот же	7	7
188	бы то	2	7
189	сказать что	18	7
190	в жизни	2	7
191	друг другу	2	7
192	что она	3	7
193	мысли и	7	7
194	отличается от	2	7
195	сама по	4	7
196	и их	4	7
197	такой же	4	7
198	во всех	3	7
199	на этот	9	7
200	но на	2	7
201	уже говорили	2	7
202	как его	2	7
203	в себя	4	7
204	как он	7	6
205	может стать	2	6
206	на вопрос	7	6
207	знает что	5	6
208	отличие от	3	6
209	а с	3	6
210	по существу	5	6
211	не менее	4	6
212	на его	4	6
213	себя в	4	6
214	и во	2	6
215	и здесь	2	6
216	для этого	3	6
217	как же	2	6
218	с этим	9	6
219	словом и	2	6
220	в начале	2	6
221	можно было	11	6
222	во всем	2	6
223	зависимости от	3	6
224	кроме того	2	6
225	внутренней речи	7	6
226	но для	3	6
227	в плоскости	2	6
228	в отличие	3	6
229	и только	4	6
230	для его	2	6
231	в этой	8	6
232	на то	6	6
233	он может	5	6
234	в своих	5	6
235	этот вопрос	8	6
236	в которых	2	6
237	на этом	8	6
238	жизни и	2	6
239	что было	2	6
240	в основе	12	6
241	как на	4	6
242	отношения к	2	6
243	но с	2	6
244	нисколько не	2	5
245	и то	9	5
246	поэтому он	2	5
247	с таким	4	5
248	к которому	7	5
249	говорили что	2	5
250	со всеми	2	5
251	по своему	4	5
252	с тем	9	5
253	для другого	4	5
254	тому что	14	5
255	они не	7	5
256	того же	13	5
257	благодаря этому	2	5
258	в чем	10	5
259	один из	4	5
260	лежит в	5	5
261	в такой	5	5
262	в зависимости	2	5
263	мы не	6	5
264	функции в	4	5
265	слов и	3	5
266	те же	6	5
267	отношением к	3	5
268	но при	2	5
269	в речи	3	5
270	совершенно не	5	5
271	на протяжении	2	5
272	ни на	3	5
273	подобно тому	6	5
274	тому же	3	5
275	именно в	8	5
276	когда он	3	5
277	тому как	6	5
278	высшей степени	3	5
279	в высшей	3	5
280	в ней	2	5
281	вместе с	9	5
282	стороны и	3	4
283	слова не	2	4
284	тому чтобы	4	4
285	его отношение	3	4
286	мысли в	5	4
287	от того	8	4
288	является в	2	4
289	в плоскость	2	4
290	под влиянием	4	4
291	которого он	2	4
292	он должен	9	4
293	из которых	3	4
294	смысле этого	2	4
295	не то	5	4
296	мы видели	10	4
297	но только	4	4
298	по мере	6	4
299	что оно	9	4
300	оно должно	2	4
301	то это	2	4
302	на котором	3	4
303	находится в	2	4
304	связи с	9	4
305	в первом	4	4
306	во всей	3	4
307	в первой	2	4
308	одно и	2	4
309	совпадает с	4	4
310	время как	4	4
311	то в	7	4
312	что с	7	4
313	то и	2	4
314	это в	2	4
315	в которой	8	4
316	но этот	3	4
317	в свете	4	4
318	своего собственного	3	4
319	только что	6	4
320	к другу	4	4
321	что если	6	4
322	этом отношении	7	4
323	с этой	8	4
324	нами в	4	4
325	друг на	2	4
326	именно потому	3	4
327	речи и	8	4
328	вообще не	5	4
329	также и	2	4
330	что такое	6	4
331	речи как	4	4
332	все что	2	4
333	еще более	5	4
334	само по	2	4
335	оно не	2	4
336	не есть	4	4
337	если не	3	4
338	его собственного	2	4
339	еще в	3	4
340	на друга	2	4
341	друг к	3	4
342	таким же	3	4
343	во внутреннем	2	4
344	за собой	4	4
345	мы и	6	4
346	данном случае	3	3
347	или даже	2	3
348	устной речи	24	3
349	в голове	2	3
350	о чем	3	3
351	в настоящее	2	3
352	является как	2	3
353	к другим	2	3
354	которые в	4	3
355	не способен	3	3
356	сам не	2	3
357	по своей	7	3
358	в основном	2	3
359	мы знаем	5	3
360	бы сказать	4	3
361	как я	3	3
362	значение для	4	3
363	на который	2	3
364	он говорит	3	3
365	могли бы	15	3
366	что на	2	3
367	настоящее время	2	3
368	является для	2	3
369	между собой	17	3
370	нуждается в	3	3
371	того чтобы	26	3
372	между двумя	4	3
373	внутренняя речь	7	3
374	и по	5	3
375	же в	2	3
376	он умеет	5	3
377	можно сказать	7	3
378	этом случае	5	3
379	должны быть	2	3
380	приходит в	2	3
381	в других	2	3
382	ее в	3	3
383	того как	6	3
384	мы видим	6	3
385	с которыми	2	3
386	одной из	5	3
387	в сознании	5	3
388	в данном	4	3
389	только то	4	3
390	из этих	2	3
391	говорить о	3	3
392	на одном	2	3
393	то время	4	3
394	чтобы сделать	2	3
395	значение в	3	3
396	не является	7	3
397	и при	4	3
398	и есть	8	3
399	у нас	4	3
400	что его	2	3
401	но они	2	3
402	мы можем	15	3
403	и единство	2	3
404	не с	2	3
405	на нее	2	3
406	есть в	2	3
407	этими двумя	3	3
408	но уже	2	3
409	раз в	4	3
410	его мысли	3	3
411	к внутренней	3	3
412	оно может	2	3
413	в смысле	3	3
414	если мы	9	3
415	речь и	4	3
416	которых он	2	3
417	как таковой	2	3
418	но что	6	3
419	только не	7	3
420	говорит о	4	3
421	которая как	2	3
422	и делает	2	3
423	в различных	3	3
424	ту же	5	3
425	не дает	2	3
426	мы будем	4	3
427	без всякого	2	3
428	и сами	2	3
429	оно является	4	3
430	чем в	6	3
431	еще и	3	2
432	все более	4	2
433	между отдельными	2	2
434	и чужого	3	2
435	что их	2	2
436	точками зрения	2	2
437	к этим	2	2
438	указывает на	3	2
439	чем его	3	2
440	его же	2	2
441	его на	2	2
442	эти вопросы	2	2
443	на всю	2	2
444	собой и	3	2
445	этой точки	7	2
446	свою внутреннюю	2	2
447	без всяких	2	2
448	одного и	9	2
449	к этому	7	2
450	должны были	3	2
451	того в	2	2
452	и эти	2	2
453	и других	7	2
454	бы оно	3	2
455	свою очередь	4	2
456	тогда когда	10	2
457	друг от	5	2
458	быть в	3	2
459	опирается на	4	2
460	мы говорили	5	2
461	речь как	2	2
462	из истории	2	2
463	речь не	3	2
464	внутренние и	2	2
465	самое слово	2	2
466	и ставит	2	2
467	эти три	2	2
468	по сравнению	9	2
469	лучшем случае	4	2
470	на том	4	2
471	как она	3	2
472	в лучшем	3	2
473	показать что	4	2
474	же самый	2	2
475	своей собственной	2	2
476	которая в	3	2
477	мы это	2	2
478	с которой	2	2
479	же мы	2	2
480	ответ на	3	2
481	находит свое	2	2
482	этих двух	4	2
483	мы его	4	2
484	такое же	2	2
485	отношение между	4	2
486	отнюдь не	2	2
487	между этими	3	2
488	на слово	2	2
489	тем или	2	2
490	же как	9	2
491	и внешние	2	2
492	почти всегда	2	2
493	до того	4	2
494	случае не	2	2
495	образом в	2	2
496	и вызывает	2	2
497	в корне	2	2
498	что значит	3	2
499	не возникает	2	2
500	к его	4	2
501	мысли но	4	2
502	и между	7	2
503	или не	2	2
504	независимо от	3	2
505	все он	2	2
506	этот процесс	5	2
507	во второй	4	2
508	всех тех	2	2
509	с ней	3	2
510	другом случае	2	2
511	не нужно	2	2
512	в этот	4	2
513	речи в	7	2
514	если я	4	2
515	целый ряд	5	2
516	известно что	2	2
517	из нее	5	2
518	нигде не	2	2
519	от друга	5	2
520	в качестве	13	2
521	для того	20	2
522	в истории	3	2
523	и другие	13	2
524	в условиях	3	2
525	не столько	3	2
526	в центре	2	2
527	речь в	3	2
528	с одной	10	2
529	в какой	8	2
530	после того	2	2
531	всего на	2	2
532	только его	2	2
533	иначе как	4	2
534	не имеет	7	2
535	и является	6	2
536	своей структуре	2	2
537	прежде чем	2	2
538	в нашем	5	2
539	что для	2	2
540	мысль что	6	2
541	столь же	5	2
542	лежащие в	2	2
543	представляется нам	4	2
544	как с	5	2
545	в свою	5	2
546	их и	2	2
547	осознания и	4	2
548	и обратно	3	2
549	и того	8	2
550	из этого	3	2
551	из него	3	2
552	могут оказаться	2	2
553	является не	2	2
554	же самое	7	2
555	а просто	2	2
556	совершенно иной	3	2
557	один и	5	2
558	собой не	2	2
559	собой в	2	2
560	во втором	2	2
561	на их	3	2
562	чем он	5	2
563	с помощью	32	2
564	а потому	3	2
