N	2gram	Vygotskiy_	VeschiIm
1	и не	15	57
2	не только	29	48
3	то что	32	48
4	не может	16	46
5	и в	37	45
6	и есть	2	40
7	может быть	19	39
8	а не	5	37
9	потому что	11	25
10	было бы	12	24
11	в себе	8	23
12	что она	6	23
13	по себе	9	23
14	только в	8	23
15	сказать что	16	22
16	и что	11	22
17	в смысле	2	22
18	и следовательно	3	20
19	как бы	16	20
20	и ее	9	19
21	что это	8	19
22	но и	23	19
23	что же	3	19
24	все же	6	18
25	в этом	32	18
26	есть не	3	17
27	и это	3	17
28	прежде всего	12	17
29	так как	11	17
30	что мы	9	17
31	оно есть	2	16
32	того что	28	16
33	таким образом	39	16
34	как раз	8	16
35	от всего	2	15
36	в том	47	15
37	как и	20	15
38	в ней	2	15
39	уже не	2	15
40	не в	9	14
41	и то	3	14
42	том что	42	13
43	и для	3	13
44	в самом	16	13
45	в себя	2	13
46	ничего не	6	12
47	но если	3	12
48	что в	25	12
49	точки зрения	49	12
50	что и	3	12
51	что они	5	12
52	и как	7	12
53	то же	12	12
54	и даже	5	12
55	о том	14	12
56	если мы	8	12
57	и с	10	12
58	есть нечто	2	12
59	в то	7	11
60	что не	2	11
61	вовсе не	5	11
62	и их	5	11
63	и пр	2	11
64	также и	2	11
65	ни в	6	11
66	и только	2	11
67	в чем	5	10
68	что оно	6	10
69	с ее	3	10
70	ясно что	2	10
71	это не	5	9
72	нисколько не	2	9
73	со стороны	4	9
74	так что	2	9
75	в своем	10	9
76	то и	4	9
77	она не	3	9
78	бы и	4	9
79	должно быть	4	9
80	хотя бы	7	9
81	бы в	5	9
82	в результате	7	9
83	на то	11	9
84	но не	6	9
85	но что	3	9
86	говорить о	4	9
87	и его	10	9
88	с ним	3	9
89	в отношении	14	8
90	и потому	3	8
91	указывает на	4	8
92	что он	16	8
93	но в	9	8
94	в ее	3	8
95	мы не	13	8
96	все это	9	8
97	это есть	2	8
98	можно сказать	6	8
99	по сравнению	10	8
100	с другими	5	8
101	мы имеем	2	8
102	в свете	5	8
103	если бы	10	8
104	с тем	8	8
105	для него	5	8
106	не с	2	8
107	с другой	16	8
108	отнюдь не	2	8
109	действительность и	2	8
110	с чем	2	7
111	не потому	2	7
112	от того	7	7
113	и тем	8	7
114	из них	4	7
115	самом деле	8	7
116	а в	4	7
117	все эти	6	7
