N	2gram	Savitsky_E	formyVre
1	и в	37	148
2	в этом	12	73
3	то есть	6	70
4	прежде всего	9	46
5	и не	14	37
6	в его	2	36
7	вовсе не	6	35
8	но и	14	33
9	то же	15	32
10	не только	18	32
11	но в	14	31
12	жизни и	2	31
13	так и	10	29
14	может быть	6	27
15	не в	5	26
16	как мы	5	26
17	как и	7	25
18	как бы	6	25
19	точки зрения	23	24
20	в то	16	23
21	только в	9	23
22	то что	6	22
23	в том	11	22
24	жизни в	3	21
25	во всех	6	21
26	же время	14	21
27	в своем	14	19
28	и для	3	19
29	и на	6	19
30	и все	2	18
31	таким образом	2	18
32	с этим	2	17
33	так как	7	17
34	в пределах	25	17
35	того же	3	16
36	и во	2	16
37	не может	9	16
38	никогда не	3	15
39	в них	3	15
40	в одном	2	15
41	с точки	17	15
42	вместе с	2	15
43	так же	9	14
44	и как	2	14
45	и с	2	14
46	а не	2	14
47	в их	11	13
48	в частности	5	13
49	а в	2	13
50	с другом	3	13
51	того чтобы	6	13
52	же в	2	13
53	друг с	3	13
54	для того	6	13
55	как в	3	13
56	в котором	2	13
57	в самом	4	13
58	отнюдь не	9	12
59	в истории	2	12
60	время в	3	12
61	и наконец	2	12
62	но не	5	12
63	потому что	3	12
64	он не	2	12
65	что в	21	12
66	между ними	2	11
67	в ней	4	11
68	хотя и	2	11
69	из них	3	11
70	мира и	3	11
71	влияние на	2	10
72	в ее	8	10
73	также и	7	10
74	в большинстве	2	10
75	и того	2	10
76	на основе	2	10
77	могут быть	2	9
78	и других	2	9
79	всего в	2	9
80	в других	2	9
81	наряду с	2	9
82	том что	6	9
83	и даже	6	9
84	мира в	4	9
85	с другой	7	9
86	есть в	2	9
87	или иной	4	8
88	и прежде	3	8
89	и потому	5	8
90	к тому	8	8
91	большинстве случаев	3	8
92	что и	3	8
93	во всяком	3	8
94	и то	2	8
95	а также	7	8
96	в результате	3	8
97	и по	5	8
98	если бы	2	8
99	в этих	2	8
100	с одной	8	8
101	в мире	2	8
102	и к	3	8
103	в некоторых	2	8
104	в процессе	4	7
105	в себе	9	7
106	того что	7	7
107	между собой	2	7
108	в той	5	7
109	место в	3	7
110	было бы	8	7
111	имеет место	2	7
112	этот процесс	2	7
113	этом отношении	3	7
114	ее в	3	7
115	к ним	3	7
116	еще более	2	7
117	лежат в	4	6
118	в отношении	32	6
119	не могут	2	6
120	есть не	2	6
121	друг от	2	6
122	одной из	5	6
123	с тем	3	6
124	одной стороны	8	6
125	человеческого рода	2	6
126	мы видим	2	6
127	в качестве	14	6
128	во всей	2	6
129	сказать что	4	6
130	мы не	4	6
131	мы можем	3	6
132	не является	3	6
133	о том	3	6
134	именно в	4	6
135	в которых	3	6
136	от друга	2	6
137	бы ни	3	6
138	в таком	3	6
139	во все	3	5
140	стороны и	6	5
141	по своей	2	5
142	от этого	5	5
143	с другими	2	5
144	что все	2	5
145	там где	3	5
146	той или	4	5
147	не на	4	5
148	в этой	2	5
149	и от	3	5
150	хотя бы	15	5
151	в своей	8	5
152	по преимуществу	2	5
153	в порядке	2	5
154	тем что	3	5
155	с этой	6	5
156	не имеет	4	5
157	далеко не	2	5
158	вообще не	3	5
159	в смысле	9	5
160	но на	3	5
161	точка зрения	2	5
162	или в	2	5
163	и только	3	5
164	даже в	4	4
165	из того	2	4
166	мы должны	2	4
167	его на	2	4
168	по себе	4	4
169	дело идет	2	4
170	другой стороны	2	4
171	для них	2	4
172	и со	3	4
173	в данном	3	4
174	тем более	4	4
175	и более	2	4
176	в своих	2	4
177	с большой	2	4
178	несмотря на	4	4
179	всяком случае	3	4
180	чем в	4	4
181	и отчасти	2	3
182	все более	9	3
183	вопрос о	4	3
184	в сферу	2	3
185	как это	4	3
186	по сравнению	2	3
187	к настоящему	3	3
188	она не	2	3
189	культуры в	4	3
190	что на	2	3
191	в определенном	3	3
192	же как	5	3
193	из всех	3	3
194	это значит	2	3
195	известной степени	3	3
196	бы в	2	3
197	различия в	3	3
198	происходит в	2	3
199	и еще	2	3
200	бы и	3	3
201	дело в	3	3
202	только к	2	3
203	к ней	4	3
204	в прошлом	3	3
205	в данной	3	3
206	в значительной	2	3
207	целый ряд	2	3
208	одна и	2	3
209	как на	3	3
210	в течение	5	3
211	и имеет	2	3
212	по своему	7	3
213	можно сказать	4	3
214	бы совершенно	2	3
215	в свою	3	3
216	главным образом	2	3
217	сравнению с	2	3
218	не к	2	3
219	данном случае	2	2
220	в каком	4	2
221	начиная с	2	2
222	идет о	3	2
223	на себя	3	2
224	и поэтому	2	2
225	если в	2	2
226	и притом	4	2
227	свою очередь	2	2
228	между прочим	7	2
229	одном из	2	2
230	но по	2	2
231	от них	3	2
232	в стороне	3	2
233	к нему	2	2
234	и человеческой	2	2
235	притом в	2	2
236	во втором	2	2
237	отношении к	15	2
238	и та	2	2
239	но как	2	2
240	в будущее	2	2
241	на них	2	2
242	и некоторые	3	2
243	отметить что	3	2
244	мы видели	3	2
245	имеет в	2	2
246	то в	4	2
247	как оно	2	2
248	и рядом	2	2
249	и эта	2	2
250	все другие	2	2
251	также в	2	2
252	сплошь и	2	2
253	море и	2	2
254	как их	2	2
255	себе не	3	2
256	для нас	4	2
257	но если	5	2
258	должна быть	2	2
259	не можем	2	2
260	культуры и	2	2
261	которого мы	2	2
262	чем больше	2	2
263	частности в	2	2
264	этот вопрос	2	2
265	тогда когда	2	2
266	во многом	2	2
267	он сам	2	2
268	одну и	2	2
269	представление о	2	2
