N	2gram	Propp_Isto	Psycholo
1	то что	17	193
2	и в	40	190
3	в том	12	163
4	что в	19	123
5	потому что	12	114
6	том что	11	113
7	и что	14	108
8	может быть	37	107
9	таким образом	13	102
10	в этом	13	100
11	как бы	6	80
12	того чтобы	3	78
13	что он	32	76
14	не только	28	75
15	на то	6	73
16	и не	19	73
17	что она	10	71
18	самом деле	2	70
19	и т	39	69
20	не может	19	68
21	если мы	4	66
22	так как	20	63
23	так же	18	63
24	было бы	11	56
25	если бы	8	55
26	совершенно ясно	3	54
27	и мы	2	54
28	то же	21	54
29	о том	12	54
30	при этом	6	52
31	как и	5	51
32	что и	9	50
33	а не	18	50
34	что это	12	49
35	только в	16	46
36	в сущности	2	46
37	сказать что	7	46
38	по себе	4	46
39	к тому	6	45
40	не в	11	45
41	в этой	9	43
42	ясно что	2	43
43	показать что	2	43
44	никогда не	25	42
45	вместе с	13	41
46	как это	6	40
47	но и	21	40
48	при помощи	2	39
49	как раз	2	39
50	того что	6	39
51	же самое	3	38
52	и это	2	37
53	мы видим	16	37
54	и как	3	36
55	с тем	13	35
56	вовсе не	3	34
57	и если	4	34
58	и его	5	34
59	когда он	9	33
60	все же	17	33
61	все это	6	32
62	в себе	6	32
63	в ней	10	31
64	мы не	12	31
65	в его	10	31
66	он не	10	31
67	для нас	17	31
68	как будто	7	30
69	мы увидим	17	30
70	как в	7	30
71	с одной	8	29
72	и для	5	29
73	одной стороны	7	29
74	в нем	8	29
75	что мы	9	28
76	и когда	4	28
77	что они	13	28
78	увидим что	8	28
79	и то	3	28
80	мы можем	7	28
81	в основе	4	27
82	с другой	8	27
83	а в	15	27
84	и на	6	27
85	так что	9	26
86	и здесь	15	25
87	в целом	3	24
88	указывает на	2	24
89	до сих	11	24
90	тем что	7	24
91	в своем	5	23
92	сих пор	12	23
93	для этого	3	23
94	из этого	3	23
95	что если	2	23
96	могут быть	5	23
97	один из	10	23
98	и даже	4	22
99	т д	35	22
100	как она	3	22
101	что у	3	22
102	когда мы	4	22
103	с этим	5	22
104	между тем	2	22
105	из них	5	22
106	всякий раз	2	22
107	в своей	2	21
108	как мы	3	21
109	и вот	2	21
110	том чтобы	2	21
111	ни в	2	21
112	в котором	5	21
113	в которых	2	21
114	что эта	3	21
115	и только	4	21
116	она не	6	20
117	все эти	6	20
118	в то	4	20
119	тот же	3	20
120	это не	8	20
121	дело с	2	20
122	там где	5	20
123	мы имеем	25	20
124	другой стороны	7	20
125	на этом	3	20
126	мы должны	17	19
127	в ее	2	19
128	в какой	4	19
129	у него	5	19
130	в одном	8	19
131	что при	3	19
132	мы уже	7	19
133	в каком	2	18
134	на самом	3	18
135	перед нами	5	18
136	видим что	13	18
137	но в	13	18
138	был бы	4	18
139	но не	7	18
140	в которой	2	18
141	вслед за	7	18
142	есть не	2	18
143	можно было	8	18
144	зависимости от	3	18
145	и есть	5	18
146	в виду	2	17
147	одна из	4	17
148	из этих	2	17
149	но это	8	17
150	время как	3	17
151	так и	13	16
152	самого начала	4	16
153	тому как	3	16
154	говорит о	2	16
155	и тем	2	16
156	из которых	3	16
157	же как	7	16
158	то это	9	16
159	к этому	2	16
160	с самого	4	16
161	и потому	3	15
162	мы знаем	10	15
163	могли бы	3	15
164	в зависимости	3	15
165	еще не	14	15
166	не могут	3	15
167	только на	2	15
168	в частности	3	15
169	в них	2	15
170	во всех	3	15
171	в результате	2	15
172	для него	2	15
173	и так	3	15
174	не можем	4	15
175	не просто	5	15
176	с той	2	14
177	не то	4	14
178	должна быть	5	14
179	хотя бы	5	14
180	столь же	2	14
181	главным образом	2	14
182	по существу	7	14
183	с ним	3	14
