N	3gram	Vygotskiy_	Problema
1	тем не менее	6	56
2	о том что	3	39
3	в том что	41	37
4	то же самое	9	30
5	в связи с	8	29
6	той или иной	2	26
7	во всяком случае	10	25
8	с точки зрения	11	25
9	с другой стороны	5	25
10	содержит в себе	2	23
11	сам по себе	2	21
12	и то что	3	20
13	на то что	5	19
14	в этом смысле	7	19
15	для того чтобы	14	17
16	точно так же	4	16
17	то что мы	2	15
18	до сих пор	3	14
19	не что иное	2	14
20	в этом случае	4	14
21	что иное как	2	14
22	ничего общего с	2	13
23	сами по себе	4	13
24	можно было бы	8	13
25	того или иного	2	13
26	это значит что	6	13
27	не может быть	5	12
28	в то время	5	12
29	и в этом	2	12
30	то время как	5	12
31	с одной стороны	8	11
32	мы должны сказать	2	11
33	более или менее	3	10
34	вместе с тем	11	10
35	и тем самым	3	10
36	то и другое	5	9
37	по этому поводу	4	9
38	должны сказать что	2	9
39	только в том	4	8
40	заключается в том	18	8
41	с самого начала	6	7
42	в этой области	2	7
43	между знаком и	2	7
44	только потому что	2	7
45	и то же	6	6
46	так и в	2	6
47	ни в какой	5	6
48	то что в	3	6
49	само по себе	3	6
50	в том смысле	3	6
51	и как бы	2	6
52	на первый план	5	6
53	в самом деле	4	6
54	в этом отношении	9	6
55	потому что оно	2	5
56	том виде как	3	5
57	указывает на то	2	5
58	хотя бы и	2	5
59	в собственном смысле	12	5
60	мы могли бы	12	5
61	в том виде	4	5
62	мы говорили выше	2	5
63	же как и	6	5
64	та или иная	3	5
65	в первую очередь	2	5
66	одно и то	6	5
67	на этот раз	2	5
68	в зависимости от	6	5
69	так же как	9	5
70	том смысле что	2	5
71	в том числе	3	5
72	с первого взгляда	2	5
73	как мы видели	4	4
74	одним и тем	4	4
75	и вместе с	2	4
76	этой точки зрения	4	4
77	и тем же	4	4
78	друг от друга	2	4
79	а с другой	4	4
80	все же не	2	4
81	то обстоятельство что	4	4
82	собственном смысле слова	3	4
83	связи с этим	2	4
84	и во всяком	2	4
85	том числе и	3	4
86	как мы уже	3	4
87	в том чтобы	2	4
88	мы никогда не	3	3
89	с этой точки	4	3
90	к выводу что	2	3
91	мы не знаем	2	3
92	как и в	3	3
93	здесь мы имеем	2	3
94	что и в	6	3
95	тот факт что	7	3
96	если бы мы	2	3
97	одного и того	5	3
98	как мы увидим	2	3
99	таким образом что	6	3
100	в отличие от	8	3
101	том что в	3	3
102	в известном смысле	2	3
103	и того же	5	3
104	так как они	2	3
105	того что мы	2	3
106	с тем что	4	3
107	является не просто	2	3
108	по сравнению с	4	3
109	тем что они	2	2
110	в том случае	2	2
111	что перед нами	3	2
112	заключается только в	2	2
113	по отношению к	3	2
114	перед нами в	2	2
115	одной и той	5	2
116	что он не	2	2
117	между собой и	2	2
118	связаны между собой	2	2
119	не могли бы	2	2
120	на этой ступени	4	2
121	к тому или	3	2
122	ни один из	4	2
123	в следующем виде	3	2
124	так как он	2	2
125	не тем что	2	2
126	в целом и	2	2
127	в этом же	2	2
128	и что в	2	2
129	в свою очередь	3	2
130	друг на друга	3	2
131	мы не можем	2	2
132	как показывает исследование	2	2
133	и тот же	6	2
134	того и другого	2	2
135	того же типа	2	2
136	тому или иному	4	2
137	между тем как	4	2
138	и той же	5	2
139	прав в том	2	2
140	в последнее время	4	2
141	один и тот	6	2
142	в себе и	2	2
143	если принять во	2	2
144	принять во внимание	2	2
