N	2gram	Vygotskiy_	Mirosoze
1	и в	65	97
2	может быть	33	64
3	не только	16	63
4	в этом	37	55
5	но и	6	54
6	он не	11	53
7	а не	11	53
8	в нем	8	49
9	не может	17	49
10	у него	6	47
11	и не	20	39
12	никогда не	9	38
13	потому что	26	37
14	в ней	23	37
15	не было	4	36
16	не в	12	34
17	и есть	3	33
18	для него	4	31
19	но он	5	30
20	прежде всего	2	29
21	как и	12	29
22	но в	5	27
23	и он	5	27
24	в мире	3	27
25	о человеке	2	26
26	и это	13	25
27	в своей	6	25
28	он был	3	25
29	и все	14	24
30	у нас	4	24
31	в своем	8	23
32	что в	36	23
33	что он	23	22
34	в самом	41	21
35	в себе	9	20
36	отношение к	2	20
37	до конца	5	19
38	как бы	29	19
39	в его	11	18
40	того что	9	17
41	в том	46	16
42	том что	28	16
43	то что	61	16
44	было бы	22	16
45	и его	8	16
46	в этой	20	15
47	в котором	7	15
48	в конце	5	14
49	она не	10	14
50	так как	13	14
51	та же	6	13
52	и вот	6	13
53	и на	7	13
54	это не	7	12
55	к нему	2	12
56	в них	4	12
57	все это	12	12
58	но не	3	12
59	с тем	14	11
60	и там	2	11
61	но это	6	11
62	хотя бы	3	11
63	в которой	8	11
64	только в	9	11
65	был бы	4	11
66	как в	8	11
67	и для	4	11
68	в русской	4	11
69	уже не	2	11
70	и к	5	11
71	жизни и	6	11
72	не могут	2	10
73	так же	12	10
74	есть не	2	10
75	это и	4	10
76	один из	7	10
77	должна быть	5	10
78	то же	17	10
79	не имеет	8	10
80	в самой	9	10
81	он весь	2	9
82	бы и	2	9
83	а в	9	9
84	к тому	18	9
85	не будет	2	9
86	что и	7	9
87	и во	3	9
88	я не	9	9
89	то есть	30	9
90	все что	2	9
91	в свою	6	9
92	человек и	2	9
93	с ним	6	9
94	не мог	4	9
95	вместе с	10	9
96	ничего не	4	8
97	от него	2	8
98	в этих	3	8
99	человеке и	2	8
100	не так	4	8
101	они не	2	8
102	что не	5	8
103	того чтобы	21	8
104	с его	2	8
105	в дневнике	3	8
106	тем что	7	8
107	для того	18	8
108	о том	17	8
109	и с	4	8
110	те же	2	7
111	как он	2	7
112	более чем	2	7
113	но если	6	7
114	должен быть	4	7
115	что все	10	7
116	он в	3	7
117	точки зрения	19	7
118	что она	34	7
119	на этом	6	7
120	в жизни	6	7
121	если он	5	7
122	не могу	3	7
123	отношения к	3	7
124	во всем	2	7
125	чтобы не	2	6
126	его в	5	6
127	на все	2	6
128	у них	2	6
129	увидим что	11	6
130	и она	4	6
131	в ее	9	6
132	и те	2	6
133	совсем не	3	6
134	должен был	4	6
135	это есть	3	6
136	того как	4	6
137	что это	19	6
138	можно было	7	6
139	к ней	3	6
140	к концу	4	6
141	если бы	22	6
142	бы не	5	6
143	с этой	5	6
144	к чему	6	6
145	жизнь и	2	6
146	и более	4	6
147	что у	7	6
148	на то	25	6
149	и здесь	9	6
150	в которых	9	6
151	не к	5	6
152	и если	13	5
153	в то	5	5
154	к которому	3	5
155	человек который	2	5
156	в их	3	5
157	он хочет	3	5
158	так и	3	5
159	все время	36	5
160	и этот	6	5
161	от этого	4	5
162	как у	2	5
163	и вместе	3	5
164	для чего	2	5
165	и я	3	5
166	сказать что	14	5
167	тот же	5	5
168	во всяком	6	5
169	в основе	5	5
170	одно из	4	5
171	и мы	19	5
172	с этим	11	5
173	говорит что	17	5
174	по преимуществу	2	5
175	которые не	2	5
176	мысли и	2	5
177	отличается от	2	5
178	и как	10	5
179	бы в	3	5
180	мы увидим	14	5
181	для этого	9	5
182	еще не	3	5
183	как будто	13	5
184	сих пор	6	5
185	хотел бы	2	5
186	думать что	3	5
187	когда он	8	5
188	до сих	7	5
189	той же	6	5
190	и тут	2	5
191	он до	2	4
192	к себе	2	4
193	как к	6	4
194	и никогда	2	4
195	он должен	2	4
196	так что	10	4
197	в такой	5	4
198	есть в	3	4
199	а с	4	4
200	по своему	6	4
201	была в	2	4
202	в чем	3	4
203	одна и	2	4
204	тому что	10	4
205	к этой	3	4
206	место в	6	4
207	тогда когда	2	4
208	тему о	2	4
209	мы видим	15	4
210	и до	4	4
211	все эти	7	4
212	что они	9	4
213	в истории	3	4
214	не от	2	4
215	у всех	4	4
216	значит что	2	4
217	лежит в	4	4
218	оно есть	2	4
219	и даже	4	4
220	и по	2	4
221	на деле	4	4
222	ни в	6	4
223	и их	2	4
224	и только	8	4
225	мы не	7	4
226	время как	6	4
227	мысль что	4	4
228	еще более	2	4
229	в той	8	4
230	в своих	6	4
231	и что	29	4
232	то время	4	4
233	будто бы	3	4
234	к его	2	3
235	были бы	5	3
236	этой трагедии	2	3
237	к этим	2	3
238	поэтому он	2	3
239	и поэтому	3	3
240	должны были	2	3
241	одним из	2	3
242	с которым	2	3
243	и тем	4	3
244	в трагедии	5	3
245	это все	2	3
246	все же	10	3
247	она может	4	3
248	одной и	4	3
249	мы должны	3	3
250	что же	3	3
251	что всякий	2	3
252	между тем	10	3
253	ничего подобного	2	3
254	в виду	6	3
255	что оно	5	3
256	на гибель	2	3
257	и та	3	3
258	на его	2	3
259	же как	3	3
260	когда в	4	3
261	и когда	8	3
262	ли он	4	3
263	и самый	2	3
264	это значит	4	3
265	стоит в	2	3
266	эти слова	5	3
267	принадлежит к	3	3
268	с таким	4	3
269	которую он	2	3
270	всю свою	2	3
271	и то	10	3
272	в наше	2	3
273	обратиться к	4	3
274	не до	2	3
275	из этой	2	3
276	а к	2	3
277	и эта	3	3
278	то это	5	3
279	и еще	2	3
280	к этому	5	3
281	конечно не	6	3
282	об этом	4	3
283	то чтобы	2	3
284	и ничего	2	3
285	как не	3	3
286	и той	4	3
