N	3gram	Bakhtin_Pr	Myshleni
1	в том что	10	133
2	с точки зрения	21	89
3	для того чтобы	3	78
4	заключается в том	2	51
5	по сравнению с	2	45
6	по отношению к	17	42
7	так же как	4	39
8	с самого начала	3	36
9	друг с другом	4	35
10	в этом отношении	7	30
11	можно было бы	4	28
12	с другой стороны	3	26
13	о том что	5	25
14	не может быть	8	23
15	в то время	3	22
16	смысле этого слова	2	22
17	в высшей степени	2	22
18	в зависимости от	5	22
19	можно сказать что	3	21
20	то время как	2	20
21	в самом деле	5	19
22	в отличие от	3	18
23	во всяком случае	3	18
24	в этом смысле	12	18
25	этой точки зрения	3	17
26	до сих пор	3	17
27	как мы видели	3	17
28	же как и	3	17
29	в данном случае	3	15
30	друг от друга	2	14
31	мы уже говорили	2	14
32	подобно тому как	5	14
33	потому что он	2	14
34	как мы уже	2	11
35	в самом начале	3	10
36	на самом деле	4	9
37	сама по себе	3	9
38	друг к другу	4	9
39	само по себе	4	9
40	том что он	4	9
41	той или иной	3	8
42	в лучшем случае	3	6
43	именно потому что	3	6
44	совершенно так же	2	6
45	и не может	3	6
46	в том и	2	6
47	только то что	2	6
48	в конце концов	7	5
49	но он не	2	5
50	но все же	3	5
51	в то же	10	5
52	и как бы	3	5
53	и в этом	8	5
54	по нашему мнению	3	5
55	с другом в	2	5
56	в той же	3	5
57	не совпадает с	2	5
58	сами по себе	4	5
59	не только в	2	5
60	тому как в	2	4
61	потому что у	3	4
62	таким образом в	2	4
63	лежащие в основе	2	4
64	между тем как	4	4
65	не потому что	3	4
66	то же что	3	4
67	мы видим что	2	4
68	бы то ни	3	3
69	то ни было	2	3
70	потому что они	2	3
71	перед нами в	3	3
72	по ту сторону	2	3
73	том и другом	2	3
74	оно может быть	2	3
75	имеем в виду	2	3
76	но и не	2	3
77	мы имеем в	2	3
78	как раз и	2	3
79	она не может	3	3
80	является одним из	2	3
81	хотя бы и	3	3
82	а не как	4	3
83	говорит об этом	2	3
84	то же время	10	3
85	в целом ряде	2	3
86	то что я	2	2
87	в своей книге	2	2
88	в результате такого	2	2
89	потому что она	3	2
90	и в его	3	2
91	в его сознании	2	2
92	в одном из	3	2
93	только в этой	2	2
94	он не может	2	2
95	не входит в	3	2
96	что может быть	2	2
97	точки зрения на	2	2
98	раз и навсегда	2	2
99	тем более что	2	2
100	как бы в	3	2
101	в большинстве случаев	3	2
102	в той или	2	2
103	выходит за пределы	2	2
104	и до конца	4	2
105	в их основе	2	2
106	таким образом все	2	2
107	на протяжении всего	2	2
108	что она не	3	2
109	дело идет о	4	2
