N	3gram	Voloshinov	Marksizm
1	с точки зрения	2	46
2	не может быть	7	25
3	по отношению к	11	15
4	в том что	4	14
5	бы то ни	3	12
6	и не может	3	12
7	то ни было	3	12
8	до сих пор	3	11
9	как если бы	4	9
10	то же самое	2	8
11	может быть и	3	8
12	в отношении к	2	8
13	в настоящее время	2	8
14	с другой стороны	2	7
15	на самом деле	2	6
16	с одной стороны	2	6
17	можно сказать что	5	4
18	так как если	4	4
19	на материале слова	2	4
20	в зависимости от	2	4
21	и то же	2	3
22	тем не менее	3	3
23	и не в	3	3
24	только в процессе	2	3
25	одно и то	2	3
26	одной стороны и	2	3
27	выходят за пределы	2	3
28	до известной степени	2	2
29	мы никогда не	2	2
30	в данном случае	2	2
31	в какой степени	2	2
32	мы можем сказать	2	2
33	в нашем примере	7	2
34	самое справедливо и	2	2
35	же самое справедливо	2	2
36	находит свое выражение	2	2
