N	3gram	Vygotskiy_	slovoVRo
1	и т п	7	72
2	не может быть	3	19
3	с точки зрения	11	15
4	с одной стороны	6	11
5	и т д	6	10
6	во всяком случае	6	8
7	с другой стороны	5	6
8	а вовсе не	2	5
9	в том что	20	5
10	в лучшем случае	2	4
11	для того чтобы	17	4
12	никогда не может	2	4
13	друг с другом	2	4
14	в точном смысле	2	4
15	до сих пор	6	4
16	и в сущности	2	4
17	в свою очередь	3	4
18	одно и то	3	3
19	в евгении онегине	2	3
20	как мы видели	2	3
21	к тому что	5	3
22	и то же	3	3
23	в данном случае	5	3
24	того или иного	2	3
25	как если бы	3	3
26	которых мы говорили	2	2
27	не только не	3	2
28	мы не можем	2	2
29	приходится иметь дело	2	2
30	вовсе не в	2	2
31	мы уже говорили	4	2
32	о том что	8	2
33	или во всяком	2	2
34	там где она	3	2
35	в двух планах	5	2
36	можно было бы	6	2
37	в то время	4	2
38	с самого начала	10	2
39	в том и	2	2
40	тот факт что	3	2
41	и во всех	2	2
42	этой точки зрения	2	2
43	то время как	3	2
44	и в этом	6	2
45	с этой точки	2	2
46	и в другом	2	2
47	о которых мы	5	2
